"","TOWNCODE","v39","v38","v37","v36","v35","v34","v33","v32","v31","v22","v20","v19","v18","v17","v16","v15","v14","v13","v12","v11","v10","v9","v8","v7"
"21",10005010,2.07692307692308,2.46153846153846,3,2.58333333333333,2.08333333333333,2.53846153846154,2.46153846153846,1.76923076923077,1.84615384615385,5.66666666666667,6.46153846153846,5.84615384615385,6.38461538461539,6.30769230769231,7.15384615384615,6.92307692307692,6.46153846153846,6.46153846153846,6.66666666666667,6.69230769230769,6.23076923076923,3.92307692307692,4.07692307692308,6.46153846153846
"22",10005020,2.4,2.8,3.2,2.8,2,2.6,2,2.25,2,6.75,7.8,7.8,6.8,7.2,7.6,9,6.2,6.2,7,7.2,6.4,2,3.6,7.2
"23",10005030,2.66666666666667,2.33333333333333,3,3,2.66666666666667,2.33333333333333,3,3,2,5.5,6.33333333333333,4.66666666666667,5.33333333333333,4.33333333333333,6,5.33333333333333,3.66666666666667,5.33333333333333,5.33333333333333,5.66666666666667,4.66666666666667,3.33333333333333,2.66666666666667,3
"24",10005040,2.08333333333333,2.61538461538462,3,3,1.90909090909091,2.5,2.58333333333333,1.91666666666667,1.91666666666667,7.55555555555556,8,7.84615384615385,6.61538461538461,7.07692307692308,7.84615384615385,7.61538461538461,6.07692307692308,6.69230769230769,6.92307692307692,6.61538461538461,6.84615384615385,1.30769230769231,2.69230769230769,6.46153846153846
"25",10005050,1.86666666666667,2.93333333333333,2.6,2.06666666666667,1.6,1.8,2,1.73333333333333,1.73333333333333,6.72727272727273,6.53333333333333,6.06666666666667,5.2,5.66666666666667,5.93333333333333,5.8,5.06666666666667,6.13333333333333,6.4,6.06666666666667,6.6,3.6,4.13333333333333,6.53333333333333
"26",10005060,2,2.5,3,3,1.5,2,2.5,2.5,2.5,8,7.5,6.5,5,6.5,7.5,7.5,6.5,9,7,8.5,6.5,4,3,7.5
"27",10005080,3,3,3,3,2,3,3,3,3,8,8,8,8,8,6,8,8,5,8,8,8,4,4,8
"28",10005100,3,4,3.5,3,2.5,3.5,2.5,3,2.5,10,8,7,7,6.5,8,9,8,7.5,8,7,7.5,1,1.5,8
"29",10005110,1.5,2.5,3,2,1.5,2.5,2,1.5,2,4,5,3,4,6.5,6.5,4,4.5,4.5,5.5,6,6,4,4,5
"30",10005150,2,3,2,2,2,2,2,2,2,5,8,3,3,5,7,7,5,6,5,5,6,5,3,5
"31",10005180,4,4,4,4,3,4,3,3,2,8,8,8,7,7,8,8,8,7,8,8,7,6,7,8
"32",10007010,2.02777777777778,3.08333333333333,2.88888888888889,2.48648648648649,1.77777777777778,2.54054054054054,2.05555555555556,1.94594594594595,1.89189189189189,6.06666666666667,5.59459459459459,5.43243243243243,5.61111111111111,5.72972972972973,6.54054054054054,6.32432432432432,5.56756756756757,6.08108108108108,5.86486486486486,6.24324324324324,5.16216216216216,3.64864864864865,4.32432432432432,6.27027027027027
"33",10007020,1.875,3.22222222222222,3,2.5,1.75,2.625,2,1.625,1.75,6.6,6,7,6.88888888888889,6.11111111111111,7.22222222222222,6.55555555555556,5.33333333333333,6.22222222222222,6.88888888888889,7.77777777777778,6.88888888888889,3.66666666666667,5.11111111111111,6.88888888888889
"34",10007030,2.41666666666667,3.41666666666667,3.33333333333333,2.66666666666667,2.08333333333333,2.66666666666667,2.41666666666667,2.25,2.33333333333333,6.375,6.91666666666667,5.91666666666667,6.08333333333333,6.41666666666667,8.08333333333333,6.91666666666667,6.33333333333333,7.83333333333333,7.58333333333333,7.08333333333333,7.58333333333333,1.16666666666667,1.83333333333333,7.83333333333333
"35",10007040,2,3,2.71428571428571,2.14285714285714,2.28571428571429,2.42857142857143,2,2,2.14285714285714,7.6,6,7.14285714285714,6.28571428571429,6.85714285714286,7.85714285714286,7.14285714285714,6.42857142857143,7,7.14285714285714,5,6.85714285714286,0.857142857142857,2.42857142857143,8.14285714285714
"36",10007050,2.33333333333333,3.33333333333333,3.16666666666667,2.66666666666667,1.66666666666667,2.83333333333333,2.5,1.83333333333333,2.33333333333333,7.2,6.16666666666667,6.83333333333333,6.83333333333333,5.66666666666667,7,6.66666666666667,6.5,6.66666666666667,6.83333333333333,6.5,6.16666666666667,1.83333333333333,3,6.66666666666667
"37",10007070,2,3,3.66666666666667,2.33333333333333,2,2.66666666666667,2,2,2,6.33333333333333,7.33333333333333,7.33333333333333,5.66666666666667,7.66666666666667,7,6.66666666666667,6,6.66666666666667,6.33333333333333,8,6.33333333333333,1.66666666666667,1,8.66666666666667
"38",10007080,2.33333333333333,2.66666666666667,2.55555555555556,2.55555555555556,2.11111111111111,2.77777777777778,2.44444444444444,2.22222222222222,2.11111111111111,7.33333333333333,7.1,7.2,7.5,7.8,7.9,6.2,7.7,7.9,7.6,7.2,8.1,1.3,1.7,8.8
"39",10007090,2.33333333333333,2.66666666666667,3,2.66666666666667,2,2.5,1.5,1.66666666666667,1.5,7,7,4.66666666666667,4.66666666666667,5.33333333333333,7,4,5,5.33333333333333,5,6.33333333333333,5,4.33333333333333,4,6.33333333333333
"40",10007100,2.53333333333333,2.57142857142857,2.85714285714286,2.28571428571429,1.92307692307692,2.71428571428571,2,1.71428571428571,2,6.57142857142857,6.8,6.73333333333333,5.93333333333333,6.06666666666667,7.2,7.2,6.13333333333333,6.33333333333333,6.66666666666667,5.86666666666667,5.86666666666667,1,3.84615384615385,6.86666666666667
"41",10007110,2,2.55555555555556,2.88888888888889,2.22222222222222,1.5,2.33333333333333,1.88888888888889,1.77777777777778,1.66666666666667,6.25,7,6.55555555555556,4.77777777777778,6,5.77777777777778,7.11111111111111,5.44444444444444,6.22222222222222,5.33333333333333,6.66666666666667,5.88888888888889,3.44444444444444,4.44444444444444,4.88888888888889
"42",10007120,2,2.8,3,2.8,1.8,2.8,2.2,2.4,2.2,8.5,7.2,8.6,7.2,7.6,8,6.8,6.6,7.2,7.8,8.4,7.6,0.2,1.4,8
"43",10007130,2.71428571428571,3.28571428571429,3,2.28571428571429,2,3,2.28571428571429,1.66666666666667,2.14285714285714,4.5,5.42857142857143,5.71428571428571,5.28571428571429,6,6.42857142857143,5.85714285714286,4.42857142857143,5.57142857142857,6.57142857142857,6.57142857142857,4.71428571428571,4.28571428571429,4.71428571428571,4.85714285714286
"44",10007140,2.75,3,3.25,3.25,2.5,3.25,3,2.5,2.5,6,6.5,7.25,7.25,6.25,8.5,8.25,7,7,7.75,7.25,7.25,2.5,3.5,7.5
"45",10007150,1,3,2,2,1,3,2,2,2,1,8,3,5,5,5,5,5,5,5,5,3,5,5,5
"46",10007160,2,2.75,2.75,2.33333333333333,2,2.66666666666667,2,2,2.33333333333333,5,7.5,4.75,7.25,5.5,7.75,6.75,3.25,4.75,5.5,4.75,6.75,6.25,7,6.5
"47",10007170,2,3,3,4,2,2,3,2,2,5,7,6,5,6,7,6,6,7,5,7,6,2,6,7
"48",10007190,2.33333333333333,3,3.11111111111111,2.66666666666667,1.66666666666667,2.55555555555556,2.55555555555556,2.11111111111111,2.33333333333333,8,6.55555555555556,6.44444444444444,6.88888888888889,6.66666666666667,7.77777777777778,7,6.22222222222222,6.8,7.11111111111111,7.33333333333333,6.77777777777778,1.33333333333333,4.5,6.7
"49",10007200,2.77777777777778,2.88888888888889,3,2.66666666666667,2,2.88888888888889,2.88888888888889,2,2.22222222222222,7.85714285714286,5.77777777777778,5.33333333333333,7.11111111111111,5.44444444444444,5.55555555555556,6.44444444444444,6.33333333333333,6.11111111111111,6.88888888888889,6.22222222222222,7.44444444444444,1.88888888888889,3.88888888888889,7.44444444444444
"50",10007210,2,3.4,3,2.4,1.8,2.8,2.2,1.6,2.4,7,7.2,7,6,5.8,6.4,6.8,6.2,7.4,6,8,6.2,4.4,5.4,8.2
"51",10007220,2.6,3,3,3,2.6,2.4,2.4,1.8,2,5,6.6,7.4,6.6,6,8.2,8.4,6.6,6.6,6.8,7.8,8.4,1.4,3.6,8
"52",10007230,2.66666666666667,3,3,3.25,2,3,2,2,1.5,6.33333333333333,7.5,7.5,7.5,6.25,9,6,5.5,6.75,7.75,6,8.25,1.75,2.75,8.5
"53",10007260,1.8,2.6,3.2,2.2,2,2.6,2.4,2,2.2,7.5,7.4,6.6,6,6.6,8,7.6,5.6,8.2,7,7.2,5.8,2.6,4.4,7
"54",10008010,2.26086956521739,2.95652173913043,2.91304347826087,2.30434782608696,1.91304347826087,2.52173913043478,2.30434782608696,2.17391304347826,1.95652173913043,7.4,6.25,6.79166666666667,6.375,6.75,7.16666666666667,7.04166666666667,6.45833333333333,6.70833333333333,6.58333333333333,7,6.29166666666667,2.04166666666667,3.16666666666667,6.45833333333333
"55",10008020,1.92857142857143,3.57142857142857,2.92857142857143,2.71428571428571,2.42857142857143,2.76923076923077,2.76923076923077,2.30769230769231,2.38461538461538,7.1,7.35714285714286,7.71428571428571,6.85714285714286,7.21428571428571,7.64285714285714,7.57142857142857,6.78571428571429,7.07142857142857,6.92857142857143,7.64285714285714,7.35714285714286,2.14285714285714,2.92857142857143,7.28571428571429
"56",10008030,2.14285714285714,2.86666666666667,3.06666666666667,2.5,2.06666666666667,2.73333333333333,2.35714285714286,2.2,2.35714285714286,6.18181818181818,6.5,6.4375,6.1875,6,6.625,5.875,5.86666666666667,6.125,6.6875,6.9375,6.5625,1.875,2.5625,6.875
"57",10008040,2,2.83333333333333,2.6,2.66666666666667,2.2,2.4,1.8,2,2,7.2,4.83333333333333,7.5,6.83333333333333,8.4,7.4,7.2,7.4,7,7.4,6.4,9,2.2,4.6,8.2
"58",10008050,2.33333333333333,2.33333333333333,2.66666666666667,2.66666666666667,1.66666666666667,3,2.66666666666667,2,2.33333333333333,10,8,7.66666666666667,5.66666666666667,8,5.66666666666667,7.33333333333333,6.33333333333333,6.66666666666667,7,6.33333333333333,6.33333333333333,2.33333333333333,5.66666666666667,7.66666666666667
"59",10008060,2.5,2,2.66666666666667,3,2,2.66666666666667,2.66666666666667,2.66666666666667,2,7.33333333333333,8,7,7,5.33333333333333,8,7,6.33333333333333,7.66666666666667,7,6.66666666666667,7.66666666666667,1.33333333333333,2.33333333333333,8.33333333333333
"60",10008070,3,4,4,3,1,3,3,3,3,8,8,8,6,8,8,8,9,8,7,9,7,1,2,8
