"","TOWNCODE","v39","v38","v37","v36","v35","v34","v33","v32","v31","v22","v20","v19","v18","v17","v16","v15","v14","v13","v12","v11","v10","v9","v8","v7"
"153",64000040,1.84210526315789,3.05263157894737,2.89473684210526,2.10526315789474,2,2.68421052631579,2,1.66666666666667,1.88888888888889,7.18181818181818,6.57894736842105,5.63157894736842,6.15789473684211,5.73684210526316,6.31578947368421,6,5.63157894736842,6.42105263157895,6.42105263157895,6.63157894736842,6.52631578947368,3.31578947368421,3.94736842105263,6.31578947368421
"154",64000050,2.33333333333333,2.97777777777778,3.06666666666667,2.26666666666667,1.73333333333333,3.04444444444444,2.33333333333333,1.88888888888889,2,6.9,6.68888888888889,5.84444444444444,6.26666666666667,5.66666666666667,6.68888888888889,6.48888888888889,6.13333333333333,6.37777777777778,6.77777777777778,6.53333333333333,6.42222222222222,2.29545454545455,2.47727272727273,6.08888888888889
"155",64000060,2,2.6,2.6,2.4,2,2.6,2,1.6,2,8,5.8,6.2,7.4,4.2,6,7.2,7.2,6.8,6.8,7.4,6.2,3,5.8,6.8
"156",64000080,2.13636363636364,2.81818181818182,2.72727272727273,2.19047619047619,1.86363636363636,2.76190476190476,2.27272727272727,1.95454545454545,2.14285714285714,7.73333333333333,7,6.77272727272727,6.59090909090909,6.36363636363636,7.13636363636364,6.77272727272727,6.63636363636364,7.36363636363636,7,7,7.04545454545455,1.90909090909091,2.63636363636364,7.59090909090909
"157",64000090,2.14814814814815,3.03703703703704,2.81481481481481,2.11111111111111,1.77777777777778,2.73076923076923,2.26923076923077,1.77777777777778,1.92592592592593,6.9,6.25925925925926,6.96296296296296,5.88888888888889,5.59259259259259,6.55555555555556,6.62962962962963,6.55555555555556,6.59259259259259,7.22222222222222,6.77777777777778,6.74074074074074,2.25925925925926,4.18518518518519,7.07407407407407
"158",64000100,3,2.5,3,2.5,3,3,3,1.5,2.5,10,7,8.5,7.5,7.5,6.5,8.5,7.5,8,8,8,8.5,1.5,1.5,8.5
"159",64000110,2.1875,2.8125,2.6875,2.5,1.9375,2.6875,2.4375,2.25,2.0625,6.61538461538461,6.1875,6.6875,6.125,6.25,7.0625,5.9375,6.1875,6.875,6.5,6.5,6.4375,3,3.625,6.5625
"160",64000120,2.08823529411765,3,3.12121212121212,2.35294117647059,2.11764705882353,2.66666666666667,2.51612903225806,2.1875,2.21875,6.9,7.02941176470588,6.91176470588235,6.11764705882353,6.70588235294118,7.29411764705882,6.70588235294118,6.35294117647059,6.79411764705882,6.91176470588235,6.70588235294118,6.26470588235294,2.91176470588235,3.97058823529412,6.88235294117647
"161",64000130,1.83333333333333,2.83333333333333,2.66666666666667,2.5,1.6,2.2,1.6,1.4,2,7,5.83333333333333,5.66666666666667,6.5,6.6,6.83333333333333,6,5.66666666666667,6.83333333333333,5.83333333333333,6.33333333333333,6.16666666666667,3.33333333333333,4.66666666666667,6
"162",64000140,2.16666666666667,3.41666666666667,3.33333333333333,2.41666666666667,2,2.6,2,2.1,2.22222222222222,8.11111111111111,6.33333333333333,7.41666666666667,6.58333333333333,6.41666666666667,7.41666666666667,7.16666666666667,6.16666666666667,7.33333333333333,6.91666666666667,7,6.83333333333333,1.41666666666667,2.41666666666667,7.5
"163",64000150,2.25,3.5,3.5,2.75,1.75,3,2.5,2.5,2.25,9,8.25,8.25,8.5,7.75,8.75,9.5,8.5,8.75,9.25,8.75,7.25,2.5,2.5,6.75
"164",64000160,2.5,3.25,3.25,2.5,1.5,2.5,2,2.25,2,8.5,6.5,6.25,7,5.75,7,7,6,7,8,7.5,8,2.25,3.25,7.75
"165",64000170,2.4,2.8,2.5,2.6,2.1,2.1,2.3,2,1.9,7.375,6.4,6.6,6.4,5.8,7.2,7.2,6.9,6.4,7.3,6.7,7.1,1.3,3.8,6
"166",64000180,1.75,3.25,3.75,2.75,2.25,2.5,1.75,1.75,1.75,6.66666666666667,7,7,5.75,6,7,6.5,6.5,7.5,6.75,8.25,7,1.5,3.25,7
"167",64000190,1.55555555555556,2.44444444444444,2.88888888888889,2.11111111111111,1.44444444444444,2.33333333333333,2,1.77777777777778,1.625,5.85714285714286,7,5.22222222222222,5.66666666666667,6.22222222222222,5.88888888888889,6.88888888888889,5.44444444444444,6.66666666666667,5.44444444444444,6.22222222222222,5.44444444444444,4.55555555555556,5.11111111111111,4.22222222222222
"168",64000200,2.71428571428571,3,2.85714285714286,2.71428571428571,2,3,2.42857142857143,1.85714285714286,2.57142857142857,7.42857142857143,7.42857142857143,6.85714285714286,7.85714285714286,7.57142857142857,8.85714285714286,7.85714285714286,8.42857142857143,8.71428571428571,7.57142857142857,7.85714285714286,7,1.14285714285714,1.85714285714286,8.28571428571429
"169",64000210,2.66666666666667,2.66666666666667,2.66666666666667,1.66666666666667,2.33333333333333,3.33333333333333,2.66666666666667,1.33333333333333,2,7.66666666666667,8.66666666666667,8.33333333333333,6.33333333333333,7.66666666666667,7.33333333333333,6.33333333333333,7,6.66666666666667,8,7.66666666666667,6.33333333333333,3.33333333333333,1.66666666666667,8
"170",64000230,3,3,3.25,2.66666666666667,2,3.66666666666667,3,2,2.66666666666667,5.75,6.75,5,5.25,4.5,8.33333333333333,7.25,7.75,7.75,6.33333333333333,6.66666666666667,6.5,2.5,2.75,8.25
"171",64000240,2,2.4,2.6,2.4,2.4,3,2.4,2,2.4,5.66666666666667,7.6,6.4,6.6,5.8,6.4,6.4,6.75,6.6,6.5,6.75,6.4,3.25,4,6.5
"172",64000250,2.25,3.5,3,3,2,3.25,2.5,2,2.5,7.5,6.5,7,6.25,7.5,7.5,7.25,6.25,7,7,7.25,6.75,1.25,1.75,7
"173",64000260,4,3,3,3.5,2,3,3,2.5,3,10,9,5,4.5,9,9,5.5,5.5,7.5,7,8.5,7,0,4,6
"174",64000270,1.5,3,3,2,1.5,2,1.5,1.5,1.5,5,6,8,6,3.5,5.5,6,4,6,3.5,5,6,3.5,6.5,6.5
"175",64000290,2,3.25,3.25,2.75,2.33333333333333,3.25,2.33333333333333,1.66666666666667,2.33333333333333,7.66666666666667,6,5.25,6.5,5.75,6.5,6.75,5.75,6.75,7,7.25,7.5,0.75,1.5,8
"176",64000300,1,3,3,2,1,2,2,1,1,8,6,9,6,6,7,7,8,8,8,8,6,3,3,8
"177",64000310,1.83333333333333,3.33333333333333,3.33333333333333,2.33333333333333,2,2.83333333333333,2.33333333333333,2.33333333333333,2,7.2,6.66666666666667,6.5,4.66666666666667,6.66666666666667,6.16666666666667,7,5.33333333333333,6.83333333333333,5.83333333333333,5.16666666666667,6.5,2.66666666666667,3.66666666666667,7.33333333333333
"178",64000370,2,4,3,2,2,4,3,2,3,10,9,6,7,6,7,6,5,9,10,10,10,0,0,10
"179",65000010,2.0625,3.12658227848101,3.08641975308642,2.48101265822785,1.87341772151899,2.55128205128205,2.28571428571429,2.03896103896104,2.02564102564103,6.71153846153846,6.40740740740741,6.46913580246914,5.98765432098765,5.92592592592593,7.01234567901235,6.71604938271605,6.06172839506173,6.67901234567901,6.54320987654321,6.925,6.34567901234568,2.55555555555556,3.61728395061728,6.59259259259259
"180",65000020,2,2.9622641509434,2.92452830188679,2.52830188679245,1.92307692307692,2.41176470588235,2.09615384615385,1.90566037735849,2.13207547169811,6.29032258064516,6.03703703703704,6.83333333333333,6.0188679245283,6.0377358490566,6.74074074074074,6.98148148148148,6.14814814814815,6.37037037037037,6.84905660377358,6.88679245283019,6.47169811320755,2.15094339622642,3.33962264150943,6.94444444444444
"181",65000030,2.2089552238806,2.94202898550725,2.95588235294118,2.31884057971015,1.80597014925373,2.35820895522388,2.23880597014925,1.8955223880597,1.96923076923077,6.66666666666667,6.1,6.48571428571429,5.48571428571429,5.71014492753623,6.91428571428571,6.65714285714286,5.94285714285714,6.47142857142857,6.41428571428571,6.50724637681159,6.32857142857143,2.30434782608696,3.40579710144928,6.44927536231884
"182",65000040,1.6969696969697,3.09090909090909,3.12121212121212,2.33333333333333,1.63636363636364,2.57575757575758,2.15151515151515,1.81818181818182,1.90909090909091,6.96153846153846,6.60606060606061,6.66666666666667,5.75757575757576,5.93939393939394,7.45454545454545,6.51515151515152,6.3030303030303,6.27272727272727,6.60606060606061,6.60606060606061,6.3030303030303,2,2.42424242424242,6.90909090909091
"183",65000050,2.03703703703704,2.96296296296296,2.92592592592593,2.33333333333333,1.90566037735849,2.48148148148148,2.24074074074074,1.87037037037037,1.9811320754717,6.33333333333333,6.55555555555556,6.2962962962963,6.01851851851852,5.83018867924528,6.61111111111111,6.77777777777778,6.01851851851852,6.7037037037037,6.48148148148148,6.75471698113208,6.14814814814815,2.79245283018868,3.78846153846154,6.33333333333333
"184",65000060,2.16363636363636,3.01818181818182,2.98181818181818,2.16363636363636,1.70909090909091,2.69090909090909,2.4,2.01818181818182,2.01851851851852,7.02777777777778,6.8,6.4,6.36363636363636,6.16363636363636,7.29090909090909,7.03636363636364,6.4,6.78181818181818,6.67272727272727,6.85454545454545,6.76363636363636,2.07272727272727,3.27272727272727,6.87272727272727
"185",65000070,2.12,2.76,2.96296296296296,2.59259259259259,2.08,2.53846153846154,2.2,2.08,2.15384615384615,6.94117647058824,6.59259259259259,6.74074074074074,5.25925925925926,6.44444444444444,7.25925925925926,5.66666666666667,5.85185185185185,6.66666666666667,6.77777777777778,6.66666666666667,6.62962962962963,3.22222222222222,4.03703703703704,7.33333333333333
"186",65000080,1.90909090909091,3.09090909090909,3.27272727272727,3,2,3,2.4,2.09090909090909,2.09090909090909,6.14285714285714,6.63636363636364,7.54545454545455,6.54545454545455,7.09090909090909,7.18181818181818,7.72727272727273,6.27272727272727,7.09090909090909,6.54545454545455,6.54545454545455,6.45454545454545,1.81818181818182,3.09090909090909,7
"187",65000090,2.35294117647059,3,3.05882352941176,2.41176470588235,2,2.58823529411765,2.29411764705882,2.23529411764706,2.29411764705882,6.16666666666667,7.23529411764706,5.82352941176471,5.11764705882353,5.29411764705882,6.35294117647059,6.58823529411765,5.17647058823529,6.11764705882353,6.52941176470588,6.35294117647059,6,2.76470588235294,3.76470588235294,6.70588235294118
"188",65000100,2.10714285714286,2.60714285714286,2.53571428571429,2.07142857142857,1.89285714285714,2.46428571428571,2.14285714285714,1.60714285714286,1.96428571428571,7.52380952380952,6.67857142857143,6.46428571428571,6.21428571428571,6.07142857142857,7.42857142857143,7.03571428571429,6.10714285714286,6.32142857142857,6.35714285714286,6.5,5.96428571428571,2.53571428571429,3.42857142857143,6.64285714285714
"189",65000110,1.73333333333333,2.89655172413793,2.96666666666667,2.2,1.75862068965517,2.55172413793103,2.13333333333333,1.96666666666667,2.1,7.08695652173913,7,6.6,6.1,6.36666666666667,8.16666666666667,7.26666666666667,6.16666666666667,7.33333333333333,6.73333333333333,6.83333333333333,6.5,2.06666666666667,2.93333333333333,7.23333333333333
"190",65000120,2,3.5,2,2.5,2.5,3,1.5,2,2.5,4,6,3,3.5,7,7,4.5,4.5,4.5,6.5,6.5,5,5.5,6.5,4.5
"191",65000130,1.9,3.125,3,2.375,1.7,2.325,2.025,1.825,2.075,6.85185185185185,6.525,6.3,6,6.075,6.65,6.575,5.95,6.7,6.625,6.65,6.525,1.925,3.65,6.825
"192",65000140,1.7741935483871,3.21875,2.93548387096774,2.28125,1.83333333333333,2.45161290322581,2.1,1.89655172413793,2.09375,5.64705882352941,5.90909090909091,6.27272727272727,6.09090909090909,6.33333333333333,6.87878787878788,6.84848484848485,6.06060606060606,6.51515151515152,6.6969696969697,6.93939393939394,6.63636363636364,2.33333333333333,4.21212121212121,6.48484848484848
"193",65000150,2,3.42857142857143,2.57142857142857,2.42857142857143,2,2.71428571428571,2.14285714285714,2.28571428571429,1.85714285714286,6.5,6.14285714285714,6,6.57142857142857,6.14285714285714,6.85714285714286,7.42857142857143,6.71428571428571,7.85714285714286,7.71428571428571,7.28571428571429,7.57142857142857,1.14285714285714,2.85714285714286,8.14285714285714
"194",65000160,1.88235294117647,3.05882352941176,2.64705882352941,2.0625,2,2.76470588235294,2.25,1.8125,2.13333333333333,6.875,6.70588235294118,6.52941176470588,5.76470588235294,6,6.17647058823529,6.35294117647059,5.52941176470588,5.94117647058824,6.23529411764706,6.17647058823529,6.11764705882353,2.41176470588235,3.94117647058824,5.70588235294118
"195",65000170,2.4,2.95,2.95,2.05,1.84210526315789,2.66666666666667,2.05555555555556,1.78947368421053,2,7.83333333333333,6.94736842105263,8.05263157894737,7.21052631578947,7.26315789473684,7.78947368421053,8.1578947368421,7.36842105263158,8.05263157894737,7.78947368421053,7.63157894736842,7.47368421052632,1.73684210526316,2.57894736842105,7.44444444444444
"196",65000180,1.66666666666667,2.66666666666667,3.66666666666667,1.66666666666667,1.66666666666667,2.66666666666667,2.33333333333333,2,2,8,5.66666666666667,8,4.66666666666667,7.66666666666667,8.66666666666667,6,6.66666666666667,5.66666666666667,6.33333333333333,8.66666666666667,5.66666666666667,0,0.666666666666667,7.66666666666667
"197",65000200,2,2,4,3,2,3,2,2,2,8,10,3,6,7,8,7,7,7,6,6,7,1,1,7
"198",65000210,1.5,2.5,2.75,2,2.5,1.75,1,1,2.33333333333333,5,5.75,5,5.75,5.75,6.66666666666667,2,5.75,6.25,6.25,7.5,5,1.25,3.33333333333333,2.33333333333333
"199",65000230,2.33333333333333,3,2.66666666666667,2,1.83333333333333,2.33333333333333,2.16666666666667,1.5,1.66666666666667,6,5.66666666666667,5.83333333333333,6.16666666666667,5.5,6.5,6.83333333333333,6.16666666666667,7.33333333333333,6.5,6.33333333333333,6.33333333333333,2,4.33333333333333,7.5
"200",65000250,2,3,3,2,2,2,2,2,2,6,7,6,6,5,6,6,6,5,7,5,7,1,2,8
"201",65000270,1,2.5,3.5,2.5,2,2.5,2,1.5,2,5,7,7,6,8,8.5,7.5,7,7.5,6,6.5,6,2,1.5,7.5
"202",65000280,4,2,2,4,1,2,2,2,2,8,10,8,6,8,8,6,6,8,6,6,8,0,8,6
"203",66000010,3,3.5,3.5,2.5,3,3.5,3.5,3,3.5,8,7,8.5,6,8.5,8.5,8.5,8.5,9,6,6.5,5,2.5,4,5.5
"204",66000020,2.5,3.5,3,2.66666666666667,2.16666666666667,2.66666666666667,2.5,2.33333333333333,2.16666666666667,9,6.5,7.16666666666667,7,7.16666666666667,8.16666666666667,6.16666666666667,6.66666666666667,7.5,7.16666666666667,7.16666666666667,6.66666666666667,1.33333333333333,1.5,7.33333333333333
"205",66000030,1.92,2.84,3.12,1.96,1.84,2.29166666666667,2.16,2,2,7.25,6.76,6.12,6.32,6.48,7.4,7.08,6.4,7,6.68,6.88,6.4,2.08,2.92,6.68
"206",66000040,2.05555555555556,3,3,2.38888888888889,2,2.72222222222222,2.16666666666667,1.88888888888889,2,6.16666666666667,6.55555555555556,6.22222222222222,6.44444444444444,6.38888888888889,6.94444444444444,6.5,6.44444444444444,6.05555555555556,6.33333333333333,6.5,6.94444444444444,1.33333333333333,2.61111111111111,6.94444444444444
"207",66000050,2.25,2.8125,3,2.375,2,2.5625,1.9375,1.6875,2,6.61538461538461,6.625,7.25,6.375,7.0625,7.5,7.5,6.625,7.625,7.0625,7,6.8125,2.1875,2.875,7.375
"208",66000060,2.0952380952381,2.95454545454545,2.81818181818182,2.38095238095238,1.63636363636364,2.4,2.23809523809524,2.09090909090909,1.85714285714286,5.9375,6.90909090909091,6.59090909090909,5.95454545454545,6.45454545454545,6.59090909090909,6.77272727272727,6,6.18181818181818,6.36363636363636,6.63636363636364,6.04545454545455,2.31818181818182,3.59090909090909,6.68181818181818
"209",66000070,2.26923076923077,3.07692307692308,3.03846153846154,2.46153846153846,1.73076923076923,2.73076923076923,2.30769230769231,2.03846153846154,2.07692307692308,6.57142857142857,7.19230769230769,7.03846153846154,6.30769230769231,6.11538461538461,7.11538461538461,7.23076923076923,6.34615384615385,6.69230769230769,7.26923076923077,7.5,6.92307692307692,2.19230769230769,2.5,7.53846153846154
"210",66000080,1.85185185185185,3.10714285714286,3.03571428571429,2.21428571428571,1.71428571428571,2.28571428571429,1.96428571428571,1.67857142857143,1.82142857142857,6.75,7,6.71428571428571,5.67857142857143,6.17857142857143,7,6.60714285714286,6.03571428571429,6.42857142857143,7.10714285714286,7,6.32142857142857,2.27586206896552,2.96428571428571,6.44827586206897
"211",66000090,2.36842105263158,2.84210526315789,3.21052631578947,2.57894736842105,2,2.57894736842105,2.55555555555556,2.10526315789474,2.22222222222222,7.38461538461539,7,7.05,7.10526315789474,7.25,7.45,7.45,7.15,6.55,7.15,7.2,7,1.6,2.45,7.55
"212",66000100,1.66666666666667,3.66666666666667,3.33333333333333,2.33333333333333,1.66666666666667,2,2.33333333333333,1.66666666666667,1.66666666666667,9,9,7.33333333333333,5.33333333333333,5,8,6.66666666666667,5.66666666666667,8.33333333333333,8.66666666666667,6.66666666666667,6.66666666666667,1,2,7.33333333333333
"213",66000110,2.3,3.2,3.3,2.6,2.1,2.44444444444444,2.22222222222222,2.2,2.2,6.5,7.1,7.1,5.8,6.1,7.5,7.2,6.7,7.8,7.2,7.3,6.4,0.9,2.5,7.3
"214",66000120,1,4,4,3,3,3,2,2,2,10,10,10,5,10,10,8,6,10,5,6,6,0,0,8
"215",66000130,2.33333333333333,3,2.83333333333333,2.33333333333333,1.83333333333333,2.16666666666667,2.08333333333333,1.83333333333333,1.91666666666667,6.57142857142857,6.08333333333333,6.83333333333333,5.58333333333333,6.41666666666667,7.08333333333333,6.83333333333333,6.66666666666667,7.75,6.58333333333333,7,7.16666666666667,2.58333333333333,3,7.5
"216",66000140,1.83333333333333,2.83333333333333,2.83333333333333,2,2,2.16666666666667,2.16666666666667,2,1.66666666666667,7.16666666666667,5.83333333333333,7.66666666666667,6.66666666666667,6.83333333333333,7.5,7.5,6.5,7.16666666666667,6.66666666666667,6.66666666666667,6.83333333333333,2.33333333333333,4.33333333333333,7.5
"217",66000150,2.25,3.75,3,2.75,2.5,3.5,2.66666666666667,1.33333333333333,2.25,5.5,4.25,6,6,7.5,7.25,7.75,6,6.5,7,6.5,4.5,1.75,2.5,6.75
"218",66000160,2,2.6,3,2.75,3,2.8,1.8,1.6,2.2,6.5,7.6,8,7.8,6.4,8,6,4,5.8,7.4,6.6,6.2,3.4,1.75,6.25
"219",66000170,2.33333333333333,3.33333333333333,3,2.22222222222222,1.88888888888889,2.88888888888889,2.44444444444444,2.22222222222222,2.11111111111111,7.16666666666667,7.55555555555556,7.77777777777778,4.88888888888889,5.55555555555556,6.66666666666667,6.88888888888889,6.55555555555556,7,6.77777777777778,7.33333333333333,6.44444444444444,3.11111111111111,3.66666666666667,6.88888888888889
"220",66000180,1.58333333333333,3.08333333333333,3.08333333333333,2.25,1.66666666666667,2.58333333333333,2.08333333333333,1.75,1.75,6.88888888888889,7.08333333333333,6.16666666666667,5,6,6.25,7,5.5,6,6.66666666666667,6.5,6.5,2,4.25,6.83333333333333
"221",66000190,2,3.5,2.5,2.5,2,2.5,2,1,2.5,8,9,9,5,6.5,9,8,6.5,6,7,6.5,6.5,1.5,1,6.5
"222",66000200,1.5,3,2.5,2,2,2.5,2,1.5,2,2,6,7,5.5,5,6.5,7.5,5.5,5.5,7.5,6.5,6.5,2.5,3,8.5
"223",66000210,3,3,2.66666666666667,2.33333333333333,1.66666666666667,3,2.33333333333333,2,1.66666666666667,7.33333333333333,7.33333333333333,7,6,7,7.66666666666667,6,6,7.33333333333333,8,7,7.33333333333333,0.666666666666667,2.66666666666667,8
"224",66000220,2,4,4,1,2,4,2,3,3,7,8,8,6,6,5,6,5,10,5,6,5,0,0,5
"225",66000230,2.58333333333333,2.83333333333333,3,2.58333333333333,2.25,3,2.83333333333333,2.09090909090909,2.18181818181818,7.2,6.41666666666667,6.33333333333333,5.91666666666667,5.75,6.33333333333333,6.75,5.58333333333333,6.08333333333333,5.91666666666667,6.91666666666667,5.16666666666667,2.41666666666667,4.16666666666667,5.91666666666667
"226",66000240,1.83333333333333,3,3.33333333333333,3,1.83333333333333,2.66666666666667,2.83333333333333,2,2.33333333333333,7.33333333333333,7,6.33333333333333,5.33333333333333,5.83333333333333,6.5,6.5,6.33333333333333,6.5,6.33333333333333,6.16666666666667,7,2.16666666666667,3.5,7.16666666666667
"227",66000250,2.14285714285714,2.85714285714286,2.85714285714286,2.71428571428571,1.85714285714286,2.42857142857143,2.14285714285714,2,1.85714285714286,6.6,4.57142857142857,6.42857142857143,5.85714285714286,6.14285714285714,7.28571428571429,7.57142857142857,6,7.57142857142857,6.42857142857143,7.71428571428571,6.57142857142857,1.85714285714286,3.28571428571429,7.85714285714286
"228",66000260,2.75,3.75,2.75,2.25,1.75,2.75,2,2.5,2.33333333333333,5.66666666666667,6,7,6,6.25,8.75,5,5,4.75,7.25,7.5,6.5,4,4.5,4
"229",66000270,2.28571428571429,2.92857142857143,2.82142857142857,2.62962962962963,2.07407407407407,2.62962962962963,2.17857142857143,2.03703703703704,1.96296296296296,6.83333333333333,6.35714285714286,6.82142857142857,6.17857142857143,6.14285714285714,6.92857142857143,6.89285714285714,6.21428571428571,7,6.82142857142857,6.78571428571429,6.67857142857143,2.57142857142857,3.51851851851852,7.10714285714286
"230",66000280,2.0952380952381,3.14285714285714,2.95238095238095,2.5,2.04761904761905,2.59090909090909,2.28571428571429,2,2.28571428571429,6.84615384615385,7.09090909090909,6.72727272727273,6.95454545454545,6.72727272727273,7.36363636363636,7.81818181818182,6.95454545454545,7.59090909090909,7.40909090909091,7.40909090909091,7.36363636363636,2.13636363636364,3.09090909090909,7.45454545454545
"231",67000010,2.38461538461538,2.76923076923077,2.84615384615385,2.53846153846154,1.46153846153846,2.46153846153846,2.30769230769231,2,1.84615384615385,7,6.76923076923077,6.53846153846154,6.53846153846154,6,6.76923076923077,7.07692307692308,6.84615384615385,6.76923076923077,7,6,6.69230769230769,4.15384615384615,4.61538461538461,7.07692307692308
"232",67000020,2.33333333333333,3,3,2.33333333333333,2.66666666666667,3,2,1.66666666666667,2,5.5,7.66666666666667,7,6,4.66666666666667,4.66666666666667,5,3.33333333333333,4.33333333333333,5,6.33333333333333,6.66666666666667,2.66666666666667,2,6
"233",67000050,1.66666666666667,3,3,2.66666666666667,1.66666666666667,2.66666666666667,2.66666666666667,2,2.66666666666667,6.66666666666667,7.33333333333333,6.66666666666667,4,5,6.66666666666667,5.33333333333333,5,7,6.33333333333333,6.33333333333333,6,1.66666666666667,2.33333333333333,7
"234",67000070,2.5,2.66666666666667,3,2.33333333333333,1.66666666666667,2.66666666666667,2.5,1.83333333333333,2.5,6.5,7.16666666666667,5.5,6.66666666666667,7,7,6.83333333333333,6.33333333333333,6.5,6.66666666666667,7.33333333333333,6.5,1.83333333333333,2.83333333333333,7
"235",67000080,3,4,3,2,1.5,3,1.5,2,1.5,8,7,8,6.5,7,7.5,6,7.5,7,7.5,6.5,6,0,1.5,8
"236",67000090,2.25,3,2.25,2.25,2,2.75,2,1.25,2,7,7.75,7.25,7.5,8,7.25,7.75,7.5,7.75,8.5,7.75,8.5,2,4,7.5
"237",67000100,2,3,3,2.5,2,3.25,2,2.25,1.75,5.33333333333333,6.75,6.75,6.75,6.25,7.25,5.75,6,7.25,5.75,6.75,7,4.75,5.25,5.25
"238",67000110,1,4,4,3,3,3,3,1,3,6,5,7,6,10,6,5,5,7,5,7,7,0,3,7
"239",67000120,2.14285714285714,3.14285714285714,3.14285714285714,1.85714285714286,2.42857142857143,2.71428571428571,2.42857142857143,2,1.83333333333333,7.25,6.57142857142857,7.28571428571429,6.71428571428571,7.28571428571429,7.71428571428571,7.71428571428571,7.14285714285714,7.14285714285714,6.71428571428571,7.71428571428571,7.14285714285714,2.28571428571429,3.28571428571429,7.42857142857143
"240",67000130,1.5,3,2.5,1,2,2,2,1,2,6,6,5,5,6.5,6.5,7.5,6.5,6.5,5,5,5,4,6.5,4
"241",67000140,2.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,2.33333333333333,3,2.66666666666667,2.66666666666667,2.66666666666667,6,7.66666666666667,7.66666666666667,6.66666666666667,6,7.66666666666667,7.66666666666667,6.66666666666667,7.33333333333333,7.33333333333333,6.66666666666667,8,0,0.666666666666667,8.66666666666667
"242",67000180,2.5,3.14285714285714,3,2.5,2.25,3.25,2.28571428571429,1.57142857142857,2.28571428571429,7.33333333333333,7.25,6.75,5.875,6.375,6.25,6.875,6.5,5.875,7.25,6.28571428571429,6.875,1.875,3,6.375
"243",67000190,2.25,3,2.6,2.4,2.2,2.5,3,2.25,2.75,6,8,8.2,6.2,6.4,7.6,5.8,8.2,7.8,5.2,7.4,7.2,4.2,5.8,7.8
"244",67000200,2.33333333333333,3,3.33333333333333,2.5,2,3,2,1.5,2.33333333333333,6.66666666666667,6,5.5,7.33333333333333,6.66666666666667,8.16666666666667,7.16666666666667,6.33333333333333,7.5,7.16666666666667,6.83333333333333,8,1.83333333333333,2.83333333333333,6.83333333333333
"245",67000210,2,3,2.71428571428571,2.14285714285714,1.83333333333333,2.28571428571429,2,1.42857142857143,1.57142857142857,6.5,6.28571428571429,7.42857142857143,6.14285714285714,6,5.28571428571429,6.57142857142857,6.57142857142857,6.71428571428571,6.57142857142857,7.57142857142857,7,2.42857142857143,2.85714285714286,7.14285714285714
"246",67000270,2,2.75,2.75,2.15,1.78947368421053,2.85,2.05,1.8,2.2,7,6.6,6.15,5.9,6.4,6.25,6.6,6.25,6.6,6.5,6.94736842105263,6.65,2.35,2.85,6.6
"247",67000280,2.125,3.25,3.25,2.375,2,3,2.625,2,2,8.25,6.875,7.75,5.875,6.375,7,6.75,7.14285714285714,7.25,7.71428571428571,7.25,6.875,2.125,2.125,7.875
"248",67000290,2,2.33333333333333,2,1.66666666666667,1.66666666666667,3,1.33333333333333,1.33333333333333,1.33333333333333,7,7.66666666666667,5.66666666666667,6.33333333333333,6.33333333333333,7.33333333333333,7,7,7,7.66666666666667,7,6.66666666666667,1.66666666666667,3.33333333333333,7.33333333333333
"249",67000310,2.40625,3.03125,3.03125,2.5625,2.03125,2.96875,2.58064516129032,1.93548387096774,2.15625,7.42105263157895,7.15625,6.8125,6.84375,6.875,7.125,7.25,6.4375,6.65625,7.3125,7.21875,7.15625,2,3.09375,7.09375
"250",67000320,2.11111111111111,2.92592592592593,3.03703703703704,2.18518518518519,2.03703703703704,2.74074074074074,2.18518518518519,1.96296296296296,2.11111111111111,7.54545454545455,7.33333333333333,6.77777777777778,6.37037037037037,6.66666666666667,6.85185185185185,6.88888888888889,6.37037037037037,6.48148148148148,7.2962962962963,7,7.18518518518519,2.59259259259259,3.66666666666667,7.40740740740741
"251",67000330,2.0625,3.0625,3,2.25,2,3.0625,2,1.8,2.13333333333333,7.30769230769231,6.6875,6.5,7.125,7,6.6875,7.3125,6.5625,6.625,7.5,6.8125,7.5,1.8125,2.6875,7.875
"252",67000340,2.09090909090909,3.22727272727273,3.33333333333333,2.45454545454545,2,2.86363636363636,2.36363636363636,2.13636363636364,2.36363636363636,6.625,6.5,5.90909090909091,5.86363636363636,6.09090909090909,6.27272727272727,6.59090909090909,6.13636363636364,6.63636363636364,6.45454545454545,6.59090909090909,6.54545454545455,2.18181818181818,2.54545454545455,7.09090909090909
"253",67000350,2.13333333333333,2.73333333333333,2.86666666666667,2.5,2.10344827586207,2.96666666666667,2.16666666666667,1.8,2.2,7.47619047619048,6.96666666666667,6.8,6.33333333333333,6.56666666666667,7,6.26666666666667,6.23333333333333,6.56666666666667,6.93333333333333,6.53333333333333,6.43333333333333,2.26666666666667,3.6,6.8
"254",67000360,2.22222222222222,3.11111111111111,3,2.44444444444444,1.77777777777778,3.11111111111111,2.11111111111111,2,1.77777777777778,6,7.44444444444444,5.55555555555556,6.11111111111111,6.88888888888889,7.33333333333333,7.44444444444444,6.33333333333333,7.33333333333333,7.33333333333333,7.66666666666667,6.77777777777778,3.22222222222222,4.11111111111111,6.66666666666667
