id,city,district,土地面積,水田0101,旱作0102,果園0103,水產養殖0104,畜牧0105,農業相關設施0106,未細分_02森林使用,針葉林0201,闊葉林0202,竹林0203,混淆林0204,灌木林0205,其他森林利用土地0206,未細分_03交通使用,機場0301,一般鐵路及相關設施0302,高速鐵路及相關設施0303,捷運及相關設施0304,國道0305,省道0306,快速道路0307,一般道路0308,道路相關設施0309,港口0310,未細分_04水利使用,河道0401,堤防0402,溝渠0403,水庫0404,湖泊0405,蓄水池0406,水道沙州灘地0407,水利構造物0408,防汛道路0409,海面0410,未細分_05建築使用,商業0501,純住宅0502,混合使用住宅0503,製造業0504,倉儲0505,宗教0506,殯葬設施0507,其他建築用地0508,政府機關0601,學校0602,醫療保建0603,社會福利設施0604,公用設備0605,環保設施0606,未細分_07遊憩使用,文化設施0701,公園綠地0702,休閒設施0703,礦業及相關設施0801,土石及相關設施0802,鹽業及相關設施0803,未細分_09其他使用,溼地0901,草生地0902,裸露地0903,營建剩餘土石收容相關設施0904,空置地0905
174,新竹縣,竹東鎮,5351.33,457.91,530.52,135.08,3.12,7.33,6.75,0,39.08,61.7,48.87,2127.64,5.88,0.11,0.04,0,14.52,6.44,0,21.87,7.33,34.44,241.85,23,0,32.48,227.01,13.76,39.62,0,7.05,20.55,142.08,5.86,9.17,0,13.38,39.76,348.86,31.68,50.38,48.33,10.66,16.25,51.6,9.11,42.39,8.26,1.41,14.44,8.26,30.61,5.29,63.03,9.3,13.67,39.28,0,0,0,67.08,0,0,156.23
188,苗栗縣,竹南鎮,3755.92,525.84,391.61,75.21,0.49,25.92,9.5,0,10.87,173.46,9.02,309.64,0,0.97,0,0,22.83,0,0,46.1,41.98,34.89,280.91,51.36,1.26,0,88.44,14.88,34.67,0,0,18.32,0.27,0.29,6.06,329.73,0,47.66,301.24,29.41,358.02,58.07,11.3,17.83,33.59,46.13,42.73,0.97,3.06,5.79,27.52,0,1.58,92.46,25.37,0,6.41,0,0,0,25.22,25.02,0,498.39
274,嘉義縣,竹崎鄉,16222.56,24.68,841.05,6443.03,4.71,27.23,56.9,0.15,301.38,3117.45,2247.93,560.63,1.18,50.84,0,0,14.94,0,0,8.18,12.64,0,368.83,9.23,0.03,94.93,217.07,5.33,65.17,0,0,11.74,27.38,3.03,2.11,0,75.44,29.07,295.65,7.03,39.06,29.39,18.53,25.41,11.75,2.13,19.86,4.14,2.04,9.56,5.02,0.04,1.31,20.28,3.96,0,0,0,5.58,0.01,273.28,171.07,0,115.36
226,彰化縣,竹塘鄉,4216.62,1922.43,999.09,91.44,19.36,84.57,31.64,0,0.81,37.18,3.53,0,0,0,0,0,0,1.86,0,0,16.63,0,169.03,2.34,0,0,184.6,21.4,56.65,0,0,2.97,134.57,0.22,17.21,0,0,9.57,187.94,2.45,11.71,8.27,10.87,18.66,7.4,0.66,9.65,0.03,0.5,2.42,1.96,0,0,4.65,0.2,0,4.14,0,0,0,59.84,0,0,50.69
60,臺中市,西屯區,3984.67,273.26,229.01,62.77,0.72,2.08,8.28,0,0,119.94,3.08,0,0,0,0,0,0,7.65,3.36,33.53,36.59,25.64,491.29,202.54,0,0,31.77,11.84,47.4,0,0,1.13,0,0.04,8.41,0,0,224.48,360.84,171.15,522.22,65.73,17.77,47.18,32.97,77.17,256.64,22.63,2.25,25.56,9.77,0,5.23,169.14,19.11,0,6.14,0,0,0,20.21,0,0,337.32
58,臺中市,西區,570.42,722.91,198.51,67.4,1.37,1.56,8.32,0,0,46.95,7.13,0,14.73,0,0,0,14.83,0,0,7.69,42.75,0,355.64,103.28,0,0,10.28,2.24,20.08,0,0,5.48,3.43,0.08,5.12,0,0,117.41,356.21,73.98,116.63,47.15,10.4,6.15,24.83,66.6,68.29,10.86,4.43,6.4,5.5,0,9.86,54.31,23.05,0,1.88,0,0,0,16.76,0,0,290.77
358,嘉義市,西區,2987,0,0.97,0.15,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,14.79,0,156.42,29.53,0,0,12.49,0,0.37,0,0,0,0,0,0,0,0,49.1,128.94,106.57,1.09,3.95,3.49,0,7.43,11.09,45.68,5.01,1.59,1.21,0.16,0,11.24,26.4,3.51,0,0,0,0,0,0,0,0,13.79
97,臺南市,西港區,3376.66,422.18,1682.83,105.85,67.58,24.53,12.03,0,0,20.26,2.91,2.06,0,0,0,0.56,0,0,0,4.66,9.95,0,175.12,1.39,0,0,87.7,28.46,41.76,0,0,26.58,0,0.73,11.05,0,0,11.33,173.74,5.65,91.21,38.13,11.97,10.48,7.78,26.15,20,1.32,2,0.62,2.89,0,0.17,5.22,2.46,0,0,0,0,0,73.73,0,1.69,138.38
197,苗栗縣,西湖鄉,4107.58,306.83,543.83,240.39,0.71,11.09,7.71,0,0,1630.15,491.08,0,0,0,0,0,0.2,4.04,0,19.17,14.08,0,132.89,24.45,0,0,82.78,19.09,6.14,0,0,22.09,3.17,0.52,3.29,0,0,5.64,80.2,0.4,42.08,5.46,8.96,19.89,5.61,10.14,6.61,0.01,1.04,1.38,2.75,0,0.62,1.8,0.33,0,0,0,0,0,128.33,0.25,0,208.43
344,澎湖縣,西嶼鄉,1871.48,0,225.71,2.29,1.82,0.11,0.52,0,2.29,844.69,0,0,0,0,0,0,0,0,0,0,0,0,83.79,2.51,10.69,0,0,7.89,0.64,0.82,0,2.14,0,0.47,0,34.6,0,6.68,50.83,0.46,0.12,5.87,4.11,65.84,7.82,30.66,9.26,0.07,1.17,1.73,2.11,0,4.31,14.19,0.63,0,1.64,0,0,0,41.97,145.99,0,349.27
244,雲林縣,西螺鎮,4979.85,1774.26,1423.73,44.21,7.05,46.53,58.67,0,0,88.85,2.2,0,0,0,0,0,0,9.42,0,32.27,11.72,0,266.41,31.73,0,0,193.23,38.81,70.35,0,0,4.71,116.44,2.63,32.64,0,0,52.32,335.89,14.62,34.34,36.53,12.34,23.41,15.76,1.9,41.76,1.2,2.56,3.86,3.64,0,1.75,14.51,8.26,0,1.25,0,0,0,60.83,0,0,82.56
211,彰化縣,伸港鄉,2232.68,679.17,302.19,9.94,412.06,8.98,11.3,0,0,112.55,0.51,4.96,0,0,0,0,0,0,0,0,23.31,18.18,173.76,15.14,0,0,78.3,21.69,47.26,0,0,13.23,498.48,0.21,6.07,811.68,0,13.75,167.06,9.74,230.01,42.96,7.54,10.14,15.22,2.9,10.95,0.6,0.81,6.35,25.07,0,0.23,18.01,11.11,0,0.8,0,0,0,64.06,569.05,4.05,246.21
164,宜蘭縣,壯圍鄉,3847.69,2019.6,398.88,11.25,99.88,5.49,17.54,0,0.99,47.03,2.78,130.26,0,0,0,0,0,0,0,12.93,23.37,0,162.98,14.8,0.25,0,110.27,41.98,67.42,0,0,0.92,44.6,0.83,19.03,20.97,0,15.14,254.97,2.85,7.94,16.45,8.04,29.38,22.49,10,16.83,0.72,1.86,1.18,7.97,0,0.42,3.01,3.91,0,0.42,0,0,0,56.39,54.41,0,176.54
154,高雄市,杉林區,10400.36,207.86,633.85,2334.99,0.06,9.08,21.23,0,0.1,3622.78,1484.56,598.83,0.32,74.51,0,0,0,0,0,0,15.03,0,164.7,6.85,0,150.82,112.54,13.26,43.53,0,0,10.37,171.04,1.71,1.51,0,43.75,9.68,138.95,1.34,0.1,6.51,28.07,22.35,3.72,2.14,12.22,0.01,3.16,0.89,0.82,0,0.47,16.72,2.49,0,0,0,0,0,224.95,110.75,0,59.42
67,臺中市,沙鹿區,4046.04,95.28,1107.39,206.32,0,4.89,4.33,0,0.07,469.67,48.65,0,0,0,0,2.6,6.61,0,0,34.48,47.74,0,297.82,77.92,0,0,15.01,0,43.01,0,0,3.27,0,0.43,0,0,0,70.55,342.71,38.09,102.55,64.31,13.32,100.56,27.62,473.42,77.01,1.83,2.44,13.86,5.14,0,0.28,42.95,22.15,0,6.63,0,0,0,3.22,0,0,138.32
311,屏東縣,牡丹鄉,18183.66,1.77,257.12,118.1,0.23,0.22,1.06,0.01,2.87,14573.36,9.82,1267.5,25.12,25.59,1.65,0,0,0,0,0,3.96,0,113.7,0.62,0,286.98,22.61,5.01,2.13,67.83,0,9.14,0,0,1.21,56.14,201.32,0.08,6.36,0,0,0.44,0,8.18,0.03,0.32,0,0,0,0.42,0.76,2.08,0.13,1.62,0.14,0.5,0,0,0,0,205.48,149.49,0,15.92
213,彰化縣,秀水鄉,2934.47,1163.24,510.06,49.89,6.79,34.41,12.97,0,0.35,18.04,2.77,3.21,0,0,0,0,0,0,0,19.84,10.55,1.47,204.37,2.97,0,0,0,0,72.97,0,0,9.4,0,0.04,2.71,0,0,26.7,274.83,11.57,197.29,62.96,10.97,34.81,20.2,1.77,20.35,0.09,1.7,6.68,7.05,0,0.9,10.45,1.63,0,0.13,0,0,0,11.78,0,0,80.35
338,花蓮縣,秀林鄉,164185.55,1.66,778.13,551.83,0.69,18.05,3.57,0,26891.3,90167.29,2451.78,26773.47,169.46,1797.3,1.78,0,78.86,0,0,0,103.23,0,228.25,10.8,11.59,2520.46,82.05,31.76,37.68,0,0,2.96,472.07,4.56,14.89,159.57,151.7,24.25,83.04,0.92,7.93,9.59,8.93,13.08,2.94,62.56,17.69,0.28,4.07,41.62,13.16,9.86,0.31,8.74,3.93,391.2,48.25,0,204.38,0,2361.95,5286.3,0,78.14
178,新竹縣,芎林鄉,4078.58,418.28,181.93,491.3,0,3.69,10.13,0,23.52,464.1,26.76,1695.13,0.01,0.8,0,0,0,0,0,16.66,0.21,0,136.27,5.4,0,0,35.59,10.81,16.92,0,0,9.86,24.13,0.04,11.28,0,0,25.58,166.49,4.56,31.58,20.71,6.09,16.8,6.65,0.34,15.95,0.61,0.97,2.13,1.75,0,2.48,3.83,4.01,0,8.38,0,0,0,2.98,11.47,1.35,75.1
301,屏東縣,車城鄉,4985.17,98.25,615.76,192.66,39,0.86,5.68,0,0,3297.26,3.24,354.91,42.57,5,1.57,0,0,0,0,0,25.64,0,115.31,18.03,0.8,80.41,47.71,28.33,18.94,0,0,3.93,1.14,0.28,5.94,141.11,45.12,20.36,57.01,1.1,2.26,12.67,8.54,62.45,3.83,22.36,35.04,0,0.59,0.6,0.46,1,19.03,8.37,0.14,0.21,3.33,0,0,0,83.74,90.12,0.66,341.76
158,高雄市,那瑪夏區,25298.95,0,367.65,989.67,0,0,1.81,0,35.76,10119.46,1154.34,2032.36,0.91,294.92,0.02,0,0,0,0,0,10.04,0,71.69,0,0,726.47,0,0,0,0,0,0.22,0,0,0,0,78.62,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,5.54,0,0,0,0.02,0,0,123.4,0,254.35,954.74,0,9.92
287,屏東縣,里港鄉,6892.08,33.54,1537.08,1168.41,671.42,109.35,45.74,0,0,136.66,2.67,0,1.91,0,0,0,0,0,0,17.35,36.02,0,182.15,22.6,0,0,259.87,100.7,53.53,0,0,26.48,1113.99,0.49,51.66,0,0,30.14,214.28,6.74,37.02,37.82,11.14,36.06,6.92,1.72,20.36,0.19,5.8,16.89,2.57,0,0.19,31.06,3.03,0,223.35,0,0,0,599.09,0,0,114.66
299,屏東縣,佳冬鄉,3098.42,20.42,45.72,1249.52,584.43,56.68,39.77,0,0.3,30.41,0,0,0,0,0,0,9.39,0,0,0,18.56,0,127.65,0.32,0.91,0,150.73,38.64,56.36,0,0,2.08,8.38,0.67,8.48,102.34,0,13.68,165.76,2.47,14.43,18.15,10.32,50.98,6.93,1.81,27.8,0.08,1.07,22.28,5.83,0,0.62,2.93,0.37,0,0.33,0,0,0.47,90.69,6.75,0.45,236.48
95,臺南市,佳里區,3894.22,379.23,1918.24,179.71,65.83,37.95,26.05,0,0,33.42,0.86,2.15,0,0,0,0,0,0,0,0,17.22,0,274.86,9.63,0,0,22.34,3.54,57.31,0,0,16.7,0,0.02,0,0,0,38.5,290.33,19.3,99.42,48.06,21.44,33.5,15.79,4.45,42.95,2.5,2.77,3.57,3.2,0,10.77,13.46,6.7,0,1,0,0,0,0.03,0,1.77,206.78
308,屏東縣,來義鄉,16777.56,0,130.37,629.33,0.01,0.73,5.32,0,8.09,12815.71,12.07,357.85,2.98,175.07,0,0,0,0,0,0,0,0,102.54,0.81,0,409.32,177.47,14.6,19.41,0,0,1.28,7.69,2.09,2.25,0,37.05,4.97,27.27,0.24,0.77,3.4,1.23,5.17,0.38,0.63,8.03,0.09,1.08,1.05,0.04,0,0.25,3.1,0.39,0,0,0,96.18,0,237.26,888.78,0,34.77
315,臺東縣,卑南鄉,41268.71,156.03,1276.31,3079.9,2.53,25.61,16.19,0,156.13,32897,663.28,541.38,0.53,154.87,0,0,5.6,0,0,0,28.47,0,331.16,4.03,0,401.59,447.91,45.47,86.47,0,0,15.95,420.35,0.09,14.43,13.04,4.75,78.78,239.77,1.76,6.73,20.14,21.84,29.91,11.11,128.96,22.49,0.01,17.45,12.31,6.93,0,4.52,17.67,10.98,0,0.4,0,0,0,329.31,765.99,0,50.44
340,花蓮縣,卓溪鄉,102131.3,246.19,676.41,432.02,0.83,18.44,3.09,0,31707.65,47272.99,1623.19,16240.58,355.18,1066.12,0,0,0.21,0,0,0,8.74,0,140.26,0.57,0,1199.06,264.88,17.13,17.78,0,0,3.17,14.17,1.05,5.03,0,30.84,2.57,40.01,0.09,0.03,3.35,2.05,4,1.39,0.77,9.16,0.28,1.12,0.58,0.05,0.63,0.01,0.31,1.22,35.59,0.84,0,0,0,589.13,2340.92,0,21.84
190,苗栗縣,卓蘭鎮,7631.53,20.81,616.88,2075.15,0.62,1.63,47.89,0,24.34,3034.85,406.47,175.44,9.29,12.37,0,0,0,0,0,0,12.35,0,196.79,5.6,0,58.96,133.94,29.01,10.8,117.61,0,8.94,236.59,1.85,5.54,0,7.49,21.69,132.35,4.04,1.33,12.34,4.82,26.14,3.54,1.1,15.92,0.07,0.88,3.83,0.88,0,0.39,10.15,19.3,0,11.7,0,0,0,129.14,41.65,0,48.39
83,臺中市,和平區,103781.92,0,919.62,3665.77,0,0.49,20.03,0,37621.25,32660.39,2238.26,14119.87,232.05,2387.43,0,0,0,0,0,0,60.03,0,222.26,0.79,0,2155,174.81,2.6,19.96,0.81,0,1.31,37.16,0.14,0,0,410.46,3.73,28.91,0.43,0.23,2.01,2.45,2.92,0.6,1.42,2.52,0.04,0.34,1.15,0.05,5.58,0.21,3.6,2.62,4.2,10.96,0,0.01,0,675.28,3065.72,0,17.69
205,彰化縣,和美鎮,3993.45,1374.25,400.34,48.36,0.75,10.95,6.84,0,0,68.59,4.7,3.65,0.27,0,0,0,0,0,0,31.37,3.84,0,289.87,33.52,0,0,86.67,11.04,49.84,0,0,7.25,15.58,0.03,3.26,0,0,45.37,395.7,31.6,376.22,69.19,12.45,50.77,30.7,1.9,33.38,1.02,2.48,5.74,10.66,0,1.03,17.13,9.72,0,0,0,0,0,56.21,0,0,215.95
20,新北市,坪林區,17083.5,0.15,644.2,44.06,0,0,1.48,0,460.69,3581.86,98.03,10924.99,128.04,5.75,3.32,0,0,0,0,9.59,24.89,0,167.26,0,0,218.22,0,2.59,0,43.74,0,2.99,0,0,0,0,106.03,0,0,0,0,0,0,21.1,0,0,0,0,0,0,0,17.58,0,0,0,0,0,0,0,0,306.88,2.58,0,11.13
93,臺南市,官田區,7079.53,1340.46,796.12,876.69,190.58,59.43,41.26,0,0,435.61,860.86,146.95,0,0,0,0,11.47,7.4,0,31.82,33.35,25.53,264.1,8.71,0,0,53.52,31.07,88.73,448.34,35.41,87.32,9.48,15.71,5.86,0,0,18.94,174.37,4.03,240.81,31.92,11.08,27.75,30.25,73.1,48.42,0.27,3.82,12.31,13.46,0,16.31,9.45,115.01,1.42,0.4,0,0,0,162.94,3.11,0,323.02
159,宜蘭縣,宜蘭市,2940.8,1046.69,240.91,50.03,2.09,7.17,9.58,0,1.7,6.49,3.8,21.5,0,0.49,0,0,23.93,0,0,7.86,37.02,0,249.25,62.59,0,0,50.89,36.4,47.67,0,0,8.04,25.07,1.06,21.62,0,0,76.95,381.43,46.55,37.39,28.27,10.37,0.11,81.14,61.87,65.15,9.29,2.99,7.63,7.47,0,5.55,87.52,5.1,0,6.38,0,0,0.08,39.93,0,0,120.02
139,高雄市,岡山區,4794.21,160.92,864.39,399.17,135.62,16.66,11.81,0,0,418.42,6.3,10.46,0,0,0,0,14.05,5.36,5.78,20.15,34.3,0,319.06,44.83,0,0,84.58,4.34,54.27,56.03,0,73.2,0,1.25,15.83,0,0,86.56,307.9,47.85,636.73,80.05,26.96,45.64,22.24,37.94,510.15,6.74,3.48,10.13,72.58,0,6.32,61.37,12.73,0,3.28,0,0,13.78,0,1.44,2.14,217.08
323,臺東縣,延平鄉,45588.05,77.47,449.43,570.14,0.04,5.6,2.32,0,3727.1,33511.44,706.09,4822.68,8.15,204.92,0,0,0.17,0,0,0,0.39,0,132.71,1.07,0,729.72,475.38,23.19,27.53,0,0,5.31,26.5,0,6.03,0,1.99,10.2,39.61,0.03,0.65,0.79,1.92,4.38,1.28,1.99,10.98,0.11,0.69,0.47,1.72,0,0.56,11.31,0.71,0,0,0,0.08,0,271.03,2182.48,0,7.79
89,臺南市,東山區,12491.78,816.25,1037.32,4289.91,1.32,15.79,50.81,0,1.92,3172.96,914.55,177.64,3.74,10.65,0.2,0,0,2.06,0,20.9,0,0,377.6,35.12,0,39.33,133.24,32.58,110.66,0.76,3.86,38.84,16.86,0.24,10.9,0,11.8,11.23,228.08,4.18,11.45,18.68,17.78,34.23,7.06,108.55,16.53,0.2,1.66,8.59,9.8,1.93,0.22,16.86,93.98,0,1.24,0,0,0,325.73,63.8,1.69,100.17
368,連江縣,東引鄉,380,0,4.14,0.23,0,0.26,0.03,0,0,61.73,0.4,0,0,0,4.141984955,0,0,0,0,0,0,0,16.25,1.07,2.79,0.225770605,0,3.1,0,1.59,0,0.26,0,0,0,32.3,0,1.19,1.67,0.28,0.8,1.86,0.38,1.49,1.67,84.46,0.81,0.2,0.1,1.02,1.21,0.026025195,1.12,1.45,3.96,0,0.83,0,61.73349471,0,142.89,96.15,0,30.35
269,嘉義縣,東石鄉,8158.21,469.37,1427.74,13.74,1974.63,49.96,55,0,0,1057.04,2.84,3.61,1.96,0,0,0,0,0,0,0,48.7,29.57,284.03,29.84,4.76,0,255.3,118.97,188.41,0,0,558.53,44.62,3.04,55.17,216.28,0,13.71,198.72,1.79,28.51,18.95,19.17,54.52,18.42,3.25,22.07,0.05,1.6,2.63,6.14,0,0.73,41.29,4.95,0,0,0,0,391.88,63.68,8.19,0.01,404.33
318,臺東縣,東河鄉,21019.08,146.84,1029.63,1740.59,0,1.57,7.24,0,16.51,15318.14,170.91,1648.77,32.24,72.18,1.07,0,0,0,0,0,51.8,0,216.67,0.42,0.29,353.36,6.09,4.85,29.31,0,0,9.64,0,0,0,117.55,154.51,11.37,50.8,0.33,0.03,1.09,5,15.19,1.77,0.5,4.54,0.01,0.49,0.27,0.01,2.59,0.19,6.88,0.13,0.5,0,0,0.16,0,189.33,199.07,0,25.28
56,臺中市,東區,928.55,53,253.42,428.97,0.38,2.6,8.76,0,0,289.41,134,0,5.06,0,0,0,6.13,0,0,11.21,19.23,0,263.05,49.63,0,0,33.93,26.77,21.18,73.79,0,4.91,7.02,1.87,14.53,0,0,76.56,359.92,52.86,80.88,33.3,23.94,18.55,24.86,99.24,187.22,8.01,7.74,14.71,1.53,0,9.34,64.58,18.64,0,2.31,0,0,0,78.84,0,0,149.06
115,臺南市,東區,1341.56,79.19,232.95,42.48,0,4.11,1.69,0,0.22,84.17,6.98,444.01,2.02,0.52,0,0,33.1,3.39,0,28.09,9.31,17.9,370.39,79.52,0,0,36.85,1.55,26.56,6.76,4.01,8.6,0,0.47,1.76,0,0,118.67,481.31,90.79,250.85,30.42,31.79,41.26,66.2,25.49,288.52,3.85,3.62,38.34,9.19,0,7.73,221.76,48.6,0,5.49,0,0,0,9.73,0,0,182.86
354,新竹市,東區,3357.68,0.08,6.25,2.47,0,0,0.12,0,0,0.88,0,0.03,0,0,0,0,9.99,0,0,0,9.16,5.16,143.19,20.49,0,0,6.69,10.73,1.25,0,0,4.9,3.32,0.03,0,0,0,39.24,142.29,53.47,31.52,13.28,4.84,0,13.33,10.25,38.77,1.02,0.93,1.61,0.88,0,0.44,33.86,6.98,0,0,0,0,0,10.42,0,0,40.92
357,嘉義市,東區,3015.56,0,19.14,9.4,0,0.01,7.04,0,0,11.61,0,0.13,0,0,0,0,12.4,0,0,6.07,12.6,0,235.33,34.07,0,0,0.72,0,0.22,0,0,0.17,0,0,0,0,0,70.74,327.51,115.74,15.91,12.4,13.49,4,17.1,40.55,135,5.52,10.86,8.56,1.26,0,4.17,48.27,5.53,0,0,0,0,0,0,0,0,104.06
281,屏東縣,東港鎮,2946.35,486.37,94.37,220.38,402.12,4.69,9.87,0,0,21.53,0,0,0,0,0,0,0.64,0,0,0,12.83,0,168.01,24.69,1.89,0,53.21,31.38,43.6,0,1.25,5.91,0,0.6,1.82,657.56,0,37.12,158.18,15.19,24.88,34.91,10.41,33.03,26.69,9.03,40.6,3.13,2.13,3.65,5.29,0,0.06,97.31,78.45,0,0.85,0,0,1.9,0.62,20.4,1.47,234.32
64,臺中市,東勢區,11740.65,1.35,625.74,3962.68,0.83,3.08,56.39,0,31.98,2624.17,960.34,9.61,3.18,4.49,0,0.15,0,0,0,0,40.68,0,278.13,9.12,0,64.98,244.68,37.65,50.01,0,0,30.29,482.2,3.17,14.82,0,0.87,40.54,272.65,18.77,12.16,37.27,13.61,55.87,13.59,11.6,34.21,0.71,1.8,4.33,4.9,0,25.24,22.1,84.71,0,6.3,0,0,0,406.86,35.01,0.49,136.07
254,雲林縣,東勢鄉,4835.62,1251.95,2112.22,8.43,39.38,188.12,14.07,0,0,41.63,1.75,1.13,0,0,0,0,0.73,0,0,0,2.01,23.54,285.84,27.24,0.14,0,17.3,13.35,73.66,0,0,28.17,0.64,0.05,3.37,0,0,13.87,180.23,2.45,9.84,16.41,18.38,32.38,12.35,1.29,10.53,0.06,0.99,4.25,2.64,0,0.23,3.44,0.75,0,1.14,0,0,0,19.75,0,0,180.19
30,臺北市,松山區,928.78,0,0.97,0,0,0,0,0,0,0.4,0,0,0,0,0,175.69,0,0,1.75,11.95,0,1.43,140.06,46.17,0,0,34.32,3.42,0.15,0,0,0,0,0.51,0,0,0,57.9,98.47,110.53,0.4,3.08,1.93,0,7.89,38.49,25.47,7.52,0.78,3.02,0.99,0,1.11,72.69,11.4,0,0.44,0,0,0,2.03,0,0,4.82
1,新北市,板橋區,2313.73,0,24.38,4.65,0,0.21,0.51,0,0,12.09,2.41,0,0,0,0,0,5.37,2.24,12.42,0,17.22,33.06,313.73,109.69,0,0,176.58,15.81,1.66,0,0,3.49,0.97,2.42,13.35,0,0,79.66,357.96,241.12,55.11,19.66,9.36,2.27,25.38,17.26,106.76,5.33,6.79,3.68,3.5,0,8.66,306.06,26.99,0,0.57,0,0,0.01,25.09,0,0,74.61
303,屏東縣,枋山鄉,1726.97,24.33,58.16,667.48,65,0.05,7.5,0,0,94.27,0.08,1.69,0.34,0.18,0.15,0,24.63,0,0,0,70.07,0,47.47,4.41,1.68,3.85,103.49,28.67,15.12,0,0,0.85,40.47,0.01,1.88,139.75,8.92,19,35.54,0.63,0.08,8.8,3.89,15.65,3.95,92.23,8.5,0.05,0.4,1.24,0.03,0,0.76,0.57,0.49,0,2.39,0,0,0.64,39.61,76.03,0,86.99
294,屏東縣,枋寮鄉,5773.47,197.16,170.26,2331.46,600.61,60.95,43.37,0,0,950.86,0.55,0,0,7.02,0,0,14.66,0,0,0,39.42,0,221.23,7.84,1.88,0,33.37,34.51,80.57,0,0,2.95,7.57,0.27,1.85,150.87,0,53.59,152.85,5.72,167.08,20.76,19.21,33.88,6.37,27.42,20.84,0.56,1.78,34.16,6.94,0,0.72,9.92,6.47,0,7.53,0,0,0,43.94,14.33,0.69,457.58
17,新北市,林口區,5415.19,15.19,502.73,49.78,0.86,21.95,9.66,0,0.79,1981.45,74.35,0,0,0,0,0,0.97,0,1.48,10.47,15,19.82,314.94,71.98,0,0,68.08,7.37,0.86,0,0,11.77,0.09,0.12,1.4,55.02,0,87.36,214.21,82.4,171.18,167.19,9.79,147.41,33.52,58.28,66.56,0.13,2.24,81.36,19.82,0,0.31,34.04,448.98,0,17.34,0,0,0,51.93,22.23,1.36,475.04
250,雲林縣,林內鄉,3760.35,710.72,728.68,550.05,0.28,49.71,15.9,0,0.68,766.21,885.24,0,4.48,0,0,0,13.38,0,0,32.69,20.39,0,175.32,30.02,0,0,129.8,25.94,62.9,0,0.03,8.9,342.11,4.38,11.8,0,0,12.74,151.31,3.63,38.33,12.99,9.15,9,41.12,4.89,25.38,0.04,3.07,14.11,7.41,0,1.03,6.21,1.49,0,24.42,0,0,0,128.12,14.89,3.67,130.15
133,高雄市,林園區,3228.6,231.17,235.68,151.91,119.3,5.49,12.85,0,0,111.47,4.2,24.05,0,0,0,0,0,0,0,0,38.16,0,156.89,14.23,11.13,0,365.55,66.33,65.01,12.57,0,1.22,36.37,3.68,1.82,438.74,0,39.18,233.46,18.91,379.64,55.23,17.69,158.55,18.95,84.69,22.73,0.84,1.28,16.54,7.7,0,0.29,26.59,4.68,0,4,0,0,0,122.31,19.43,1.5,236.43
297,屏東縣,林邊鄉,1562.33,38.98,31.11,405.44,394.13,14.44,12.48,0,0,23.28,0,0,0.63,0,0,0,8.17,0,0,10.44,6.84,0,77.68,4.36,0.01,0,55.34,23.31,26.43,0,0,16.24,0,0.22,6.11,117.48,0,11.38,93.91,4.03,3.86,16.14,6.95,10.49,4.22,0.94,11.64,0.03,0.98,25.53,1.18,0,0,35.92,3.74,0,2.24,0,0,7.68,20.85,12.73,1.39,158.79
220,彰化縣,社頭鄉,3614.49,562.99,393.21,789.35,0.71,9.27,24.72,0,0,770.03,80.18,0.11,0,0.22,0,0,9.21,12.47,0,0,0,0,192.21,5.74,0,0,3.32,0.17,68.82,0,0,7.61,0,0.44,4.53,0,0,23.19,292.7,12.21,86.53,27.89,13.79,32.06,10.12,0.84,24.54,0.85,1.86,3.95,2.38,0,0.77,6.67,17.69,0,0,0,0,0,1,0.17,0.46,96.41
215,彰化縣,芬園鄉,3802.04,704.09,122.56,999.82,0.81,20.14,14.4,0,4.45,853.99,2.81,167.87,0,0,0,0,0,0,0,8.88,29.26,0,172.45,3.04,0,0,107.42,22.02,40.73,0,0.37,1.42,80.31,0.02,12.32,0,0,10.52,185.41,4.1,53.52,17.83,11.45,33.79,5.47,0.65,10.13,0.09,1.23,1.62,0.63,0,0,2.38,6.94,0,1.92,0,0,2.65,43.32,1.97,0.09,63.69
328,花蓮縣,花蓮市,2940.95,58.45,237.02,105.83,11.2,3.59,1.15,0,0,216.11,1.48,24.13,31.4,1.98,0,0,45.72,0,0,0,13.39,0.02,294.02,52.39,69.8,0,30.42,39.65,7.99,0,0,4.19,68.57,4.19,6.11,178.38,0,113.35,367.96,53.06,199.27,76.06,23.5,23.22,17.06,122.48,168.25,9.73,15.3,16.29,12.52,0,9.07,97.29,90.88,0,7.65,0,0,0,24.22,3.52,3.45,142.99
214,彰化縣,花壇鄉,3634.69,669.8,341.11,201.37,12.85,16.82,9.45,0,0.06,915.15,7.09,186.68,0,0,0,0,8.59,0,0,6.5,33.51,0,181.95,10.7,0,0,0,0,63.87,0,0.08,11.32,0,0.31,0.64,0,0,36.52,247.48,14.32,175.44,55.65,17.54,47.64,19,3.74,13.03,0.98,2.31,4.79,3.55,0,0.55,6.14,23.04,0,7.56,0,0,0,24.15,14.77,0.04,199.8
