id,city,district,土地面積,水田0101,旱作0102,果園0103,水產養殖0104,畜牧0105,農業相關設施0106,未細分_02森林使用,針葉林0201,闊葉林0202,竹林0203,混淆林0204,灌木林0205,其他森林利用土地0206,未細分_03交通使用,機場0301,一般鐵路及相關設施0302,高速鐵路及相關設施0303,捷運及相關設施0304,國道0305,省道0306,快速道路0307,一般道路0308,道路相關設施0309,港口0310,未細分_04水利使用,河道0401,堤防0402,溝渠0403,水庫0404,湖泊0405,蓄水池0406,水道沙州灘地0407,水利構造物0408,防汛道路0409,海面0410,未細分_05建築使用,商業0501,純住宅0502,混合使用住宅0503,製造業0504,倉儲0505,宗教0506,殯葬設施0507,其他建築用地0508,政府機關0601,學校0602,醫療保建0603,社會福利設施0604,公用設備0605,環保設施0606,未細分_07遊憩使用,文化設施0701,公園綠地0702,休閒設施0703,礦業及相關設施0801,土石及相關設施0802,鹽業及相關設施0803,未細分_09其他使用,溼地0901,草生地0902,裸露地0903,營建剩餘土石收容相關設施0904,空置地0905
317,臺東縣,太麻里鄉,9665.23,0.34,1017.14,1630.88,11.3,1.43,6,0,5.36,5706.84,72.19,102.11,2.06,22.97,2.81,0,24.95,0,0,0,51.59,0,249.6,8.41,0,160.07,218.53,30.06,17.81,0,0,8.77,3.05,0.01,11.23,116.16,70.32,33.85,92.24,1.77,10.78,8.06,8.84,26.41,4.13,43.49,8.26,0.13,1.25,2.42,0.7,0.03,0.15,7.08,0.6,1.89,24.09,0,0,0,229.99,274.17,0,52.33
37,臺北市,文山區,3150.9,0.18,323.95,39.15,0,0.08,3.14,0,1.96,1212.06,39.86,0,0,0,0,0,0,0,12.5,26.02,7.54,7.12,218.46,81.01,0,0,48.97,26.34,1.29,0,0,0.98,1.26,2.12,10.96,0,0,33.44,301.65,78.45,1.76,7.55,10.49,93.13,12.91,41.07,173.17,2.52,3.22,7.68,9.5,0,74.48,128.61,9.44,0,0.58,0,0,0,20.57,0.15,0,49.26
241,雲林縣,斗六市,9371.51,1533.22,1383.46,1390.25,4.03,61.31,47.35,0,0.16,829.27,352.29,0,0,0,0,0,14.76,0,0,13.3,42.54,7.03,527.49,86.13,0,0,102.54,51.95,98.35,212.3,0,15.74,53.13,0.74,24.67,0,0,113.49,528.59,47.2,482.15,63.68,31.05,32.33,101.16,41.1,165.01,9.95,7.9,24.36,30.1,0,2.19,59.33,34.72,0,15.9,0,0,0,91.79,8.28,2.99,433.36
242,雲林縣,斗南鎮,4815.05,2017.89,754.84,296.79,3.11,93.86,28.06,0,0.46,81.06,37.62,0,0.43,2.32,0,0,13.26,0,0,19.96,24.42,20.75,281.22,55.55,0,0,74.05,39.21,42.89,0,0,16.61,10.25,0.24,19.81,0,0,50.19,288.02,16.59,81.69,43.54,10.51,14.96,21.98,3.99,27.87,0.41,8.22,8.28,6.01,0,0.77,9.7,9.51,0,10.95,0,0,0,104.74,0,0.23,176.15
272,嘉義縣,水上鄉,6911.98,1398.57,1533.68,605.7,6.37,44.91,51.19,0,0,732.71,171.7,0,0.47,0,0,0.28,10.74,0,0,44.73,24.79,27.06,282.26,74.16,0,0,62.34,27.59,70.09,10.24,0,33.59,86.98,0.17,15.38,0,0,43.82,314.56,10.46,165.59,52.59,17.17,140.78,16.44,411.85,26.11,0.02,4.86,8.26,13.4,0,0.32,20.65,22.99,0,21.31,0,0,0,124.93,0,1.08,272.67
238,南投縣,水里鄉,10684.24,12.19,406.85,2802.12,0.24,11.74,44.02,0,46.39,4818.55,732.01,87.31,11.99,22.76,0,0,4.81,0,0,0,33.9,0,241.96,3.99,0,78.2,223.43,38.01,39.92,47.26,0,4.81,622.66,10.66,14.22,0,25.95,27.61,123.01,6.52,4.39,13.2,9.12,11.91,9.27,5.5,23.91,0.08,1.72,19.71,1.36,0,0.33,14.13,5.68,3.7,29.35,0,0,0,300.71,108.88,1.74,66.62
260,雲林縣,水林鄉,7295.82,3458.26,1891.61,14.47,115.91,97.77,36.98,0,0,67.16,4.21,3,3.09,0,0,0,0,0,0,0,0,0,394.71,6.08,0,0,114.76,38.46,116.79,0,0,129.05,8.13,3.06,24.35,0,0,9.64,316.62,2.97,22.93,28.03,12.5,60.76,17.54,1.14,24.78,0.03,1.65,7.46,0.87,0,0.37,6.84,0.67,0,0.59,0,0,4.68,77.45,0,1.2,154.85
166,宜蘭縣,冬山鄉,7985.73,1841.99,583.96,436.33,36.73,6.16,23.19,0,21.74,75.54,25.76,1917.98,26.85,1.3,0,0,14.52,0,0,13.01,24.79,0,319.54,30.5,0,89.47,181.11,90.01,99.92,0,17.42,15.11,130.24,1.08,21.54,0,5.68,89.04,469.83,13.64,240.23,83.18,23.94,119.68,43.16,2.49,32.94,0.08,6.22,29.03,19.89,1.54,0.46,38.49,14.75,6.59,11.12,0,0,0,92.37,0.42,0.75,121.65
62,臺中市,北屯區,6270.34,24.98,621.9,419,0.38,0.84,9.18,0,2.19,1687.38,251.8,0,0,0,0,0,7.15,0,5.17,0,13.23,22.4,625.55,114.18,0,0,116.69,20.68,29.42,0,0,6.41,2.44,0.56,0,0,0,146.58,559.71,159.93,54.2,50.65,27.38,12.88,77.88,12.56,93.84,5.77,5.95,12.51,3.83,0,2.28,89,116.48,0,0.93,0,0,0,59.36,3.07,0,678.04
206,彰化縣,北斗鎮,1925.47,553.14,563.02,51.75,0.16,40.45,49.84,0,0.2,44.64,0.87,0,0,0.68,0,0,0,5.21,0,0,5.9,0,148.58,6.41,0,0,11.7,0,26.54,0,0,0.18,0,0,1.49,0,0,25.9,202.62,13.76,75.53,20.44,4.1,4.69,10.66,15.08,24.07,0.43,1.39,2.21,4.49,0,0.03,5.4,4.46,0,0.56,0,0,0,0.19,0,1.11,47.16
41,臺北市,北投區,5682.16,251.11,487.16,72.66,0.56,0.79,9.49,0,6.71,2558.52,53.33,0,0,0,0,0,1.05,0,44.92,0,32.82,10.28,284.42,62.95,0.48,0,122.68,1.64,7.13,0,0,11.35,0,1.58,3.02,0,0,92.23,371.14,71.15,30.03,32.53,29.77,69.97,23.76,58.49,144.33,30.09,5.06,8.39,11.31,0,13.05,92.07,78.03,2.13,9.88,0,0,42.43,404.36,11.5,17.46,98.97
100,臺南市,北門區,4410.03,1.05,747.02,6.12,2572.89,18.53,19.31,0,0,65.55,0.17,0,2.51,0,0,0,0,0,0,0,20.27,36.02,161.86,20.72,1.73,0,276.98,54.33,216.11,0,0,69.44,172.18,0.61,24.27,823.49,0,7.44,76.3,0.8,5.15,10.93,27.27,57.1,3.37,3.25,11.67,1.18,0.85,1.12,2.43,0,1.3,15.18,18.44,0,0,302.18,0,37.69,57.78,71.47,0.33,494.08
366,連江縣,北竿鄉,990,0,10.44,0.04,0,0.2,0.1,0,0,443.84,0.25,0,0,0,10.43859792,26.47,0,0,0,0,0,0,23.28,1.5,3.61,0.040842377,0,3.11,0.03,2.4,0.29,0.11,0,0,0,12.96,0,2.52,4.2,0.56,0,2.59,1.91,2.21,3.5,43.01,1.58,0,0.09,1.19,2.89,0.102933215,0.48,5.54,1.56,0,0.84,0,443.8445657,0,175.94,139.06,0.18,13.33
180,新竹縣,北埔鄉,5066.76,37.65,269.44,309.9,0.41,3.77,5.5,0,491.06,115.49,150.94,3395.48,6.63,0.97,0.75,0,0,0,0,0,8.12,0,114.92,3.53,0,26.56,22.26,2.08,29.89,0,0,30.83,0,0.95,0.28,0,17.27,9.47,76.32,3.11,3.51,9.76,4.52,15.98,2.96,0.96,6.44,0.09,0.29,0.62,0.74,23,0.89,12.33,35.2,2.24,5.94,0,0,0,56.57,0,0.19,25.46
59,臺中市,北區,693.76,287.7,151.24,9.52,0.87,1.55,1.97,0,0.11,29.81,0.62,47.96,0,1,0,0,0.79,0,0,0,6.27,26.71,199.06,34.86,1.85,0,73.83,11.5,22.75,0,0,2.84,36.56,0.13,2.79,238.07,0,43.84,299.92,59.98,23.21,24.03,10.8,23.12,9.67,430.46,32.81,3.09,5.12,2.77,3.89,0,1.05,51.81,12.72,0,7.47,0,0,0,10.68,24.27,0,121.97
117,臺南市,北區,1043.4,0,0.96,0.59,0,0,0.05,0,0,0.36,0,0,0,0,0,0,2.45,0,0.6,0,12.13,0,170.69,28.76,0,0,2.25,0.46,4.51,0,0,0,0,0,0,0,0,44.38,170.1,127.83,9.7,5,6.68,1.62,9.14,3.33,68.76,7.11,2.97,4.43,0.18,0,20.6,34.19,3.47,0,0,0,0,0,0.52,0,0,14.63
355,新竹市,北區,1572.67,0,3.58,4.73,2.47,0.02,0.1,0,0,3.25,0,0,0,0,0,0,3.48,0,0,0,10.36,0,194.68,27.08,0,0,30.83,10.61,0.31,0,0,10.23,0.44,0.49,0.13,0,0,47.51,278.6,78.99,9.95,12.51,13.11,0,9.72,4.15,69.26,2.86,3.69,4.78,1.41,0,1.91,47.05,11.64,0,0,0,0,0,21.43,0,0,62.03
246,雲林縣,北港鎮,4149.99,1519.53,1243.34,22.36,2.55,23.05,26.53,0,0,58.65,4.13,3.78,30.88,0,0,0,0,3.31,0,0,12.29,0,269.32,14.33,0,0,42.94,31.71,61.25,0,0,9.33,1.13,0.45,15.28,0,0,29.93,226.1,15.92,74.66,34.75,9.21,46.9,20.61,3.05,38.87,4.71,3.71,2.41,3.37,0,2.6,8.96,6.95,0,0.48,0,0,0,86.13,0,0,148.14
247,雲林縣,古坑鄉,16660.59,77.97,2585.27,4563.43,0.77,45.3,66.38,0,18.05,3758.55,1519.09,954.12,20.6,168.5,0.09,0,0,0,0,58.42,17.83,9.78,486.19,96.59,0,126.12,225.72,10.03,93.78,42.78,1.65,16.89,106.55,0.24,8.16,0,25.65,56.4,258.19,4.57,24.6,33.27,18.73,36.36,17.5,39.76,84.59,0.08,3.95,5.23,2.08,0,1.18,19.04,31.32,0.72,7.85,0,0,0,335.59,332.89,0,200.27
258,雲林縣,四湖鄉,7711.89,1674.85,3649.44,11.35,186.71,126.38,34.68,0,0.14,203.46,2.12,5.72,1.31,0,0,0,0,0,0,0,12.15,25.33,418.5,32.47,2.19,0,50.87,32.24,97.44,0,0,85.03,1.04,0.72,5.87,1711.3,0,13.63,269.21,2.97,11.77,18.82,22.64,56.14,18.76,3.87,27.62,0.01,0.79,5.63,8.23,0,0.9,17.9,5.26,0,5.73,0,0,0,15.83,138.2,0.55,263.14
75,臺中市,外埔區,4240.99,1544.7,704.63,198.16,7.1,38.27,22.31,0,0.01,397.06,37.34,0,0,0.09,0,0,1.02,7.04,0,27.59,0,0,181.43,30.17,0,0,78.81,30.32,33.39,0,0,6.59,199.86,0.05,11.69,0,0,21.17,208.18,6.02,101.72,28.78,12.21,24.6,21.56,5.26,13.22,0.65,3.04,3.03,14.36,0,0.56,4.04,25.94,0,1.56,0,0,0,69.9,1.65,0,83.58
123,高雄市,左營區,1938.23,0,6.92,4.2,0,0.1,0.27,0,0,10.78,0.06,0.16,0,0,0,0,18.57,16,0.78,7.21,21.04,0,250.72,65.73,843.95,0,0,0,3.68,0,0,2.84,0,0.09,0,6.14,0,80.22,201.36,118.67,16.48,12.29,12.74,0,33.38,70.11,88.92,12.44,3.6,3.16,1.47,0,10.5,193.64,33.33,0,0,0.23,0,0,0,0,0,111.17
109,臺南市,左鎮區,7490.25,0.64,432.96,1011.47,0.43,9.53,8.3,0,0,692.46,2021.5,1489.91,0,0,0,0,0,0,0,0,19.71,0,122.62,1.49,0,0,94.92,0,36.7,0,0,49.15,15.6,0.08,0,0,0,6.62,67.42,0.36,2.94,45.69,28.84,39.26,5.19,0.73,4.21,0,0.86,3.98,0.49,0,0.92,7.44,6.86,0,0,0,0,0,216.86,762.96,0,70.41
263,嘉義縣,布袋鎮,6173.07,1067.34,604.73,6.82,3162.32,33.21,31.44,0,0,122.72,0.08,0.48,0,0,0,0,0.11,0,0,0,42.88,25.89,278.14,26.3,12.21,0,462.18,34.04,189.96,0,0,446.14,74.29,2.04,27.42,121.1,0,18.05,158.12,4.36,24.65,18.77,12.29,67.78,17.97,7.29,23.77,0.02,3.94,1.92,0.73,0,0.52,37.37,2.52,0,0,1.85,0,223.74,6.34,1.05,0.31,499.18
24,新北市,平溪區,7133.82,0.4,179.1,4.99,0.55,0.92,3.1,0,167.5,1743.49,85.92,4524.56,9.8,0,0,0,8.17,0,0,0,5.2,0,101.43,5.47,0,7.27,82.91,2.31,22.12,0.22,0,3.9,1.69,0.01,0,0,4.94,5.86,34.39,1.39,0.04,2.94,3.77,18.05,2.83,0.82,5.44,0.09,0.83,1.9,0.14,0.08,1.44,3.1,5.28,0,0,0,0,0,26.19,4.63,0,30.77
51,桃園市,平鎮區,4775.32,555.35,878.19,55.47,26.07,14.77,17.66,0,0.06,214.37,13.35,0,0,0,0,0,5.54,0,0,24.6,12.95,21.14,337.25,62.19,0,0,56.76,0.79,12.51,0,0,74.23,0,0.04,0,0,0,109.15,586.29,75.46,355.73,106.68,14.74,19.99,35.62,116.81,99.7,2.75,6.66,23,9.29,0,0.82,31.12,17.31,0,6.88,0,0,0,4.78,0,0,340.62
265,嘉義縣,民雄鄉,8549.69,2641.78,1138.52,1241.24,37.5,67.29,55.61,0,0,332.18,330.86,0,6.76,0,0,0,11.91,0,0,49.05,23.18,0,463.91,63.83,0,0,31.24,21.38,101.7,15.19,0,29.8,9.82,0.62,13.45,0,0,145.37,460.52,19.79,319.9,64.97,18.76,78.66,35.71,3.37,212.32,0.19,3.21,44.58,9.64,0,10.3,40.62,27.59,0,4.67,0,0,0,63.27,0.42,0.12,238.51
147,高雄市,永安區,2261.41,46.41,248.08,33.28,1126.22,9.95,18.28,0,0,8.42,0.04,0.54,0,0,0,0,0,0,0,0,9.18,0,81.2,10.45,145.01,0,32.54,20.6,95.66,0,0,27.78,1.1,0.51,9.53,77.96,0,6.94,62.37,1.35,124.62,19.13,6.72,19.05,9.03,3.11,6.67,0.28,0.64,143.08,2.82,0,0.4,11.86,0.77,0,0.54,0,0,132.76,0,6.86,0.16,118.28
4,新北市,永和區,571.38,0,11.51,0,0,0,0.05,0,0,0.01,0,0,0,0,0,0,0,0,0.04,0,0,10.68,101.76,32.74,0,0,54.23,1.38,1.95,0,0,0.81,0,1.08,3.8,0,0,17.33,159.24,89.08,0.23,1.49,1.56,0,4.55,1.93,30.88,0.64,1.05,0.87,0.32,0,0.41,58.69,4.43,0,0,0,0,0,14.94,0,0,8.14
114,臺南市,永康區,4027.53,163.8,536.22,120.5,7.5,5.78,5.41,0,0,60.94,0.21,0.61,0,0,0,0,15.08,0.86,0,32.45,47.96,0,447.3,63.34,0,0,59.58,21.38,19.53,0,0,18.71,0.66,2.72,9.09,0,0,134.04,565.45,107.91,628.17,98.25,17.3,11.74,65.19,109.38,139.59,9.81,4.96,19.98,17.72,0,4.81,48.66,20.83,0,2.5,0,0,0,94.74,0,0.3,342.79
219,彰化縣,永靖鄉,2063.82,232.93,805.33,139.15,0.62,21.11,36.75,0,2.55,49.47,2.88,2.89,0,0,0,0,3.54,0,0,1.97,11.94,0,130.87,5.51,0,0,0,0,27.07,0.04,0,1.5,0,0,0,0,0,25.79,268.36,10.44,63.56,20.34,13.68,16.32,12.98,2.48,21.3,0.05,1.76,1.32,2.65,0,2.9,4.76,4.37,0,1.17,0,0,0,0.09,0,0,78.97
106,臺南市,玉井區,7636.62,0.12,460.89,2837.96,1.56,10.12,37.66,0,0.08,1145.46,378.14,1345.96,2.87,1.23,0,0,0,0,0,0,31.56,10.03,200.62,5.6,0,3.92,189.8,6.4,84.87,0,0,91.63,35.07,0.16,0,0,0.77,40.86,114.15,4.15,5.1,16.01,25.94,40.69,6.74,2.51,13.11,0.46,2.93,1.64,2.74,0,0.34,10.48,4.72,0,0.84,0,0,0,75.05,92.57,0,156.09
330,花蓮縣,玉里鎮,25237.19,3535.01,1530.77,1187.13,126.21,112.41,31.05,0,6.62,8487.94,425.76,1961.58,68.37,58.81,0,0,39.13,0,0,0,38.16,0,383.42,36.54,0,131.55,1480.01,144.59,109.84,0,0.45,24.22,135.09,1.77,39.31,0,30.06,35.65,232.09,6.49,8.34,16.2,12.14,27.97,12.75,9.79,49.09,35.96,3.56,5.14,5.82,0.2,1.32,14.55,6.81,0,29.18,0,0,0,412.99,69.55,0.09,94.16
208,彰化縣,田中鎮,3460.56,883.62,601.8,274.67,1.25,14.72,14.64,0,0.55,518.93,199.39,0,0,0,0,0,8.84,6.5,0,0,0,0,202.35,10.78,0,0,0,0.21,52.49,0,0,4.78,0,0.47,1.4,0,0,22.46,250.44,12.8,79.24,21.01,10.49,21.81,7.02,17.38,33.5,0.39,12.56,2.98,1.83,0,0.17,11.71,6.76,0,0.97,0,0,0,3.07,0,1.43,129.7
222,彰化縣,田尾鄉,2403.75,356.98,1157.32,46.45,0.14,34.74,92.23,0,1.49,37.51,1.08,0,0,0,0,0,0,0,0,10.83,7.4,0,169.63,16.48,0,0,13.9,0,41.91,0,0,1.28,0,0.03,0,0,0,50.8,252.84,6.44,28.89,18.44,8.81,9.57,10.96,1.75,14.89,0.55,3.54,1.19,2.24,0,0.48,11.08,0.55,0,0.69,0,0,0,7.92,0,0.06,49.51
142,高雄市,田寮區,9268.02,0.05,249.83,1069.76,84.18,39.79,7.6,0,0,1243.9,2882.72,1430.62,0,0,0,0,0,0,0,42.09,18.79,0,164.37,6.91,0,0,81.28,0.19,30.33,34.35,0,115.68,0,0.17,0,0,0,8.7,102.78,0.96,5.34,14.29,21.4,29.45,3.51,14.56,5.55,0.01,1.64,2.23,0.38,0,0.3,18.36,127.19,0,8.51,0,0,0,103.59,792.17,0,260.74
153,高雄市,甲仙區,12403.4,17.62,376.22,761.38,0,0,1.38,0,19.46,4610.4,1476.88,2619.63,11.64,292.04,1.74,0,0,0,0,0,31.6,0,60.61,0,0,758.33,0,0,0,0,0,0.53,0,0,0,0,164.21,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,19.28,0,0,0,6.55,0.72,0,0,0,318.8,772.19,0,61.32
343,澎湖縣,白沙鄉,2008.75,0,180.52,0.23,7.08,0.81,0.96,0,1.84,908.77,0,0,0,0,0,0.08,0,0,0,0,0,0,101.37,2.65,16.53,0,0,14.01,0.14,0,0,2.62,0,0,0,188.55,0,7.99,55.87,0.66,0.89,8.3,4.35,67.64,10.13,24.44,16.08,0.06,1.75,1.61,3.1,0,6.02,21.31,2.16,0,1.91,0,0,0,15.79,233.91,0,383.79
86,臺南市,白河區,12640.46,1500.73,1502.63,2699.61,21.5,98.33,42.26,0,2.36,3239.1,1118.68,201.23,0.12,4.53,0,0,0,0,0,44.67,0,0,363.02,39.64,0,16.32,121.17,11.28,78.5,122.04,0,82.71,49.86,3,5.72,0,6.92,44.39,330.64,6.78,32.63,26,36.52,55.58,13.43,339.01,30.91,0.44,12.48,4.25,2.85,0,0.11,23.91,16.11,0,2.65,0,0,0,254.3,84.85,0,130.12
74,臺中市,石岡區,1821.05,0.64,182.8,523.36,0.16,0.79,11.8,0,9.33,370.43,102.47,0,0,0,0,0,0,0,0,0,15.18,0,68.34,9.08,0,0,70.49,12.55,8.11,0,0,3.79,46.81,3.08,4.65,0,0,14.16,95.35,2.41,23.29,13.13,5.74,15.43,3.49,0.77,3.79,1.05,1.23,7.25,3.44,0,1.13,14.67,11.45,0,7,0,0,0,59.67,9.2,0,43.46
22,新北市,石門區,5126.45,16.63,726.88,48.62,2.06,1.37,5.22,0,0,3349.68,140.86,0,0,0,0,0,0,0,0,0,24.6,0,128.98,9.89,3.65,0,56.39,7.03,2.04,0,0,22.64,0,0.19,0,134.76,0,7.05,52.66,1.41,2.6,8.99,11.3,40.21,6.31,9.7,7.2,0.01,0.93,108.28,0.49,0,0.59,21.87,123.59,0,0,0,0,0,121.44,32.02,0,60.95
19,新北市,石碇區,14434.98,0,335.72,50.6,0.62,0.88,3.16,0,403.44,3348.31,308.83,8089.22,80.63,0,1.39,0,0,0,0,25.18,9.57,0,174.1,9.9,0,48.57,45.47,1.29,0.74,875.54,0,4.02,0.45,0.88,0,0,96.01,2.94,31.17,0.44,2.44,3.15,10.35,24.93,0.72,3.9,3.65,0,0.36,1.3,0.1,7.45,0,1.15,1.01,0,5.38,0,0,0,113.46,17.48,0,46
334,花蓮縣,光復鄉,15711,689.49,2717.34,2181.46,3.98,5.49,13.27,0,0.56,5263.56,404.8,32.38,0,39.7,0,0,12.92,0,0,0,30.02,0,231.74,20.97,0,61,256.88,92.15,43.39,0,0,46.93,218.18,0.18,38.68,0,7.8,28.26,154.11,2.5,12.58,12.3,11.36,14.15,6.11,51.25,26.44,0.07,1.96,2.75,5.21,0,2.37,52.35,5.55,0,8.81,0,0.02,0,311.59,41.1,1.27,100.3
332,花蓮縣,吉安鄉,6525.82,571.71,1352.73,312.75,3.68,17.26,7.39,0,0.8,423.26,3.23,764.38,1.6,3.64,0,0,16.24,0,0,0,49.75,0,323.21,18.98,0,0,213.65,20.42,47.85,0,0,6.27,361.51,9.3,7.88,13.54,1.43,167.8,585.66,27.39,175.93,79.87,24.77,25.91,31.87,141.13,45.82,0.03,4.31,14.93,36.97,0.04,3.37,37.67,9.43,0,66.75,0,0,0,65.26,0,1.54,191.68
233,南投縣,名間鄉,8309.55,259.55,2680.06,2102.18,8.36,34.99,58.46,0,13.56,907.14,344.72,0,1.01,4.18,0,0,5.01,0,0,40.47,21.16,0,317.17,41.64,0,0,49.89,13.3,69.04,0,0,19.73,34.01,7.19,4.48,0,0,34,383.54,10.09,89.93,21.7,29.83,65.64,8.43,5.17,30.4,0.52,3.27,21.62,3.3,0,0.03,10.06,48.74,0,4.2,0,0,0,38.3,3.8,0,77.38
69,臺中市,后里區,5894.39,975.71,989.07,537.85,14.56,41.96,32.39,0,0.52,774.54,67.92,0,0,5.77,0,0,12.17,4.79,0,38.42,17.42,0,283.73,81.58,0,0,44.27,26.08,58.44,0,0,6.22,153.57,2.11,5.34,0,0,34.86,289.11,17.96,300.85,55.9,12.39,42.53,31.44,131.32,27.86,0.05,3.29,32.22,17.78,0,0.35,68.87,102.09,0,10.3,0,0,0,236.98,3,0,125.99
119,臺南市,安平區,1106.63,0,3.93,4.72,15.69,0.18,5.64,0,0,35.61,0,0,0.87,0,0,0,0,0,0,0,1.76,0,167.24,31.29,74.3,0,60.85,6.96,0.64,0,0,13.33,5.68,0.11,0,160.03,0,28.98,112.36,41.27,7.05,6.98,4.95,4.38,16.53,15.91,32.96,0.26,3.45,2.6,10.53,0,7.72,99.5,10.49,0,0,0,0,2.18,6.74,14.27,0,123.45
104,臺南市,安定區,3127,164.86,1433.17,87.78,71.92,12.48,7.85,0,0,51.37,0.47,0.14,0,0,0,0,0,0,0,28.82,9.83,0,197.21,14.14,0,0,59.53,15.25,47.13,0,6.16,54.36,0,0.52,15.16,0,0,20.07,191.68,4.62,168.13,62.68,12.11,14.93,29.24,1.34,11.22,0,0.67,3.69,11.77,0,16.08,19.75,7.52,0,4.33,0,0,0,32.45,0,1.58,294.33
118,臺南市,安南區,10720.16,153.39,1960.37,195.65,2882.87,23.47,17.23,0,0,324.65,0.36,0.33,0.75,0,0,0,0,0,0,0,91.18,0,685.13,81.37,3.83,0,477.81,79.36,359.27,0,0,296.25,36.35,4.28,40.07,19.51,0,105.54,623.57,73.44,485.55,131.28,31.43,35.99,71.22,8.05,117.59,4.87,8.94,8.94,73.04,0,42.67,101.72,20.42,0,8.55,1.64,0,414.77,110.64,30.24,14.05,1445.01
352,基隆市,安樂區,1802.5,0,96.04,7.5,0,0.16,0.76,0,0,1101.73,52.17,0,0,0,0,0,0,0,0,6.31,14.52,0.56,72.06,25.59,0.49,0,11.1,0.16,1.58,46.9,0,2.51,0,0.44,0,9.36,0,18.24,108.24,33.17,24.48,35.54,8.02,4.56,12.29,17.58,22.4,3.56,3.95,7.06,3.23,0,0.78,16.92,4.19,0,0.42,0,0,0,13.6,6.88,0,60.91
182,新竹縣,尖石鄉,52757.95,0,756.4,253.8,0,0,1.03,0,10977.51,10178.28,4861.23,21934.72,85.14,213.52,1.13,0,0,0,0,0,0,0,286.17,0,0,768.56,0,4.57,0.33,0,0,3.23,0,0,0,0,119,0,0.19,0,0,0.02,0,0.36,0,0,0,0,0,0,0,74.17,0,0,0,0.55,0.14,0,351.19,0,790.74,620.7,0,20.79
313,臺東縣,成功鎮,14399.39,429.4,889.52,820.64,33.72,1.42,9.29,0,0,10695.92,134.11,167.23,3.09,59.91,0,0,0,0,0,0,59.7,0,167.17,8.14,5.18,103.12,83.03,13.62,48.62,0,0,10.2,1.17,0,0.44,236.63,48.93,21.98,94.35,1.91,5.14,10.6,5.4,19.59,4.22,6.25,17.81,0.28,1.42,5.45,0.87,2.65,1.88,36.85,2.52,1.93,0.31,0,0,0,181.19,147.32,0,30.65
262,嘉義縣,朴子市,4957.37,1801.14,1306.16,57.32,126.47,90.74,41.22,0,0,49.11,2.3,4.71,1.42,0.03,0,0,0,0,0,0,22.71,13.92,298.88,26.75,0,0,37.33,19.39,101.28,0,0,62.64,0,0.31,19.11,0,0,31.56,276.98,15.66,47.64,30.01,12.15,41.58,23.34,24.08,82.35,13.57,6.24,6.66,8.47,0,0.9,38.43,11.69,0,0.93,0,0,3.59,23.41,0,1.87,212.12
11,新北市,汐止區,7123.54,0.12,360.65,35.34,0.02,1.48,5.48,0,11.86,4525.56,276.57,0,0,0,0,0,21.86,0,0,62.33,33.58,5.68,269.24,105.35,0,0,125,21.74,7.38,0,9.29,17.38,1.55,4.97,5.3,0,0,130.05,308.74,102.75,83.74,60.65,22.7,128.5,20.43,28.38,32.7,1.24,4.54,19.18,14.95,0,0.11,24.92,22.01,0,12.58,0,0,0,57.46,1.03,0,195.16
321,臺東縣,池上鄉,8268.54,1658.29,474.16,386.2,0.09,62.08,5.78,0,0.03,3510.72,495.83,248.31,1.99,10.52,0,0,8.72,0,0,0,13.13,0,178.51,9.5,0,37.97,276.47,39.08,48.11,0,0,21.67,3.98,0.04,16.43,0,10.63,32.92,92.9,3.13,6.75,10.5,9.19,8.76,6.21,1.33,8.73,0.03,0.83,2.57,7.67,0,0.24,68.01,8.58,1.49,2.53,0,0,0,88.68,5.73,0,37.58
231,南投縣,竹山鎮,24733.39,381.51,2552.57,2194.94,9.44,106.8,65.45,0,777.56,8050.2,5056.66,1051.51,40.5,205.46,0,0,0,0,0,35.23,32.93,0,474.76,45.8,0,190.55,766.24,90.62,116.06,0.02,0,18.64,653.38,6.96,44.75,0,21.94,64.37,394.69,20.72,76.89,32.2,34.71,89.89,13.29,81.64,51.96,1.37,4.38,6.56,14.61,0,4.6,57.79,14.69,0,41.25,0,0,0,1334.57,328.95,0.93,199.33
171,新竹縣,竹北市,4683.41,1082.84,463.9,47.57,43.63,16.37,17.19,0,1.59,39.5,3.71,319.18,0.31,0.06,0,0,16.38,16.01,0,18.13,15.24,15.17,408.63,91.93,0,0,241.14,57.27,61.83,0,0,5.73,98.64,4.29,13.68,152.83,0,96.83,489.65,130.61,188.72,52.76,16.68,32.21,79.22,57,86.63,3.39,4.02,9.38,11.17,0,8.03,89.56,44.03,0,3.85,0,0,0,46.56,30.29,0.03,302.05
292,屏東縣,竹田鄉,2907.32,195.72,168.83,1197.08,125.74,85.65,24.73,0,0.11,35.15,0.07,0.33,0.16,0,0,0,13.03,0,0,37,8.16,6.51,160.01,23.34,0,0,88.14,31.35,47.27,0,0,1.19,0,0.09,9.31,0,0,15.36,241.04,1.76,33.58,24.03,15.77,24.32,8.12,19.4,10.5,0.05,3.34,3.3,5.43,0,0.43,3.42,21.43,0,6.61,0,0,0,114.02,0,0.34,152.69
