v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v41,vI1,sexgp,agegp,edugp,weight,t
50,1,2,2,6,2,8,2,8,9,9,8,9,9,9,9,9,9,9,8,1,9,1,1,1,0,0,0,0,0,2,1,1,4,1,2,4,1,1,1,55,1,4,1,1.558356728,66000050
48,1,2,4,1,2,3,6,4,5,7,6,5,5,3,3,6,3,3,6,1,9,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,4, ,2,55,1,5,1,1.402788537,66000080
64,1,2,2,4,4,5,5,5,5,6,5,5,5,5,5,5,5,7,6,1,5,0,0,0,0,0,0,1,0,2,3,3,3,3,1,3,3,2,2,55,1,3,3,.919057827,66000030
50,1,2,3,4, ,4,5,4,5,7,5,5,6,7,7,6,5,4,5,1,6,1,1,1,1,1,0,0,0,3,3,3,3,1,3,2,1,2,4,55,1,4,3,.657507407,10005010
50,2,2,2,1,1,6,5,5,3,5,5,5,2,5,5,2,5,6,7,1,6,0,0,0,0,0,0,1,1,1,1,1,3,1,2,2,3,2,2,55,1,4,2,.963882287,64000050
70,1,3,4,4,4,8,8,2,8,6,8,6,8,7,7,7,6,8,8,1,8,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,4,3,2,55,1,2,3,1.853709442,64000160
 ,1,2,2,4,3,8,7,3,7,3,7,7,8,6,8,7,7,5,9,1,8,0,0,0,0,0,0,0,0,3,2,3,3,4,2,3,3,2,1,55,1,2,3,1.467675109,10013130
61,1,4,3,3,4,7,7,2,8,7,8,6,6,8,7,8,7,7,7,1,8,0,0,0,0,0,0,0,0,1,2,2,3,3,4,3,1,3,2,55,1,3,3,.761994697,67000310
53,1,2,2,3,1,4,4,5,6,6,7,7,7,6,7,6,6,5,7,1,7,0,0,1,0,0,0,0,0,3,3,3,3,2,2,4,2,3,2,55,1,4,3,.724687042,64000050
48,1,2,2,1,4,0,5,5,10,8,7,10,7,8,10,10,8,6,9,1,8,0,0,0,0,0,0,1,0,2,1,3,3,2,3,3,4,3,2,55,1,5,3,.652342726,64000050
49,1,3,3,3,4,5,5,5,8,8,6,8,6,5,4,5,8,5,8,1,6,0,0,0,0,0,0,1,0,2,2,3,3,2,3,4,4,2,2,55,1,5,3,.516492585,10013010
42,1,2,3,2,2,6,6,3,6,6,7,6,6,7,6,5,7,7,5,3, ,0,0,1,0,0,0,0,0,2,2,2,2,2,3,3,3,2,2,55,1,5,1,1.043115965,65000140
40,1,2,2,2,3,5,5,5,8,6,8,5,5,6,6,8,6,8,5,3, ,0,0,0,0,0,0,0,0,1,1,1,3,1,3,1,1,1,2,55,1,5,3,.448011387,65000110
34,1,3,4,4,4,7,6,4,6,7,6,4,6,6,6,6,6,7,5,3, ,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,4,3,2,55,1,6,3,.52643215,68000020
52,2,6,3,2,2,5,5,5,7,5,5,5,6,6,6,5,8,7,3,3, ,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,2,2,55,2,4,1,1.166689044,10013130
57,1,2,2,2,3,7,6,3,6,5,5,2,3,5,2,5,3,6,7,3, ,0,0,0,0,0,0,1,0,2,1,2,2,3,2,3,3,1,2,55,2,4,2,.546078891,10010120
42,1,6,4,3,4,6,5,5,5,5,6,7,5,7,8,8,4,6,8,1,5,0,0,1,0,0,0,0,0,1,2,2,3,3,3,3,3,2,2,65,1,5,1,2.211648356,63000080
76,1,4,3,5,2,6,7,2,7,9,8,5,7,8,6,5,8,9,8,1,9,0,0,0,1,1,0,1,0,3,2,3,3,1,2,4,4,2,2,65,1,2,3,1.27307764,65000020
65,1,2,2,4,4,7,6,3,7,9,10,7,8,7,9,9,8,7,9,1,7,1,0,0,0,0,0,1,0,3,3,3,3,3,3,4,4,3,2,65,2,3,3,.745322362,10004010
60,1,2,2,6,4,5,5,5,8,8,8,7,8,7,8,6,7,8,7,1,8,1,0,1,0,0,0,1,0,3,3,3,3,2,3,3,3,3,2,65,2,3,3,.962410371,10018020
60,1,2,5,4,4,5,5,4,7,5,6,4,4,8,6,5,4,4,5,1,7,0,0,1,0,0,0,0,0,1,2,2,2,1,2,2,1,2,2,65,2,3,3,.596837413,65000010
70,1,2,2,5,4,7,5,4,8,8,8,8,7,8,9,6,8,3,6,1,7,1,0,0,0,1,0,1,0,3,1,3,3,2,2,3,3,2,2,65,1,2,3,1.2664917,10007200
45,1,3,5,2,4,5,5,4,6,8,6,5,5,5,6,6,6,6,6,1,6,0,0,0,0,0,0,0,0,3,2,3,3,3,4,3,4,2,2,65,1,5,3,.425125122,10008020
63,1,2,2,4,4,4,5,4,4,6,5,7,5,6,7,3,3,6,7,1,6,0,0,0,0,0,0,0,0,2,2,2,3,1,3,4,3,1,1,65,1,3,2,1.013503965,67000340
69,1,5,6,6,2,5,5,5,8,8,7,8,7,7,10,6,7,7,8,1,8,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,2,2,1,65,2,3,3,.665464306,67000200
56,1,2,3,3,4,5,5,5,5,5,7,6,6,7,5,5,5,3,6,1,6,0,0,0,0,0,0,0,0,2,2,3,3,1,3,3,3,4,2,65,2,4,3,.410564964,10010040
43,1,2,2,4,2,7,3,6,7,7,7,6,7,7,7,7,6,8,8,1,8,0,0,0,0,0,0,1,0,3,2,3,3,2,3,4,3,3,2,75,1,5,2,.600159179,68000100
66,1,2,3,2,3,5,5,5,5,5,6,7,8,8,7,7,9,5,6,1,6,1,0,0,0,0,0,1,0,1,1,1,1,1,1,3,3,1,2,85,1,3,3,.683412979,65000010
57,1,3,4,3,4,10,10,0,9,8,8,9,7,7,9,6,8,9,7,1,8,0,0,0,0,0,0,0,0,2,3,3,3,1,4,3,4,3,2,85,1,4,3,.497695512,65000130
58,1,5,4,5,4,7,6,3,6,7,7,5,5,6,7,6,4,6,8,1,7,0,0,0,0,0,0,0,0,2,3,3,3,2,2,3,3,2,2,75,1,4,3,.454028472,10002010
72,1,3,2,2,4,6,6,3,7,7,7,7,6,7,8,8,5,7,8,1,7,0,0,0,0,0,0,1,0,1,2,2,2,1,3,2,4,2,1,95,1,2,3,1.712042361,66000260
54,1,2,4,3,2,8,8,2,8,7,8,8,8,7,8,6,9,7,8,1,9,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,1,1,2,75,1,4,3,.669303876,66000230
67,1,2,2,4,4,8,7,3,7,8,8,8,9,8,9,8,9,6,8,1,9,0,0,0,0,0,1,0,0,2,2,3,3,1,3,4,1,4,2,85,1,3,3,.761994697,67000310
58,1,5,3,6,4,3,5,5,7,7,7,8,8,10,7,7,5,5,5,1,8,1,1,1,0,0,0,1,1,1,1,1,3,1,1,3,2,1,2,75,1,4,3,.554922649,67000320
52,1,4,5,4,3,3,3,6,7,8,8,7,5,6,5,5,7,8,6,1,6,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4,3,2,75,2,4,3,.632882829,64000050
52,1,4,6,6,4,6,6,3,9,9,8,10,8,9,9,9,9,9,8,1,8,0,0,0,0,0,0,1,0,1,2,3,4,3,4,4,4,1,2,75,2,4,3,.484624391,67000100
58,1,6,4,3,2,6,5,4,7,7,7,7,7,7,8,8,7,8,7,1,8,0,0,0,0,0,0,0,0,1,2,2,3,1,2,2,2,2,2,75,2,4,3,.467771119,10020010
48,1,5,4,4,2,7,6,4,6,7,7,7,8,8,6,6,7,7,5,1,7,1,1,1,1,0,1,1,0,2,1,2,3,2,2,4,4,2,2,85,1,5,3,.652342726,64000110
50,1,2,2,2,4,8,3,7,7,7,8,8,7,7,7,6,8,7,6,3, ,0,0,0,0,0,0,0,0,2,2,3,3,2,2,3,3,2,2,75,1,4,3,.497695512,65000010
37,1,2,2,2,2,6,6,4,5,8,4,8,9,6,4,5,2,7,6,3, ,0,0,0,0,0,0,0,0,1,1,2,3,1,2,2,2,1,2,85,1,6,3,.52643215,68000010
45,1,5,6,2,2,8,8,2,6,8,10,5,10,6,8,8,8,8,5,3, ,1,1,0,1,0,0,1,0,1,1,4,1,1,3,1,2,1,2,75,2,5,2,.580235236,67000210
52,1,2,2,3,2,5,5,5,5,5,6,7,6,5,5,5,7,5,6,1,6,0,0,0,0,0,0,0,0,2,2,2,3,2,2,3,3,2,2,350,2,4,1,1.011998995,65000130
70,1,6,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,7,7,1,7,0,0,1,0,0,0,1,0,2,1,2,2,1,2,3,3,1,2,125,1,2,2,3.59014408,63000110
50,1,6,4,4,4,5,5,5,5,10,10,4,10,10,10,10,0,10,5,1,10,1,0,0,0,0,0,0,0,1,1,4,1,1,3,1,1,4,2,175,1,4,2,1.403526807,63000030
51,1,3,3,2,2,5,5,4,6,6,6,7,5,3,7,5,6,3,5,1,5,0,0,0,0,0,0,0,0,2,2,3,3,1,3,2,1,2,2,125,1,4,3,.501265277,68000080
42,1,1,1,3,4,8,10,0,6,8,6,6,6,6,10,5,10,10,8,1,10,0,0,0,0,0,0,0,0,1,1,4,4,1,4,1,1,4,2,175,1,5,3,.451224788,68000080
34,2,2,2,2,3,8,5,5,3,5,8,10,5,9,8,6,8,8,8,1,8,1,0,0,0,0,0,0,0,1,2,2,4,3,4,3,4,3,2,350,1,6,3,.52643215,68000010
79,1,3,3,6,4,6,6,3,7,7,8,7,8,6,7,3,9,8,3,1,9,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,3,1,1,175,1,2,3,1.244982666,10009060
69,1,3,2,4,5,8,5,5,7,8,7,7,7,5,5,5,7,3,2,1,6,0,0,1,0,1,0,1,0,2,2,3,3,3,3,4,4,3,1,125,1,3,3,.679877517,10007010
67,2,2,2,4,2,5,8,1,2,8,2,2,7,1,4,1,7,8,3,1,7,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,3,1,6,250,1,3,3,.787876706,10013210
61,1,5,2,4,2,5,5,5,6,9,7,7,7,6,9,3,8,9,7,1,9,0,0,0,0,0,0,0,0,2,2,2,2,2,1,4,3,1,2,125,1,3,3,.995107487,64000030
66,1,2,2,5,1,7,10,0,7,10,8,3,10,10,2,0,10,5,2,1,9,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,3,350,2,3,3,.869046091,64000060
52,1,2,2,2,2,6,5,4,7,8,8,7,7,7,7,5,7,8,7,1,8,0,0,0,0,0,0,1,0,2,1,2,3,2,1,3,3,2,2,175,2,4,3,.632882829,64000090
41,1,5,5,3,2,5,4,5,7,5,6,7,7,6,6,6,5,4,6,1,8,1,0,0,0,0,0,0,0,2,1,2,4,1,2,2,2,2,2,125,1,5,3,.499525633,67000270
41,1,2,4,5,2,8,4,5,7,7,7,8,7,7,9,7,6,7,6,1,7,0,0,0,0,0,0,0,0,1,1,2,2,1,3,2,2,2,2,125,1,5,3,.652342726,64000120
52,1,5,2,3,2,5,5,5,3,4,3,6,3,8,5,5,4,5,6,1,5,1,0,0,0,0,0,1,0,2,2,2,2,2,2,3,3,2,6,125,1,4,2,.910898642,10014010
55,1,6,2,6,4,4,6,4,8,8,9,4,7,6,7,7,7,5,10,1,5,1,0,0,0,1,0,1,0,2,2,3,2,1,3,4,4,3,2,125,1,4,3,.782102416,10015050
57,1,4,6,2,4,7,5,4,6,5,7,5,6,7,9,3,7,9,3,3, ,0,0,0,1,0,0,0,0,1,1,2,1,1,1,3,4,1,1,350,1,4,3,.497695512,65000010
43,1,6,6,2,4,8,8,2,8,7,8,8,7,8,5,8,10,10,8,3, ,0,0,0,0,0,0,0,0,2,1,2,1,2,2,3,2,2,5,125,2,5,1,1.015720308,67000370
50,1,2,2,4,2,5,5,5,6,6,7,8,5,6,7,8,8,9,6,1,6,0,0,0,0,0,0,0,0,2,1,2,3,2,2,3,3,2,2, ,1,4,2,.666716379,68000040
53,1,6,5,6,1,5,5,5,0,5,5,5,5,10,5,5,3,5,5,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,3, ,1,4,2,.826656986,10004070
69,2,3,4,2,2,6,8,2,6,3,5,5,6,7,8,8,3,4,7,1,7,0,0,0,0,0,0,0,0,2,1,2,2,1,2,3,4,1,1, ,1,3,3,.683412979,65000140
67,1,3,6,4,2,5,5,4,3,7,5,5,3,7,7,7,8,1,5,1,5,0,0,0,0,0,0,1,0,1,1,1,2,1,1,3,3,1,2, ,2,3,3,.596837413,65000030
59,1,3,3,4,4,6,5,4,6,7,6,7,5,6,7,7,7,3,7,1,5,0,0,0,0,0,0,1,0,2,2,3,3,1,2,3,4,2,2, ,1,4,3,.802542388,10018020
57,1,1,1,1,4,7,5,5,5,5,5,6,6,7,7,6,6,5,6,1,5,0,0,0,0,0,0,0,0,3,3, ,3,2,3,3,4,4,2, ,1,4,1,1.133223779,10009040
42,1,6,4,3,2,5,5,5,5,5,6,6,6,6,7,6,5,5,6,1,6,0,0,0,0,0,0,0,0,1,1,1,2,1,3,2,2,1,2, ,1,5,1,1.402788537, 
45,2,6,3,1,2,5,5,5,3,5,4,5,3,5,10,5,3,2,5,1,2,0,0,0,0,0,0,0,0,2,1,2,2,2,2,3,3,3,2, ,1,5,1,1.037719672,10007030
55, , , ,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,0,0,0,0,0,0,0,0, ,2, , ,2, ,3,1,2,2, ,1,4,2,.890218968,66000060
41,2,2,1,6,1,0,5,5,10,5,10,8,10,10,10,10,10,8,10,1,10,0,0,0,0,0,0,0,0,2,1,2,1,2,2,3,4,1,2, ,2,5,2,.757743368,64000120
72,1,3,3,3,4,5,5,5,5,5,6,7,6,7,7,6,6,6,7,1,6,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,3,2,2, ,1,2,3,1.467675109,10013040
65,1,2,2,3,1,5,5,5,5,5,5,5,5,5,5,0,5,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1, ,2,3,3,.869046091, 
58,1,2,5,5,1,5,5,5,5,5,5,10,8,9,5,5,7,8,5,1,9,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,1,1,2, ,2,4,3,.632882829,64000190
48,1,6,6,4,2,7,5,5,5,5,5,5,5,8,6,5,5,8,8,3, ,0,0,1,0,0,0,0,0,2,2,2,3,2,3,3,3,1,2, ,2,5,1,.910972798,65000160
43,1,4,5,1,2,5,6,3,9,10,10,10,9,9,9,5,8,8,10,3, ,0,0,0,0,0,0,0,0,2,2,2,2,3,4,3,3,4,2, ,2,5,1,1.931474121,63000110
21,1,2,2,2,2,5,5,5,5,6,6,5,6,5,6,7,5,5,7,3, ,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,4,4,2, ,1,6,1,1.110200481,10002080
39,2,3,2,2,3,7,5,5,6,3,5,3,2,5,4,3,2,3,4,2, ,0,0,0,0,0,0,0,0,2,3,3,2,1,3,3,2,3,2, ,1,6,3,.52643215,68000080
40,1,1,2,1, ,5,5,4,5,5,5,6,7,8,8,9,8,9,10,3, ,0,0,0,0,0,0,0,0, , , , , ,3,3,3, ,2, ,2,5,1,1.20348958,10005040
21,2,1,1,2,2,7,6,3,5,4,7,7,5,3,6,4,7,5,3,3, ,0,1,0,0,0,0, ,0,4,2,3,3,2,3,3,2,2,2, ,1,6,1,1.607751682, 
61,1,4,3,1,4,8,5,5,8,8,8,8,8,8,8,8,8,8,8,3, ,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,2,2,2, ,2,3,2,.915175912,10013230
50,1,2,4,3,2,6,5,4,6,6,6,6,6,6,6,5,6,6,6,3, ,0,0,0,0,0,0,0,0,2,2,3,3,2,3,3,2,3,2, ,2,4,3,.410564964,10010010
26,1,2,4,2,5,7,5,5,6,5,6,6,6,6,6,6,6,6,6,3, ,0,0,0,0,0,1,0,0, , , , , , , , , ,2, ,1,6,3,.562516636,10020010
 ,2,6,3,3,1,5,5,6,5,5,5,5,6,5,5,5,5,5,5,2, ,0,0,0,0,0,0,0,0, , , , , , , , , ,2,0,1,5,1,1.043115965, 
49,1,6,5,3,4,8,6,6,7,7,6,6,8,8,6,8,6,7,8,3, ,0,0,1,0,0,0,0,0,2,2,2,3,2,2,3,3,3,2,0,2,5,2,.520397705,65000040
70, ,4,1,2,4,6,6,6,6,6,6,6,5,5,5,5,0,5,5,2, ,1,0,0,0,0,0,1,0,1,1,1,2,1,1,1,3,1,1,0,2,2,3,2.357280109,63000020
49,1,2,2,2,2,5,5,7,0,5,5,5,2,7,5,7,0,5,8,2, ,0,0,0,0,0,0,1,0,1,1,1,1,1,2,3,3,2,3,0,2,5,1,1.225081622,66000080
47,1,6,3,3,4,6,5,7,6,4,4,5,3,5,6,6,3,8,7,3, ,0,0,0,0,0,0,0,0,2,2,2,3,1,2,3,3,2,2,0,2,5,2,.493813649,10008030
56,2,6,6,5,2,6,6,5,4,9,5,6,8,8,7,8,6,6,6,3, ,1,1,0,0,1,1,0,0,4,2,3,3,3,1,3,3,1,3,0,1,4,3,.669303876,66000090
40,1,3,2,2,4,6,6,5,5,5,5,5,5,5,5,5,5,8,6,3, ,0,0,0,0,0,0,0,0,2, ,3,3,2,3,3,2,3,5,0,2,5,1,.860499761,10010050
44,1,2,2,1,4,4,5,6,7,6,5,3,3,6,6,6,4,6,7,3, ,0,0,0,0,0,0,0,0,3,2,2,3,3,3,4,3,2,3,0,1,5,2,.686969719,10013120
28,1,3,3,2,4,7,5,6,6,6,7,5,7,8,6,5,6,6,6,3, ,0,0,0,0,0,0,0,0,3,2,2,3,2,2,2,3,3,2,0,2,6,2,.676945264,67000010
51,1,2,2,5,2,5,10,2,3,3,3,3,3,3,3,0,3,3,3,1,6,0,0,0,0,0,0,0,0,3,1,3,3,1,4,4,4,3,2,15,1,4,1,1.868579241,10018010
36,1,2,2,1,2,3,4,7,5,5,3,3,4,5,4,5,3,0,7,1,8,0,0,0,0,0,0,0,0,2,2,2,2,2,4,2,2,2,4,5,2,6,1,1.070431205,68000010
68,1,3,5,4,2,3,3,8,2,4,2,3,1,6,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,15,1,3,2,.915504793,68000010
65,1,4,2,6,5,10,6,6,10,8,8,7,8,6,5,8,10,7,7,1,8,0,0,0,0,0,0,0,0,2,1,2,2,2,1,3,2,3,1,15,2,3,2,.799527561,68000010
53,2,2,2,4,2,5,5,6,4,5,4,3,6,5,4,5,4,4,5,1,4,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,15,2,4,2,.582255958,68000050
47,1,2,4,3,2,5,5,6,7,8,8,8,8,8,8,7,7,8,8,1,8,0,0,0,0,0,0,0,0,1,1,2,3,2,2,3,3,2,2,15,2,5,2,.520397705,65000110
81,1,4,5,3,2,6,7,5,6,4,6,4,5,3,2,4,6,4,7,1,5,0,0,0,0,0,0,0,0,1,1,3,1,1,1,3,1,1,1,15,2,1,3,2.108567569,63000010
70,1,2,4,2,4,5,7,5,6,7,7,6,5,7,7,9,7,5,8,1,4,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,15,2,2,3,1.111802656,65000090
57,1,3,3,1,3,7,7,5,8,8,7,7,7,6,7,7,7,8,8,1,8,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4,3,2,5,2,4,1,1.36094225,66000240
58,1,2,2,5,3,5,3,8,4,5,4,8,7,7,7,7,5,3,4,1,5,0,0,0,0,0,0,0,0,3,3,3,3,2,2,3,3,3,2,15,2,4,1,.989665647,10009040
52,1,1,6,2,1,6,6,5,0,3,3,5,5,5,2,5,3,3,6,1,3,0,0,0,0,0,0,0,0,1,1,1,2,3,1,1,3,2,2,15,2,4,1,1.36094225,66000050
52,1,6,5,3,1,10,6,5,5,3,8,10,10,10,0,1,10,10,3,1,8,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,3,2,2,15,2,4,1,.960301923,10008130
44,2,2,2,3,3,6,6,6,8,8, ,6,9,5,9,7,6,6,6,1,6,0,0,0,0,0,0,0,0,1,1,1,3, , ,3,3,2,2,15,1,5,1,1.378064413,10005010
39,1,6,2,3,2,6,5,7,6,5,6,8,8,8,8,8,6,6,8,1,4,0,0,0,0,0,0,0,0,2,1,1,3,1,1,3,3,4,5,15,1,6,1,1.210680382,10007130
56,1,2,6,3,1,5,5,7,5,5,5,5,3,7,7,7,5,4,7,1,3,0,0,0,0,0,0,0,0,2,1,1,2,2,2,2,2,1,2,15,1,4,2,.65854383,10007160
56,1,6,3,4,4,7,5,7,5,5,4,1,3,5,5,6,5,7,6,1,2,1,1,1,1,0,0,1,0,2,1,2,3,1,2,3,3,2,2,15,2,4,2,.565351383,10009120
47,1,1,3,1,2,3,7,5,2,3,5,2,5,8,9,6,5,6,2,1,3,0,0,0,0,0,0,0,0,2,1,1,2,1,1,3,4,2,2,15,2,5,2,.517705561,10007010
51,1,3,3,1,2,6,7,4,7,6,7,6,5,6,7,7,7,7,8,1,6,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,15,2,4,3,.412443305,10008020
51,1,1,2,3,2,6,5,7,9,5,6,7,8,8,9,6,7,6,10,1,7,0,0,0,0,0,0,0,0,2,1,3,3,2,2,3,3,3,2,5,2,4,1,1.166689044,10013140
53,1,4,5,3,4,5,7,4,5,6,6,5,6,4,7,7,4,6,7,1,5,0,0,0,0,0,0,1,0,2,2,2,3,2,2,3,3,3,2,15,2,4,1,1.128362925,67000350
55,1,1,1,5,3,7,6,5,7,7,5,5,6,5,5,5,8,7,8,1,7,0,0,0,0,0,0,0,0,2,1,2,3,2,2,1,1,2,2,15,2,4,1,1.473556704,64000240
57,1,2,5,2,2,3,7,5,8,5,8,5,6,5,6,6,8,6,5,1,9,0,0,0,0,0,1,1,0,2,1,2,2,2,1,3,3,1,2,15,2,4,1,1.128362925,67000210
43,2,4,1,1,2,6,5,6,5,6,5,6,5,3,6,6,5,3,3,1,5,0,0,0,0,0,0,0,0,3,2,3,4,2,1,1,3,3,2,15,1,5,1,1.202562428,10013170
79,1,2,2,5,1,6,8,4,4,6,3,0,1,5,0,3,2,1,4,1,5,0,0,0,0,0,0,0,0,2,2,3,3,3,2,3,4,3,1,5,2,2,2,1.396839653,10010090
66,1,3,4,3,2,5,5,7,8,7,7,7,8,7,8,8,8,7,8,1,9,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,4,2,15,2,3,2,1.155889487,64000110
40,1,2,3,4,4,8,6,6,6,6,6,6,6,6,10,6,6,6,8,1,8,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,2,2,5,2,5,3,.569703176,64000120
62,2,4,5,5,5,10,5,7,8,9,10,7,8,9,2,7,8,8,9,3, ,0,1,0,0,0,0,0,0,4,3,3,3,3,3,3,3,3,1,15,2,3,1,1.8881112,10017010
45,2,6,1,3,4,6,6,5,7,8,8,6,8,7,9,5,4,9,8,3, ,0,0,0,0,0,0,0,0,2,3,3,3,2,3,3,3,2,4,5,1,5,1,1.050597806,68000030
38,2,1,2,1,2,4,5,6,3,5,3,4,3,2,2,3,2,2,5,3, ,0,0,0,0,0,0,0,0,2,2,2,3,2,3,3,4,3,2,5,1,6,1,1.216976095,65000050
39, ,1,2,1,3,4,6,6,5,5,6,3,3,5,7,8,3,7,5,3, ,0,0,0,0,0,0,0,0,4,2,2,4,2,2,2,3,3,3,5,1,6,1,1.225704963,68000010
20,2,1,2,1,3,6,6,6,5,6,5,8,5,6,6,5,5,5,5,3, ,0,0,0,0,0,0,0,0,2, , ,2, , ,3, , ,5,15,2,6,1,1.713795979,10018010
16,1, ,2,1,2,5,5,6,6,5,7,8,8,8,8,9,10,6,5,3, ,0,0,0,0,0,0,0,0, , , , , , , , , ,5,15,2,6,1,1.070431205,68000060
36,2,1,6,2,2,8,6,5,8,5,5,6,5,9,9,7,3,7,7,3, ,0,0,0,0,0,0,0,0, , , , ,3,3,3,2,3,2,15,2,6,1,1.070431205,68000100
32,1,6,2,2,4,9,3,9,8,5,6,9,5,9,8,8,5,8,10,3, ,0,0,0,0,0,0,0,0,3,2,3,3,4,3,4,3,3,2,5,2,6,1,1.713795979,10018010
38,1,6,2,1,2,5,7,5,5,6,8,8,9,5,7,3,7, ,5,3, ,0,0,0,0,0,0,0,0,2,1,2,2,3,3,3,2,3,2,5,2,6,1,1.070431205,68000040
86,1,5,2,5,4,8,6,5,8,9,10,8,10,6,10,2,5,3,6,3, ,0,0,0,0,0,0,0,0,3,4,4,4,1,4,4,4,2,1,15,1,1,2,1.525487389,68000040
88,1,2,4,3,4,6,5,6,7,7,8,6,9,10,7,6,8,5,8,3, ,0,0,0,0,0,0,0,0,3,2,4,3,1,2,3,4,4,1,5,1,1,2,3.211354199,63000040
87,1,2,6,4,1,5,5,6,3,4,10,7,4,9,10,8,5,7,10,3, ,0,0,0,0,0,0,0,0,3,3,3,4,1,3,4,4,2,1,5,2,1,2,1.322749303,65000010
40,1,4,5,2,4,5,6,6,4,7,5,8,5,7,4,6,4,7,4,3, ,0,0,0,0,0,0,0,0,2,1,2,2,2,3,3,3,2,2,5,1,5,2,.595885141,65000030
35,1,2,2,2,4,7,6,6,7,8,7,8,6,6,6,7,6,5,6,3, ,0,0,0,0,0,0,0,0,2,2,3,3,3,3,4,2,3,2,5,1,6,2,.700190006,68000020
28,1,2,2,3,2,8,6,5,6,8,8,5,4,7,5,7,8,8,6,3, ,0,0,0,0,0,0,0,0,2,2,3,4,2,2,3,3,2,2,5,2,6,2,.758181076,10004010
66,1,2,2,1,4,6,7,4,6,8,7,3,5,4,5,3,2,0,4,2, ,0,0,0,0,1,0,1,0,1,1,3,3,1,1,3,3,2,2,5,2,3,3,.596837413,65000020
48,1,2,3,1,2,8,6,6,8,6,8,7,6,6,8,6,10,9,7,3, ,1,0,0,0,0,0,0,0,1,1,1,1,1,4,3,3,1,1,5,1,5,3,.448011387,65000070
39,2,2,2,1,2,6,6,5,7,8,8,7,8,8,6,6,7,8,7,2, ,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,1,1,5,2,6,3,.967820482,63000060
66,2,1,2,1,4,3,3,8,3,6,4,5,3,2,3,3,4,2,3,3, ,0,0,0,0,0,0,0,0,3,3,3,3,2,2,3,3,4,5,15,2,3,1,1.358964129,10009050
48,1,6,2,2,2,6,5,6,6,5,6,4,3,5,3,4,3,2,3,3, ,0,0,0,0,0,0,0,0,3,1,3,3,2,4,3,4,3,2,5,2,5,1,.890868952,10009190
35,1,6,2,4,3,8,7,5,5,7,7,5,8,8,7,8,6,8,7,3, ,0,0,0,0,1,0,0,0, ,2,3,3,2,4,4,2,2,2,15,2,6,1,1.00851551,10008030
50,1,2,4,3,4,7,6,5,6,6,7,8,7,8,7,6,7,7,7,3, ,0,1,1,0,0,0,0,0,2,3,3,3,3,3,3,2,3,2,15,1,4,3,.486712095,10009020
51,2,2,2,1,2,5,6,5,5,6,5,6,7,7,6,6,3,8,5,2, ,0,0,0,0,0,0,0,0,2,2,2,2,4,3,2,4,1,5,5,2,4,3,.412443305,10008020
47,1,4,4,3,2,10,6,6,10,5,10,10,10,10,10,10,5,5,3,3, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,4,2,5,1,5,1,1.122611419,10020020
18,2,1,2,5,5,6,6,5,8,8,8,9,9,8,8,7,5,8,10,3, ,0,1,0,0,0,0,0,0,4,4, ,4,4,4,4,4,1,5,5,1,6,1,1.772020815,64000120
35,1,6,4,4,2,5,6,5,6,6,7,5,7,6,8,10,10,6,6,3, ,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,5,2,6,1,1.547539118,64000020
