v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v41,vI1,sexgp,agegp,edugp,weight,t
76,1,5,2,3,4,10,0,0,8,10,9,9,9,9,9,7,8,8,8,1,8,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,3,1,1,45,2,2,3,1.933050376, 
69,1,6,6,6,2,7,0,0,5,6,5,4,5,9,7,5,6,2,6,1,7,0,0,0,0,0,0,1,0,1,1,2,3,2,3,4,4,1,2,45,1,3,3,.995107487,64000120
66,1,5,6,5,2,8,0,0,3,8,5,5,2,10,0,5,2,8,7,1,6,0,0,0,0,1,0,1,0,1,1,1,3,2,1,3,4,1,2,45,1,3,3,.761994697,67000210
62,1,2,6,6,4,7,0,0,7,7,8,9,7,8,8,7,7,8,7,1,7,0,0,0,0,0,0,1,0,3,2,3,3,3,3,4,4,1,2,45,2,3,3,.563769249,10010010
54,1,2,2,4,4,5,0,0,6,9,7,7,5,6,9,7,7,7,6,1,6,1,0,0,0,0,0,1,0,1,2,3,3,1,3,3,4,1,1,45,1,4,3,.554922649,67000360
47,1,5,5,4,4,8,0,0,10,10,10,7,9,5,9,8,9,10,8,3, ,0,0,0,0,0,0,0,0,1,1,2,1,1,2,4,4,1,2,45,1,5,2,.600159179,68000040
70,1,1,2,1,3,8,0,0,8,8,8,9,8,7,9,7,7,8,9,3, ,0,0,0,0,0,0,1,0,2,2,2,3,2,2,4,3,2,2,45,2,2,3,2.357280109,63000120
36,1,6,6,4,2,10,0,0,9,10,10,7,7,9,8,9,10,10,6,3, ,0,0,1,0,0,0,0,0,3,2,3,3,2,3,4,2,2,2,45,2,6,3,.456469037,65000130
39,1,5,6,4,4,8,0,0,8,7,8,7,8,9,9,8,8,8,7,3, ,0,0,0,0,0,0,0,0,2,2,2,3,1,2,3,2,4,1,45,2,6,2,.603993528,10007010
53,2,1,3,2,2,9,0,0,5,5,5,5,5,8,6,5,5,7,9,1,8,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,1,2,55,1,4,1,1.158796739,65000100
67,1,4,2,4,4,10,0,0,10,10,10,10,10,10,10,10,10,10,10,1,10,0,0,0,0,0,0,1,0,3,1,4,4,2,3,4,4,3,2,55,1,3,2,1.927259566,63000110
65,1,2,2,3,4,5,0,0,5,3,5,5,3,10,5,10,5,10,3,1,10,0,0,0,0,0,0,0,0,1,1,2,3,1,4,1,1,1,1,55,1,3,2,.915504793,68000100
52,1,3,3,4,2,7,0,0,7,7,7,8,7,7,9,9,8,8,8,1,8,0,0,0,0,0,0,0,0,2,2,2,3,2,3,3,4,2,2,55,1,4,2,.661968353,65000110
51,1,1,1,1,1,9,0,0,6,6,7,6,7,3,2,6,7,6,8,1,7,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,3,1,1,55,2,4,2,1.225726368,63000060
42,1,2,2,2,2,5,0,0,5,5,5,5,5,5,5,5,5,5,5,1,5,0,0,0,0,0,0,1,0,2,1,3,2,2,2,3,3,2,2,55,1,5,2,1.263415033,63000020
39,1,4,2,4,4,8,0,0,10,6,7,7,7,8,8,5,5,8,7,1,7,0,0,0,0,0,0,0,0,1,2,2,2,1,2,3,2,1,3,55,2,6,2,.553865343,10002080
75,1,4,2,3,4,9,0,0,9,8,8,9,9,7,8,6,7,8,8,1,9,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,3,2,2,55,1,2,3,1.282208901,68000040
66,1,3,5,6,4,9,0,0,8,8,9,8,8,9,9,5,10,8,6,1,9,1,0,0,0,0,0,1,0,1,3,3,3,1,3,3,4,1,2,55,2,3,3,.601118281,68000070
56,1,3,2,2,4,8,0,0,8,8,8,7,7,8,9,8,8,9,7,1,9,0,0,0,0,0,0,1,0,2,2,3,3,3,3,4,4,4,2,55,1,4,3,.497695512,65000010
56,1,2,4,3,4,8,0,0,7,8,7,7,7,7,8,8,8,8,7,1,8,0,0,0,0,0,0,0,0,2,3,3,3,2,3,3,3,3,1,55,2,4,3,.434646855,65000040
47,1,6,6,4,4,10,0,0,10,10,10,10,10,10,10,10,10,10,5,1,10,1,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,55,2,5,3,.356928505,10002040
49,1,4,2,4,4,9,0,0,9,9,9,9,8,9,8,9,9,9,9,1,8,0,0,0,0,0,0,0,0,2,2,2,3,1,3,4,1,1,1,55,2,5,3,.391256773,65000030
81,1,4,2,2,2,4,0,0,10,8,9,10,8,9,10,10,8,6,9,1,10,0,0,0,0,0,0,0,0,2,1,2,2,2,1,1,3,1,2,55,1,1,2,2.000974941,10005050
60,1,2,3,4,4,10,0,0,6,10,8,10,10,5,10,10,5,10,8,1,10,0,0,1,0,0,0,0,0,1,1,1,3,1,2,3,3,1,2,55,1,3,2,.904282618,10007120
58,1,5,5,4,4,10,0,0,10,10,9,10,10,10,10,10,10,10,9,1,10,0,0,0,0,0,0,0,0,3,4,4,4,3,4,4,4,4,2,55,2,4,2,.548577211,10008020
74,1,3,3,3,4,10,0,0,10,10,10,9,10,9,8,8,9,10,7,1,9,0,0,0,0,0,0,0,0,3,2,3,3,2,2,3,2,2,2,55,1,2,3,1.244982666,10009020
50,1,3,5,3,3,10,0,0,10,10,10,10,10,10,10,10,10,10,10,1,10,0,0,0,0,0,0,0,0,1,3,4,1,1,4,4,4,3,2,55,1,4,3,.669303876,66000090
56,1,4,5,4,4,10,0,0,9,9,8,9,9,10,9,8,9,8,8,1,10,0,0,0,0,0,0,0,0,1,1,1,2,1,3,4,4,1,2,55,2,4,3,.584515668,66000270
46,1,4,4,6,4,8,0,0,8,5,5,9,9,9,5,5,3,5,5,1,9,0,0,0,0,0,0,0,0,2,2,3,2,1,3,3,2,1,2,55,2,5,3,.52616443,66000240
36,1,5,2,2,4,7,0,0,8,7,8,9,5,9,8,6,5,5,7,1,8,1,0,0,0,0,0,0,0,2,1,1,3,2,3,3,4,2,2,55,1,6,3,.702907413,66000280
52,1,3,5,4,4,5,0,0,8,8,7,5,8,8,8,5,5,8,8,1,8,1,0,0,0,0,0,0,0,3,3,3,3,3,4,3,3,3,2,55,1,4,1,1.687306719,64000170
73,1,5,5,3,4,10,0,0,10,10,10,7,7,7,10,10,7,7,10,1,10,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,55,1,2,2,2.46555767,64000170
67,1,5,6,4,2,9,0,0,10,8,9,8,8,10,10,9,8,10,8,1,10,0,0,0,0,0,0,0,0,3,3,3,3,2,3,4,3,2,2,55,1,3,2,1.323559584,64000150
48,1,2,5,3,4,9,0,0,8,7,8,7,7,9,8,8,8,9,8,1,7,0,0,0,0,0,0,0,0,2,2,4,2,2,3,4,4,4,1,55,1,5,2,.664402537,67000340
75,1,3,2,1,4,9,0,0,9,9,9,9,9,9,9,9,9,9,9,1,9,0,0,0,0,0,0,0,0,1,1,3,3,1,1,4,4,1,2,55,1,2,3,1.370098382,10020010
67,1,2,5,4,4,9,0,0,8,8,9,7,8,9,9,6,7,7,8,1,9,0,0,0,0,0,0,1,0,2,2,2,3,2,3,3,3,2,2,55,2,3,3,.563769249,10010150
57,1,4,4,4,2,10,0,0,9,8,8,8,9,9,10,9,8,10,10,1,10,1,0,1,0,1,0,1,0,3,2,3,4,2,3,4,4,4,2,55,2,4,3,.755704496, 
57,1,2,2,2,4,8,0,0,8,10,9,8,7,8,9,9,8,6,7,1,8,0,0,0,0,0,0,0,0,3,3,3,4,2,3,3,3,3,2,55,2,4,3,.632882829,64000050
58,1,3,2,4,4,7,0,0,7,7,8,7,7,8,8,7,7,8,7,1,7,0,0,0,0,0,0,0,0,2,3,3,3,1,2,2,3,3,1,55,2,4,3,.632882829,64000080
80,1,6,6,5,2,9,0,0,9,9,9,8,9,9,9,9,9,7,9,1,9,0,0,0,0,0,0,0,0,1,1,1,3,1,2,3,3,1,1,55,1,1,3,1.789497617,10015010
65,1,6,4,3,4,8,0,0,10,10,8,8,8,8,8,7,8,9,9,1,10,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,1,55,1,3,3,1.073947682,10015040
42,1,2,2,4,4,8,0,0,6,5,8,8,8,8,8,8,8,8,6,3, ,0,0,0,0,0,0,0,0,3,2,1,3,2,2,3,3,1,2,55,2,5,1,1.931474121,63000120
54,1,3,6,2,4,10,0,0,10,7,8,7,5,7,7,5,7,7,7,3, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,4,2,2,55,2,4,2,.578109418,65000090
42,1,2,4,1,4,10,0,0,5,5,5,5,5,7,8,7,5,8,7,3, ,0,0,0,0,0,0,1,0,1,3,3,3,2,3,3,4,3,2,55,1,5,3,.448011387,65000060
50,1,2,6,6,4,10,0,0,10,8,8,8,8,8,8,8,8,9,3,3, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,4,2,55,1,4,2,.65854383,10007080
70,1,5,3,3,3,6,0,0,7,5,7,3,5,5,3,5,6,3,5,3, ,0,0,0,0,0,0,1,0,2,2,2,2,1,2,3,4,2,2,55,2,2,3,1.495158806,66000070
51,1,2,2,3,2,8,0,0,8,8,5,8,5,7,7,8,7,5,7,3, ,0,0,0,0,0,0,0,0,2,2,3,4,1,3,3,1,1,2,55,2,4,3,.632882829,64000050
72,1,4,3,4,4,0,0,0,7,7,7,7,7,7,7,5,7,7,7,1,8,0,0,0,0,1,0,0,0,1,1,1,1,2,1,3,3,1,1,65,2,2,2,1.478771971,65000130
69,1,5,6,3,4,8,0,0,7,7,7,7,5,7,7,8,6,6,8,1,8,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,2,2,65,1,3,2,.908985019,65000020
50,1,2,2,5,4,8,0,0,8,8,9,7,8,8,8,9,8,7,10,1,9,0,0,0,0,0,0,0,0,3,2,3,3,3,2,3,3,2,2,65,1,4,2,.603888267,10002010
58,1,2,4,4,4,8,0,0,8,7,6,8,8,8,8,6,6,8,8,1,7,0,0,0,0,0,0,1,0,2,3,3,3,2,2,3,4,2,2,65,2,4,2,.578109418,65000140
49,1,5,2,3,4,7,0,0,8,8,8,10,7,8,8,7,8,10,10,1,8,0,0,0,0,0,0,0,0,1,1,3,3,2,4,4,2,3,1,65,2,5,2,1.103364119,63000040
33,1,6,5,3,5,10,0,0,8,8,10,8,8,8,8,8,10,10,8,1,8,0,0,0,0,0,0,0,0,2,2,2,3,2,3,3,3,2,2,65,1,6,2,.695203597,65000080
68,1,2,5,4,4,7,0,0,5,8,5,7,7,6,6,6,7,3,7,1,7,0,0,0,0,0,0,1,0,2,2,2,2,1,1,2,4,1,2,65,1,3,3,.683412979,65000060
68,1,3,3,4,4,9,0,0,10,9,9,8,8,9,9,8,8,8,10,1,9,0,0,0,0,0,0,1,0,3,3,3,3,2,2,3,4,2,2,65,2,3,3,.745322362,10004010
60,1,5,6,3,4,10,0,0,8,6,7,8,8,8,8,5,5,8,6,1,8,0,0,0,0,0,0,0,0,2,1,1,3,1,1,2,3,1,5,65,2,3,3,.544471815,10002080
52,1,6,6,6,4,10,0,0,5,7,5,5,5,5,7,7,3,4,5,1,8,0,0,0,0,1,0,1,0,1,2,3,2,1,2,2,1,2,2,65,2,4,3,.921552381,63000010
56,1,6,6,5,4,10,0,0,9,9,9,8,9,9,9,9,8,9,9,1,9,0,0,1,0,0,0,1,0,2,2,2,2,1,2,3,2,2,1,65,2,4,3,.396511607,10002090
49,1,3,5,1,4,9,0,0,8,9,8,7,7,8,10,8,8,10,8,1,10,0,0,0,0,0,0,0,0,2,1,1,3,1,1,4,4,2,6,65,2,5,3,.391256773,65000170
70,1,6,3,4,4,10,0,0,5,0,8,8,8,8,10,10,10,10,8,1,8,0,0,0,0,0,0,0,0,3,2,2,3,1,2,4,4,2,2,65,1,2,3,1.2664917,10007040
60,1,3,5,5,4,6,0,0,10,8,7,7,6,4,3,5,8,4,6,1,7,0,0,0,0,0,0,0,0, ,1,3,3,2,3,3,4,2,2,65,1,3,3,.668331047,10009010
77,1,2,2,2,4,10,0,0,10,10,10,10,10,10,10,10,10,10,10,1,10,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,65,2,2,3,1.618879333,64000090
61,1,2,2,6,4,10,0,0,8,8,9,6,7,9,10,8,9,8,7,1,8,0,0,0,0,0,0,1,0,2,2,2,2,2,2,4,4,2,2,65,1,3,3,.787876706,10013040
40,1,3,5,6, ,10,0,0,5,5,7,10,7,7,10,10,10,10,8,1,8,0,0,0,0,0,0,0,0,2,2,3,3,2,3,3,3,2,2,65,1,5,3,.652342726,64000020
46,1,4,2,4,4,9,0,0,10,9,9,7,9,9,9,9,10,9,8,1,8,0,0,0,0,0,0,1,0,3,1,2,2,2,3,4,3,2,2,65,1,5,3,.652342726,64000140
50,1,2,2,2,2,10,0,0,5,8,6,9,8,5,7,3,8,9,5,1,9,0,0,0,0,0,0,0,0,2,2,3,3,2,4,3,3,2,2,65,1,4,2,.899540972, 
57,1,5,5,3,4,10,0,0,5,8,8,8,10,10,10,8,8,8,8,3, ,0,0,0,0,0,0,0,0,3,2,3,3,2,3,3,3,2,2,65,2,4,2,.582255958,68000020
40,1,2,2,2,2,10,0,0,10,8,8,10,6,5,10,10,10,10,8,3, ,0,1,0,1,0,0,0,0,3,1,2,1,2,3,3,3,1,5,65,2,5,2,.520397705,65000040
39,1,6,5,3,4,10,0,0,10,8,8,8,8,9,9,9,8,10,9,3, ,0,0,0,0,0,0,1,0,1,1,1,3,1,2,3,2,1,2,65,2,6,3,.459743101,68000020
61,1,5,5,5,2,8,0,0,9,8,8,6,7,7,8,8,8,9,8,3, ,0,0,0,0,0,0,0,0,1,1,2,2,1,2,3,2,1,2,65,2,3,3,.802630492,66000040
40,1,5,3,2,2,10,0,0,10,8,10,8,8,10,10,9,10,8,8,3, ,0,0,1,0,0,0,0,0,2,2,2,2,1,4,4,4,2,2,65,1,5,3,.499525633,67000320
40,1,2,2,6,2,10,0,0,10,10,10,5,10,5,5,10,10,10,5,3, ,0,0,0,0,0,0,0,0,2,2,1,1,1,3,3,3,1,2,65,2,5,3,.451062692,10013010
34,1,5,4,1,4,7,0,0,7,7,7,7,7,7,7,8,8,8,6,3, ,0,0,0,0,0,0,0,0,2,1,2,3,2,3,3,3,3,2,65,1,6,3,.493723561,10010130
73,1,2,2,3,2,5,0,0,5,5,5,8,7,7,10,2,5,5,5,1,7,0,0,0,0,0,0,1,0,3,3,3,2,2,2,3,3,1,2,75,1,2,2,1.693278498,65000060
72,1,6,6,4,4,10,0,0,10,10,10,10,10,10,10,5,6,2,10,1,7,0,0,0,0,0,0,0,0,1,1,1,2,2,1,2,3,4,2,75,2,2,2,1.489378593,68000050
64,1,4,2,4,2,10,0,0,10,9,9,9,7,9,9,9,9,7,10,1,9,0,0,1,0,0,0,1,0,1,1,3,1,2,2,3,4,1,2,75,1,3,2,.915504793,68000020
59,1,2,5,1,4,10,0,0,10,8,8,8,5,8,8,8,8,8,5,1,10,0,0,0,0,0,0,1,0,2,1,1,4,1,3,4,2,2,2,75,1,4,2,.661968353,65000070
52,1,2,2,2,2,10,0,0,10,10,7,8,8,5,6,10,10,8,7,1,8,0,0,0,0,0,0,0,0,2,2,2,2,2,1,3,3,2,3,75,1,4,2,.661968353,65000010
46,1,2,2,3,4,10,0,0,9,8,8,7,6,8,8,5,8,7,8,1,8,0,0,0,0,0,0,1,0,2,3, ,2,3,3,3,4,2,2,95,1,5,2,.744133178,10004010
78,1,6,5,4,2,8,0,0,8,8,9,8,8,9,10,7,10,10,10,1,9,0,0,0,0,0,0,0,0,2,1,1,3,1,2,3,4,1,1,95,2,2,3,1.111802656,65000020
64,1,3,5,5,4,8,0,0,7,8,7,8,7,7,8,5,7,7,7,1,9,0,0,0,0,0,0,1,0,3,3,3,4,2,3,4,3,2,2,95,1,3,3,.683412979,65000040
62,1,2,5,4,4,8,0,0,9,9,8,9,7,8,9,7,8,10,10,1,10,0,0,0,0,0,0,0,0,2,3,3,4,2,3,3,3,1,1,85,1,3,3,1.448994399,63000030
64,1,2,2,4,4,9,0,0,8,8,8,7,8,8,8,7,8,10,7,1,9,0,0,0,0,0,0,1,0,1,3,2,2,1,3,4,3,1,2,95,1,3,3,.688314818,68000020
61,1,2,6,6,4,10,0,0,8,9,8,6,9,8,10,6,8,9,9,1,8,0,0,0,0,0,0,1,0,1,3,3,3,2,3,4,3,2,5,75,2,3,3,.596837413,65000040
51,1,4,6,6,4,9,0,0,9,10,10,9,9,9,10,10,8,10,9,1,10,0,0,0,0,0,0,1,0,3,2,3,3,2,3,4,4,1,2,85,1,4,3,.497695512,65000060
52,1,5,3,4,4,10,0,0,8,7,7,7,7,7,8,7,7,9,9,1,8,0,0,0,0,0,0,1,0,1,1,3,3,1,3,3,2,3,3,95,1,4,3,.497695512,65000230
55,1,5,5,3,4,10,0,0,9,10,9,9,9,9,10,9,9,9,9,1,9,0,1,0,0,0,0,0,0,1,1,3,1,1,1,3,1,3,2,85,1,4,3,.454028472,10002080
51,1,4,2,4,4,8,0,0,8,8,9,5,8,6,10,7,8,10,5,1,8,0,0,0,0,0,0,1,0,2,2,3,4,2,3,4,4,3,3,85,2,4,3,.434646855,65000010
56,1,2,5,6,4,8,0,0,8,8,8,9,8,8,8,6,6,6,6,1,8,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,4,2,2,85,2,4,3,.434646855,65000150
47,1,6,4,4,3,10,0,0,10,8,10,9,8,9,9,8,8,8,10,1,9,0,0,0,0,0,0,1,0,1,1,1,1,1,3,2,2,1,2,75,2,5,3,.829555322,63000110
45,1,3,4,3,4,8,0,0,7,7,7,5,6,8,8,8,8,9,8,1,8,0,0,0,0,0,0,1,0,2,1,2,3,1,2,3,3,1,3,85,2,5,3,.829555322,63000030
46,1,2,3,4,4,9,0,0,7,8,7,6,7,8,8,6,6,8,8,1,7,0,0,0,0,0,0,1,0,1,2,1,1,2,2,3,3,1,2,95,2,5,3,.829555322,63000100
53,1,5,3,4,4,10,0,0,5,8,8,8,7,8,8,8,7,8,8,1,10,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,1,95,2,4,2,.777444974,66000030
68,1,5,4,3,4,10,0,0,9,10,8,8,8,8,9,9,9,9,7,1,8,0,0,1,0,0,0,1,0,3,3,3,3,3,3,3,4,3,2,95,2,3,3,.802630492,66000020
 ,1,4,5,6,4,8,0,0,9,9,10,8,8,9,7,6,9,9,7,1,9,0,1,1,0,0,1,1,0,2,1,3,4,1,3,4,3,2,2,75,2,3,3,.593749827,10007010
58,1,4,4,5,4,9,0,0,8,8,9,8,8,8,9,8,8,9,7,1,7,0,0,0,0,0,0,1,0,1,2,2,2,1,2,3,4,3,3,85,1,4,3,.669303876,66000060
55,1,3,4,5,4,8,0,0,6,5,7,8,7,8,9,8,4,6,7,1,8,0,0,0,0,0,0,1,0,1,1,1,2,2,2,3,1,1,2,95,1,4,3,.669303876,66000270
55,1,2,3,5,4,9,0,0,9,9,10,10,10,9,10,9,10,9,8,1,9,0,0,0,0,0,0,1,0,2,3,3,4,2,4,4,4,3,1,95,2,4,3,.584515668,66000040
40,1,4,2,3,4,10,0,0,9,8,9,10,9,7,8,8,8,9,8,1,10,0,0,0,0,0,0,0,0,2,2,3,3,2,2,2,1,2,2,75,1,5,3,.60248837,66000080
41,1,6,4,6,4,10,0,0,9,8,9,9,8,10,10,8,8,9,5,1,9,1,0,1,0,0,0,0,0,3,3,2,4,2,3,4,4,4,2,95,2,5,3,.52616443,66000050
37,1,2,2,3,1,8,0,0,8,6,7,8,7,5,8,7,8,5,6,1,9,0,0,0,0,1,0,0,0,1,1,2,2,3,3,3,3,1,2,95,1,6,3,.702907413,66000020
57, ,2,2,3,1,8,0,0,10,8,9,8,7,8,9,10,8,7,7,1,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,1,2,85,1,4,2,.738084278,67000330
62,1,6,4,5,4,9,0,0,9,9,9,9,9,9,9,8,8,9,9,1,9,0,0,0,0,0,0,0,0,1,3,3,4,3,1,4,4,3,2,85,1,3,3,.761994697,67000320
68,1,2,6,2,4,8,0,0,8,7,8,8,9,9,9,8,7,10,8,1,10,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4,3,2,75,2,3,3,.869046091,64000080
54,1,3,6,5,2,10,0,0,8,9,8,9,8,10,10,5,3,3,7,1,3,0,0,0,0,0,0,1,0,3,1,3,4,1,1,4,4,1,2,85,1,4,3,.724687042,64000050
57,1,6,6,5,2,7,0,0,9,9,9,8,8,10,8,9,7,9,5,1,10,0,0,0,0,0,0,1,0,2,1,2,4,1,3,3,4,2,2,85,1,4,3,.724687042,64000250
49,1,2,4,3,4,10,0,0,9,9,8,8,8,7,8,7,8,8,8,1,8,0,0,0,0,0,0,1,0,1,3,4,4,3,4,4,4,2,2,85,1,5,3,.499525633,67000280
47,1,4,6,6,4,9,0,0,10,8,9,10,9,8,10,8,9,9,9,1,9,0,1,0,0,0,0,0,0,3,3,3,1,3,4,4,3,3,1,95,2,5,3,.680263758, 
52,1,4,5,6,4,10,0,0,10,10,6,10,6,8,10,8,10,10,8,1,10,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,2,2,95,1,4,3,.676312549, 
47,1,2,4,6,2,5,0,0,7,7,7,9,8,8,7, ,8,9,8,1,7,0,0,0,0,0,0,0,0,2,2,2,3,2,2,3,2,2,2,75,2,5,3,.538387163,10014010
59,1,4,2,2,4,9,0,0,8,10,10,5,5,0,10,10,10,5,10,3, ,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,1,2,85,1,4,2,.661968353,65000010
49,1,3,4,3,4,9,0,0,10,10,10,10,10,10,8,10,10,10,8,3, ,0,0,0,0,0,0,0,0,2,2,2,3,2,3,4,4,2,2,95,2,5,2,.520397705,65000080
72,1,6,6,3,4,8,0,0,8,9,8,7,7,8,7,7,8,8,7,1,7,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,2,125,2,2,3,1.111802656,65000050
71,1,4,4,2,4,8,0,0,8,7,8,8,8,7,7,2,8,8,8,1,8,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,3,1,2,125,2,2,3,1.111802656,65000030
66,1,2,4,4,2,9,0,0,10,9,8,9,9,7,7,5,8,6,4,1,10,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,2,2,2,125,2,3,3,.601118281,68000020
56,1,2,5,4,2,8,0,0,7,9,9,6,9,9,10,5,10,9,8,1,10,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,1,2,250,2,4,3,.434646855,65000110
48,1,3,2,4,4,6,0,0,5,7,6,8,7,9,7,6,8,9,9,1,9,0,0,0,0,0,0,0,0,3,2,1,4,1,1,1,2,2,1,175,1,5,3,.448011387,65000170
47,1,2,4,3,4,7,0,0,7,8,7,8,7,8,9,7,6,8,8,1,7,0,0,0,0,0,0,0,0,2,2,3,3,2,2,3,4,2,2,125,1,5,3,.949888297,63000100
49,1,6,4,3,4,10,0,0,8,10,8,7,8,7,8,7,7,7,7,1,7,1,0,0,0,0,0,1,0,1,2,3,2,2,2,4,4,3,2,175,1,5,3,.949888297,63000030
48,1,5,6,6,4,8,0,0,8,8,8,8,6,8,10,8,8,10,10,1,8,0,0,0,0,0,0,0,0,2,1,2,2,2,3,3,3,2,2,250,1,5,1,1.402788537,66000190
60,1,1,2,2,4,9,0,0,10,9,9,7,8,3,7,8,6,5,8,1,9,0,0,0,0,0,0,0,0,2,2,2,3,2,2,3,3,3,2,125,1,3,2,1.222408444,66000210
69,1,6,6,3,4,5,0,0,5,5,7,7,7,7,10,10, ,5,5,1,10,0,0,0,0,0,0,0,0,3,3,3,3,3,1,3,3,4,2,125,1,3,3,.919057827,66000020
60,1,5,5,6,2,10,0,0,7,9,9,8,8,8,8,8,8,10,10,1,9,1,0,1,0,1,0,0,0,1,1,4,4,1,4,4,4,4,2,125,2,3,3,.788484144,10005040
50,1,6,6,3,4,10,0,0,10,8,8,7,7,8,10,5,10,10,7,1,10,0,0,0,0,0,0,0,0,3,3,3,3,1,3,3,4,3,2,175,1,4,3,.472271178,10008030
53,1,4,4,4,4,9,0,0,9,9,9,8,8,8,9,8,8,8,9,1,9,0,0,0,0,0,0,0,0,2,2,3,3,2,3,3,2,3,2,175,2,4,3,.584515668,66000070
46,1,5,5,3,4,10,0,0,10,5,8,7,5,5,5,9,8,8,8,1,8,1,0,1,0,1,0,1,0,1,1,1,1,1,3,3,3,1,2,125,1,5,3,.591869523,10005050
53,1,6,6,4,1,5,0,0,5,5,8,8,9,8,9,3,7,10,9,1,9,1,0,0,0,0,0,0,0,1,2,1,1,1,2,3,3,2,3,125,1,4,1,2.01475726, 
55,1,4,3,2,4,8,0,0,8,8,10,9,10,9,10,8,10,10,9,1,10,0,0,1,0,0,0,1,0,1,1,2,3,2,3,3,3,3,2,125,2,4,2,.841776536,64000050
48,1,2,2,6,2,10,0,0,10,10,10,10,10,10,10,10,10,10,10,1,10,0,0,0,0,0,0,0,0,3,1,3,3,1,2,3,2,2,2,125,1,5,2,.664402537,67000070
47,1,3,3,2,2,6,0,0,8,7,8,9,7,7,9,7,8,6,7,1,8,0,0,0,0,0,0,0,0,2,3,3,3,1,1,4,4,1,2,125,2,5,2,.580235236,67000010
72,1,3,3,5,4,10,0,0,10,10,10,10,10,10,10,10,10,10,8,1,10,0,0,0,0,0,0,0,0,3,3,3,3,2,2,3,3,3,1,125,2,2,3,1.239642433,67000280
63,1,2,4,4,4,7,0,0,9,8,5,5,6,8,8,5,8,6,5,1,8,0,0,0,0,0,0,1,0,2,2,3,2,1,3,3,4,4,2,175,1,3,3,.995107487,64000170
68,1,4,3,4,4,6,0,0,7,8,8,5,6,8,10,3,6,8,7,1,7,0,0,0,0,0,0,0,0,1,1,3,3,1,1,1,1,1,2,175,1,3,3,.995107487,64000020
55,1,2,2,4,2,7,0,0,8,5,7,7,7,5,7,5,7,2,8,1,8,0,0,1,0,1,0,1,0,2,1,1,3,1,1,3,4,1,2,250,1,4,3,.554922649,67000340
45,1,6,6,6,2,10,0,0,10,10,10,6,10,10,10,10,10,10,10,1,10,1,0,0,0,0,0,0,0,1,1,2,3,1,1,3,3,1,2,350,1,5,3,.499525633, 
34,1,4,4,5,4,8,0,0,8,5,7,6,7,8,7,6,8,8,9,3, ,0,0,0,0,0,0,0,0,2,2,2,3,1,3,2,3,1,2,125,1,6,2,.695203597,65000020
57,1,5,5,2,4,10,0,0,10,10,10,10,10,9,9,6,10,10,8,3, ,0,0,0,0,0,0,0,0,2,3,3,3,3,2,3,4,3,2,350,1,4,3,.497695512,65000170
53,1,6,6,2,2,10,0,0,5,5,6,6,4,7,8,7,8,7,7,3, ,1,0,0,0,0,0,1,0,1,2,3,3,2,3,4,4,1,2,125,2,4,3,.921552381,63000030
44,1,6,3,6,2,9,0,0,8,8,8,8,8,8,7,7,8,7,7,3, ,0,1,0,0,0,0,1,0,1,2,3,3,1,2,3,1,4,2,125,1,5,3,.448011387,65000060
41,1,1,6,2,4,10,0,0,10,10,10,10,8,10,10,9,9,10,10,3, ,0,0,0,0,0,0,0,0,3,3,3,4,2,2,3,2,2,2,125,2,5,3,.829555322,63000050
42,1,6,6,3,2,10,0,0,10,10,10,7,8,8,8,6,8,8,5,3, ,0,0,0,0,0,0,0,0,1,2,2,3,1,2,3,2,1,2,350,2,5,2,.580235236,67000310
43,1,2,5,3,4,10,0,0,10,8,10,8,9,8,10,10,5,10,8,1,10,0,0,0,0,0,0,0,0,1,1, ,3,2,3,3,2,1,2, ,1,5,1,1.302628888,10004050
