"v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v41","vI1","sexgp","agegp","edugp","weight","t"
58,1.04,4,3,5,2,5,5,4,4,6,6,7,6,6.095,5,4,2,3,4,1.03,5,0,0,0,0,0,0,0,0.02,1,1,2,2,2,2,3,3,2,2,45,1.38,4,3,0.497695512,65000010
59,1.06,2,5,1,4,5.68,5,5,6,7,6.29,6.28,6,7,5,8,5,5,7,1,6,0,0,0,0,0,0,0,0,1,1,1,2,1.52,3,4,4,1,2,45,2,4,3,0.59240847484,68000010
56,1.06,2,2,1,3.25,7,5,5,7,6,6,5,5,8,6,6,6,6,7,1,8,1,0,1,0,0,0,0,0.00999999999999994,2,2,2,2.46,2,3,3,3,2,2,45,1.32,4.17,2,0.647359674,10009200
57,1,6,4,1,2,5.51,5,5,7,7,5,7,3,3,5.26,3,3,6,5.32,1,5.57,0,0,0.09,-4.69069227904129e-17,0,0,0,0,1,1,1,2,2,2,3,2,1.47,2,45,1,3.91,2,0.65854383,10007110
77,1,3,3,3,2,7,5,5,8,8,7,6,7,7,5,5,4,3,6,1,6.48,0,-5.01682029252493e-17,0,0.02,0,0,1,0,2,2,3,3,2,2,3,3.1,2,2,45,2,2,3,1.495158806,66000030
64,1,1,3.93,6,4,7,7,3.53333333333333,8,8,7.65,7,7,7.44,8,7,8,7,9,1,8,0.26,0,1,0,0,0,1,0,3,3,3,3.18,2,2.89,3,4,2,2.01,45,2,3,3,0.593749827,10007190
64,1,2,5,3,3.01,3,5,4,4,7,5,5.44,4,6,6,7,4.45,3,6,1.09,5,0,0,0,0,0,0,0,-4.91100216049034e-17,2,2,3,1,2,4,4,4,1,2,45,2,3,3,0.593749827,10007010
57,1,3.15,2,4,2,6,6,4,3,5,6,5,5,7,7,8,5,8,5,1,7,1,1,0,0,0.15,0,1,0,1.96,2,2,2.57,2,3,3,4,3,2,45,1.26,4,3,0.669303876,66000270
56,1,5,5,5,4,6.43,5,5,5,7,7,6,7,8,6,5,7,5,7,1,7,0.0099999999999999,0,0,0,0,0,0,0,1,2,2,2,1,2,1,1,2,2,45,2,4,3,0.432398321,10007010
47.59,1,2,2.69,4,4,3,5,4,5,7,6,7,5,6,6,8,5,6.03,6,1,7,0,0,0,0,0,0,0,0,2,1.82,2,3,2,1,3,3,3,2,45,2,5,1,1.015720308,67000310
66,1,3,5,6,4,6.51,2,8,5,9,6,6,6,6.96,8,5,5,8,6.6,1,6,0,0,0.13,0,0,0,1,0,2,2,3,3,2,2,4,4,2,2,45,1,3,3,0.787876706,10013100
54,1,4,5,2,4,6,4,5,6,7,7,6.87,6,7,8,5,6,5,8,1,8,0,0,0,0.00999999999999994,0,0,0,0,1,1,1.83,2,1,1,3.07,4,4,1,45,2,4,3,0.632882829,51592613.7
40,1,3.64,5,4,3,5,5,5,8,8,8,7,8,8,8,8,8,8,8,3,8.02,0,0,0.21,-4.85028683883115e-17,0,0,0.3,0,2,1.94,2,2,1,3,3,2.83,3,2,45,2,5,3,0.829555322,63000050
32,1,3,2,2,4,8,5,5,8,9,8.23,7.68,9,9,8,9,9,9,8,3,8.57,0,0,1,0,0.17,0,1,0,2,1,3,3,3,3,3,3.03,2,2.67,45,2,6,3,0.967820482,63000100
43,1,3.37,2,2,1,6.09,5,5,6,8,7.23,5,7,8,8,8,6,8,8,3,7.09,0,1,0,0,0,0,1,0,1,1,1,2.29,3,3,3,4,1.97,2,45,1,5,1,1.402788537,45983571.7
60,1,2,3,1,2,6,6,3,8,7,6.79,5,5,6,6,4,7,8,7,3,6.58,0,0,0,0,0,0,0,0,1,2,2,3,2,2,3,3,3,2,45,2,3,2,0.93833745733,64000040
55,1,4,5,4,3,5,5,5,5,7,6,6,6,8,7,7,7,8,7,1,7,0,0,1,0,0,0,0.29,0,3,2.01,2,2,3,2.38,3,3.09,3,3,39.7,1,4.22,1,1.16710831,68000080
74,1,6,2,2,4,7,6,3,6,5,7,9,7,5,8,7,5,6,7,1,8,0,0,0,0,0,0,1,0,1,1,2,2,2,2,3,3,1,1,55,2,2,2,1.478771971,65000050
57,1.01,4,4,4,4,6,8,1,7.46,7.64,7,6,7,8,9,8,7,7.7,9,1,8,0,0,0,0,0.0299999999999999,0,0,0,2.81,2.87,3,3,2.39,4,4,4,3,2,55,2,4,2.64,0.7219351,10004010
71.25,1,3,2,2,4,3,5,5,5,5,6,2,3,5.79,6.25,10,6,5,8,1,0,0,0,0,0,0,0,0,0,1.96,1,2,2,2,2,2.91,3,3,1,55,2,2.25,3,1.111802656,65000050
63,1,2,2,2,2,3,5,5,6,8,5,5,7,5,5.92,4.67,5,5.14,3,1,6.06,0,0,0,0,0.0399999999999999,0,0,0,1.44,1,3,3,1,1,4,4,1,2,55,2,3,3,0.596837413,65000010
58,1,4,3,3,4,6,6,4,5,6,5,5,5,5.57,6,6,5,6,6,1,5,0,0,0,0,0,0,1,0,2,2,2.12,2,1,3,3,3,4,2,55,1,3.88,3,1.055230193,49708060.95
55,1,3,3.57,2,2,5,5,5,4,6,5,5,6,6,6,6,5,5,6,1,5,0.26,0,1,0,0,0,1,0,2,2,2,3,2,2,3,3,2,2,55,1.23,4,3,0.501265277,68000030
58,1,5,2,3,5,7,8,2,8,9,8,8,8,8,8,7,7,6,7,1,7,0.0799999999999999,0,0,0,0,0,0,-6.09842037979647e-17,2,2,2,2,1,2,3,2.91,2.09,3,55,2,4,3,0.590560684,10017010
59,1,4,4,4,2,5,5,5,5.66,9,5,5,5.54,7,5,8,5,5,8,1.11,6,0,0,0,0,0,0,0,0,2,1.72,2,2,2,1,3,3,2,2,55,2,4,3,0.437764397,68000040
50,1.08,2,2,6,2,8,2,8,9,9,8.55,9,9,9,9,9,9,9,8,1,9,1,0.19,1,0,0,0,0,0,2,1,1,4,1,2,4,1,1,1,55,1,4,1,1.558356728,66000050
48,1,2.78,4,2.83,2,3,6,4,5.04,7,6,5,5,3,3,6,3,5.74,6,1,9,0,0,0,0,0,0,0,0,2,2,2,2,1.89,3,3,4,2.11,2,55,1,4.76,1,1.402788537,66000080
64,1,2,2,4,4,5,5,5,5,6,5,5,5,5,5,5,5,7,6,1,5,0,0,0,0,0,0,1,0,2,3,3,3,3,1,3,3,2,2.03,55,1.25,3,2.71,0.919057827,66000030
50,1.14,2,3,2.9,3.07,4,5,4,5,7,5,6.43,6,7,7,6,5,5.36,5,1.41,6.21,1,1,1,1,1,0,0.45,0,3,3,3,2.78,1,3,2.89,1,2,4,55,1,4,2.44,0.657507407,10005010
50,2,2,2,1,1,6,5,5,3,5,5,5,2,5,5,2,3.9,6,5.35,1,6,0,0,0.05,0,0,0,0.34,1,1,1,1,3,1,2,2,2.26,2,2,55,1,4,2,0.963882287,49502975.2
70,1,3,4,3.32,4,8,8,2,7.41,6,8,6,8,7,7.69,7,6,8,8,1,8,0,0,0,0,0,0,0,0,3,2.74,3,3,2,3,3,4,2.5,2,55,1,2,3,1.853709442,64000160
73.14,1,2,2,4,3,8,7,3,7,3,7,7,8,6,8,6.02,7,5,9,1,8,0,0,0,0,0,0,0.28,0,3,2,3,3,2.13,2,3,3,2,1.58,55,1.33,2,2.64,1.50866126662,51482564.8
61,1,4,3,3,4,7,7,2,8,7,8,6,6,8,7,8,7,7,7.33,1,8,0,0,0.07,0,0,0,0,0,1,2,2,3,1.49,4,3,1,3,2,55,1,3,3,0.761994697,67000310
53,1,2,2,3,1,6.14,4,5,6,6,7,7,7,6,7,6,6,5,7,1.18,7,0,0,1,0.03,0.0299999999999999,0,0,0,3,3,3,3,2,2,4,3.53,3,2,55,1,4,3,0.724687042,64000050
48,1,2,2,1,3.42,0,5,5,7.02,8,7,10,7,8,10,10,8,6,9,1,8,0,0,0,0,0,0,1,-5.06972935854222e-17,2,1,3,3,2,2.61,3,4,3,2,55,1,5,3,0.652342726,64000050
49,1.05,3,3.23,3,4,5,5,5,8,8,6,8,6,5,7.39333333333333,6.57,8,6.69,8,1.28,6,0.0499999999999998,0,0,0,0,0,0.28,0,2,2,3,2.81,2,3,4,4,2,2,55,1,5,3,0.516492585,53502575.45
42,1,2,3,2,2,6,6,3,6,6,7,6,6,7,6,5,7,7,5,3,6.74,0.25,0.04,1,0,0,0,0,0,1.92,2,2.1,2,2.06,3,3,3,2,2,24.3,1,5,1,1.043115965,65000140
43.48,1,2,2,2,3,5.58,5,5,8,6,8,5,5,6,6,8,6,8,5,3,6.46,0,0.02,0.19,0.00999999999999996,0,0,0,0,1.35,1,1,3,1,3,2.54,1,1,2,55,1,5,3,0.448011387,65000110
34,1,3,4,4,4,7,6,4,6,7,6,4,6,6,6.25,6,6,7,5,3,6.515,0,0,0,0,0,0.00999999999999989,0,0,3,3,3,3,2,3,3,2.85,3,2,55,1,6,3,0.68035509417,68000020
52,2,6,3,2,2,5,5,4.15,7,5.88,5,5,6,6,6,5,8,5.89,3,3,6.21,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,2,2,22.25,2,4,1,1.166689044,10013130
57,1,2,2,2,3,7,6,3,6,5,5,2,3,5,2,5,3,6,7,3,4.99,0,0,0,0,0,0,1,0,2,1,2,2,3,2,3,3,1,2,55,2,4,2,0.546078891,10010120
42,1,6,4,3,4,6,5,5,5,5,6,7,5,7,8,8,4,6,8,1,5,0,0,0.11,0,0,0,0,0,1,2,2,3,3,3,3,2.95,2,2,65,1,5,1,2.211648356,63000080
76,1,3.82,3,5,2,6,7,2,7,9,8,5,7,8,6,5,8,9,7.36,1,9,0.34,0,0,1,0.23,0,1,0,3,2,3,3,1,2,4,4,2,2,65,1,2,2.89,1.27307764,65000020
65,1,2,2,4,4,7,4.2,3,7,9,10,7,8,7,9,9,8,7,9,1,7,1,0,0,0,0,0.05,1,0,2.67,3,3,3,3,3,4,4,2.52,2,65,1.36,3,3,0.745322362,10004010
60,1.01,2,2,6,4,5,5,5,8,8,8,7.08,8,7,8,6,7,8,7.56,1,8,1,0,1,0,0,0,1,0,3,3,3,3,2,3,3,3,3,2,65,2,3,3,0.74343701855,10018020
60,1,2,5,4,4,5,5,4,7,6.41,6.26,4,4,8,6,5,4.86,4,5,1,7,0,0.07,1,0,0,0,0,-3.57439772225021e-17,1,2,2,2,1,2,2,1,2,2,65,2,3,3,0.65531573886,65000010
70,1,2,2,5,4,7,5,4,8,8,8,8,7,8,7.28,6,6.58,3,6,1,7,1,0,0,0,1,0,1,-5.66994368123019e-17,3,2.33,3,3,2,2,3,3,2,2,65,1,2,3,1.2664917,10007200
45,1,3,5,2,4,5,5,4,6,8,6,5,5,5,6,6,6,6,6,1,6,0,0,0,0,0,0,0,0,3,2,3,3,3,4,3.48,4,2,2,65,1,5,3,0.425125122,10008020
63,1,2,2,4,4,4,5,4,4,6,5,7,5,6,7,3,3,6,5.67,1,6,0,0,0,0,0,0,0,0,2,2,2,2.35,1.82,3,4,3,1,1,65,1,3,2,1.013503965,48612770.8
69,1,5,6,6,2,5,5,5,8,8,7,8,7,7,10,6,7,7,8,1,8,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2.55,2,2,1,65,2,3,3,0.665464306,67000200
55.29,1,2,3,3,4,5,5,5,5,6.34,7,6,6,7,5,5,5,3,6,1,6,0,0,0,0,0,0,0,0,2,2,2.46,2.61,1,3,3.03,3,4,2,65,2,4,3,0.410564964,10010040
43,1,2,2,4,2,6.31,3,6,7,7,7,6,7,7,7,7,6.89,8,8,1,8,0,0,0,0,0,0,1,0,3,2.46,3,3,2,3,4,3,3,2,75,1,5,2,0.71975972908,68000100
63.75,1,2,3,2,3,5,5,5,5,6.75,6,7,8,8,7,7,9,5,6,1.26,6,1,0,0,0,0.08,0,1,0,1,1,1,1,1,1,3,3,1,2,85,1,3,3,0.683412979,65000010
57,1,3,4,3,4,10,10,0,9,8,8,9,7,7,9,6,8,9,7,1,8,0,0.00999999999999995,0,0,0,0,0,0,2,3,2.96,3,1,4,3,4,3,2,85,1,4,3,0.497695512,65000130
58,1,5,4,5,4,7,4.06,3,6,7,7,5,5,6,7,6,6.45,6,8,1,7,0,0,0.13,0,0,0,0.35,0,2,3,3,3,2,2,3,3,2,2,75,1,4,2.86,0.454028472,10002010
72,1,3,2,2,3.35,6,6,3.37,7,7,7,7,6,7,8,8,5,7,8,1,7,0,0,0,0,0.14,0,1,0,1,2,2,2,1,3,2,4,2,1,95,1,2,3,1.712042361,66000260
54,1,2,4,3,2,7.61,2.88,2,8,7,8,8,8,7.88,8,6,9,7.66,8,1,9,0,0,0,0,0.00999999999999983,0,0,0,1,2,2,2,1,2,2,1,1,2,75,1,4,3,0.669303876,53332400.5666667
67,1,2,3.36,4,4,8,7,3,7,8,8,8,9,8,9,8,9,6,8,1,9,0,0,0,0,0,1,0,0.02,2,2,3,3,1,3,4,1,4,2,85,1,3,3,0.761994697,67000310
58,1,5,3,6,4,3,5,5,7,7,6.98,8,8,10,7,7,5,5,5,1,8,1,1,1,0,0,0,1,1,1.62,1,1,3,1,1,3,2,1,2,75,1,4,3,0.554922649,67000320
52,1,4,5,4,3,3,3,6,7,8,8,7,5,6,5,5,5.84,8,6,1,6,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4,3,2,75,2,3.945,3,0.632882829,64000050
52,1,4,6,3.88,3.56,6,3.96,3,9,9,8,10,8,9,9,9,9,9,8,1,8,0,0.03,0,0.04,0,0,1,0,1,2,3,4,3,4,4,3.31,1,2,75,2,4,3,0.586364691773333,67000100
58,1,6,4.19,3,2,6.43,5,4,7,7,7,7,7,7,8,8,7,8,7,1,8,0,0,0,0,0.0199999999999999,0,0,0,1,2,2.08,2.3,1.39,2,2,2.37,2,2,75,2,4,3,0.467771119,10020010
48,1,5,4,4,2,7,6,3.82,6,7,7,7,8,8,6,6,6.14,7,5,1,7,1,1,1,1,0,1,1,0.02,1.97,1,2,3,2,2,4,4,2,2,85,1,5,2.57,0.652342726,64000110
50,1,2,2,2,4,8,3,1.41,7,7,8,8,7,7,7,6,8,7,6,3,7.38,0,0,0,0,-2.80261924778813e-16,0,0,0,2,2,2.29,3,2,2,3,3,2,2,75,1,4,3,0.497695512,65000010
37,1,2,2,2,2,5.23,6,4,4.99,8,4,8,4.88,6,4,5,2,7,6,3,5.9,0,0,0,0,0.0699999999999998,0,0,0,1,1,2,3,1,2,2,2,1,2,85,1,5.38,3,0.52643215,68000010
45,1,5,6,2.99,2,8,8,3.82,6,8,10,5,10,6,6.73,8,8,8,5,3,7.8,1,1,0,1,0,0,1,0,1,1.69,4,1,1,3,1,2,1,2,75,2,5,2,0.580235236,41794230.1
52,1,2,2,3,2,5.57,5,5,5,5,6,7,6,5,5,5.08,7,5,6,1,6,0,0,0.05,0,0,0,0.11,0,2,2,2,3,2,2,3,3,2,2,350,2,4,1,1.011998995,53842393.9
70,1.02,6,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4.86,7,1,7,0,0.03,0.08,0,0,0.06,1,0,2,1,2,2,1,2,3,3,1,2,125,1,2,2,3.59014408,63000110
50,1,6,4,4,4,5,5,5,5,10,10,4,10,10,10,10,0,10,5,1,10,1,0,0,0.11,0,0,0,0,1,1,4,2.52,1,3,2.73,1,4,2,175,1.5,3.95,2,1.403526807,63000030
51,1,3,3,2,2,5,5,4,6,6,6,7,5,3,5.79,5,6,3,5,1,5,0,0,0,0,0,0,0,0,2,2,3,3,1.61,3,2,1,2,2,125,1,4,3,0.501265277,68000080
42,1,1,1,3,4,8,10,0,6,8,6,7.41,6,6,10,5,10,10,8,1,10,0.17,0,0,0,0,0,0,0,1,1,4,4,1,4,1,1,4,2,175,1,5,3,0.75690649081,68000080
34,2,2,2,2,3,8,5,5,3,5,8,10,5,9,8,6,8,8,8,1,8,1,0,0,0,0,0.13,0,0,1,2,2,4,3,4,3,4,3,2,350,1,6,3,0.52643215,68000010
79,1,3,3,6,4,6,6,3,7,7,8,7,8,6,7.22,3,9,8,3,1,9,0,0,0,0,0,0,0,0.02,2,1.76,2,2,1,2,3.05,3,1,1,175,1,2,3,1.244982666,10009060
69,1,3,2,4,5,8,5,5,7,8,7,6.24,7,5,5,5,7,3,2,1.2,6,0,0,1,0,1,0,1,0,2,2.29,3,3,1.75,3,4,4,3,1,125,1,3,3,0.679877517,42264557.7
67,2,2,2,4,2.52,5,8,1,2,8,2,2,7,1,4,1,7,8,4.54,1,7,0,0,0,0.03,0,0,1,0,1,1.18,1,1,1,1,2.59,3,1,2.29,250,1,3,3,0.787876706,10013210
61,1.01,5,2,4,2,5,5,5,6,6.8,7,7,7,6,9,3,8,9,7,1,9,0,0,0,0,0,0.00999999999999988,0,-5.27876353739742e-17,2,2,2,2,1.52,1,4,3,1,2,125,1,3.13,3,0.995107487,64000030
61.15,1,2,2,5,1,7,10,0,7,10,7.2,3,10,6.84,2,0,10,5,2,1,9,1,0,0,1,1,0,1,0,1,1.24,1,1,1,1,2.19,1,1,2.11,350,2,3,3,0.869046091,64000060
52,1,2,2,2,2,6,4.82,4,7,8,8,7,7,7.08,7,5,7,8,7,1,8,0,0,0,0,0.05,0,1,0,2.06,1,2,3,2,1,3,3,2,2,41.1,2,4,3,0.632882829,64000090
41,1,5,5,3,2,5.88,4,5,7,6.76,6,7,7,6,6,6,5,4,6,1,8,1,0,0,0.03,0,0,0,0,2,1,2,4,1,2,2,2,2,2,125,1,4.81,3,0.499525633,67000270
41,1,2,4,5,2,8,4,5,7,7,7,7.1,7,7,9,7,6.55,7,6,1,7,0,0,0,0,0,0,0,0,1,1.85,2,2.38,1,3,2.58,2,2,2,125,1,5,3,0.652342726,64000120
52,1,5,2,3.43,2,5,4.92,5,3,4,3,6,3,8,5,5,4,5,6,1,5,1,0.1,0,0,0,0,1,0,2,2,2.06,2,2,2,3,3,2,6,125,1,4,2,0.910898642,10014010
55,1,6,2,6,4,4,6,4,8,8,9,4,5.86,6,7,7,7,5,10,1,5,1,0,0,0,1,0,1,0,2,2,3,2,1,3,4,4,3,2,70.5,1.35,4,3,0.782102416,43744355.7
57,1,3.65,6,2,4,7,5,2.8,6.29,5,6.56,5,6,7,9,3,7,9,3,1.32,6.89,0,0,0,1,0,0,0,0,1,1,2,1,1,1,3,4,1.72,2.03,350,1,4.11,3,0.497695512,65000010
43,1,6,6,2,4,8,8,2,8,7,8,8,7,8,5,8,10,10,8,3,8.1,0,0,0,0,0,0,0,0,2,1,1.99,1,2,2,3,2,2,5,125,2,5,1,1.015720308,67000370
50,1,2,2,4,2,5,5,5,6,6,7,8,5,6,6.91,8,8,9,6,1,6,0,0,0,0,0,0,0,0,2,1,2,3,2,2.13,3,3,2,2,43.25,1,4,2,0.666716379,68000040
53,1.25,6,5,6,1,5,5,5,0,5,5,5,5,10,5,5,3,5,5,1,2,0,0.04,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1.43,3,37.1,1,4,2,0.826656986,10004070
69,1.02,3.09,4,3.19,2,6,8,2,6,3,5,6.77,6,7,8,8,3,4,7,1,7,0,0,0,0,0,0.0399999999999999,0,0,1.41,1,2,2.06,1,1.78,3,4,1,1,60.05,1,3,3,0.683412979,65000140
67,1,3,6,4,2,5,5,4,3,7,5,5,3,7,7,7,8,1,5,1,5.46,0,0,0,0,0,0,1,-3.6351130439094e-17,1,1,1,2,1.34,1,3,3,1,2,47.3,2,3,3,0.596837413,65000030
56.35,1,3,3,4,3.61,6,4.48,4,6,7,6,7,5,6,7,7,5.54,5.52,7,1,5,0,0,0,0,0,0,1,-6.23112672570869e-17,2,2,3,2.9,1,2,3,4,2,2,59,1,4,3,0.802542388,10018020
57,1,1,1,1,4,7,5,5,5,5,5,6,6,7,7,6,6,5.72,6,1.26,5,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,4,4,2,27.65,1,4,1,1.133223779,10009040
42,1,6,4,2.56,2,5,5,5,5,5,5.57,6,6,6,7,6,5,5,6,2.31,6,0,0,0,0,0.00999999999999977,0,0,0,1,1,1,2,1,3,2,2.41,1,2,16.7,1,5,1.34,1.402788537,41424424.5
45,2,6,3,1,2,5,5,5,3,5,4,5,3,5,10,5,3,5.18,5,1,2,0,0,0,0,0,0,0,0,2,1,1.73,2,2,2,3,2.88,3,2,18.55,1,5,1,1.13869465964,10007030
55,1.05,2.3,2.89,5,2.68,5.28,5,4.41,5,5,5,5,5,5,5,5,5,5,5.03,1,5,0,0,0,0,0,0,0,0,1.78,2,1.96,2.11,2,2.07,3,1,2,2,34.8,1,4,2,0.77666523334,66000060
41,2,2,1,6,1,0,5,5,10,5,10,8,10,10,10,10,10,8,10,1,10,0,0,0,0,0,0,0,0,2,1,2,1,2,2,3,4,1,2,50.65,2,5,2,0.757743368,64000120
72,1,3,3,3,4,5,5,5,5,5,6,7,6,7,7,6,6,5.42,7,1,6,0,0,0,-5.15906761755502e-17,0,0.00999999999999988,0.28,-6.03770505813728e-17,2,2,2,2,1,2,3,3,1.74,2,43.55,1,2,3,1.467675109,10013040
65,1,2,3.17,3,1,5,5,5,5,5,5,5,5,5,4.61,4.45,5,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,43.7,2,3,2.52,0.869046091,52842102.1
58,1,2,3.41,5,1,5,5,5,5,5,5,10,8,9,5,5,7,8,5,1,9,0,0,0,0,0,0,0,0,1,1,1.68,1,1,3,3,1,1,2,72.15,2,4,3,0.632882829,64000190
48,1,6,6,4,2,7,5,5,5.19,5.5,5,5,5,5.9,6,5,5,8,5.92,3,6.01,0,0,1,0,0,0,0,0,2,2,2,3,2.07,3,3,3.02,1,2,23.65,1.5,5,1,0.910972798,65000160
42.3,1,4,3.54,1,2,5,6,3,9,10,10,10,9,9,8.16,5,8,8,7.29,3,8.23,0,0,0,0,0,0,0,0,2,2,2,2,3,2.52,3,3,4,2,18.9,2,5,1,1.23853378418,63000110
21,1,2,2,2,3.06,5,5,5,5,6,6,5,6,6.14,6,7,5,5,5.81,3,6.17,0,0,0,0,0.0899999999999998,0,0,0,4,2.66,4,4,4,2,4,4,4,2,16.1,1,6,1,1.110200481,10002080
39,1.26,3,2,2,3,7,5,5,6,3,5,3,2,4.44,4,4.46,2,3,4,2.49,4.59,0,0.07,0,-4.86069517968701e-17,0,0,0,0,2,3,3,2,1,3,2.6,2,3,2,32.6,1,6,3,0.52643215,68000080
40,1,1,2,1,2.9,5,5,4,5,5,5,6,7,8,8,9,8,7.65,10,3,7.69,0,0,0,-4.0314973581701e-17,0,0,0.00999999999999988,0,2.41,2.17,2.81,2.97,2.51,3,3,3,2.61,2,17.85,2,5,1.2,1.04056115937,10005040
21,2,1,1,2,2.59,7,6,4.36,5,4,5.26,4.98,4.61,3,6,5.12,7,5,3,3,5.8,0,1,0,0,0,0,0.0499999999999999,0.00999999999999997,4,2,3,3,2.41,3,3,2,2,2,15.85,1,6,1,1.607751682,32545317.7
61,1,3.22,3,1,4,8,5,5,8,8,8,8,8,8,8,8,8,8,8,3,7.88,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,2,2,2,22.2166666666667,2,3,2,0.915175912,10013230
50,1,2,3.2,3,2,6,5,4,6,6,6,6,6,6,6,5,6,5.89,5.73,3,5.92,0,0,0,0,0,0,0,0,2,2.09,3,2.84,2,3,3,2.88,2.43,2,21.6,2,4,2.47,0.410564964,10010010
26,1.12,2,4,2,5,7,5,5,6,5,6,6,6,6,6,6,6,6,6,2.58,6.355,0,0,0,0,0,1,0,0.08,2.15,1.88,2.36,2.7,2.13,2.72,2.87,2.81,2.07,2,31.6,1,6,3,0.562516636,10020010
45.78,2,6,3,3,1,5,5,6,5,5,5,5,6,5,5,5,4.91,5,5,2,5.28,0,0,0.00999999999999998,0,0,0,0,0,1.62,1.66,1.79,2.3,1.76,1.99,2.49,2.39,2.19,2,0,1,5,1,1.043115965,40114558.2333333
46.38,1,3.68,5,2.85,4,8,6,6,7,7,6,6,8,8,6,8,6,7,8,3,7.33,0.11,0,1,-3.29944405130789e-17,0,0,0,0,2,2,2,3,2,2.38,3,3,3,2,0,2,5,2,0.520397705,65000040
70,1.07,4,1,2,2.44,6,6,6,6,6,6,6,5,5,5,5,0,5,5,2,4.92,1,0,0.16,0,0,0,1,0,1,1,1,2,1,1,2.7,3,1,1,0,2,2,3,2.357280109,63000020
49,1,2,2,2,2.63,5,5,7,0,5,5,5,2,7,5,7,0,5,8,2,4.34,0,0,0,0,0,0.00999999999999995,1,0,1.42,1,1,1,1,2,3,3,2,2.55,0,2,5,1,1.225081622,66000080
47,1.15,6,3,3,4,6,5,7,6,4,4,5,3,5,6,5.2,3,8,7,3,5.67,0,0,0.07,0,0,0,0,0,1.98,2,2,3,1,2,3,3,2,2,0,2,5,2,0.493813649,10008030
56,2,6,6,3.03,2,6,6,5,4,6.16,5,6,8,8,7,5.86,6,6,6,3,6.79,1,1,0,0,1,0.26,0,0,2.03,1.95,3,3,3,1,3,3,1,3,0,1,4,3,0.669303876,66000090
40,1,3,2,1.72,4,6,6,4.74,5,5,5,5,5,5.495,5.64,5,5,8,6,3,5.99,0,0,0,0,0,0,0,0,2,2.06,3,3,2,3,3,2,3,5,0,2,5,1,0.860499761,10010050
42,1,2,2,1,4,4,5,6,7,6,5,5.33,3,6,6,6,4,6,6.24,3,5.66,0,0,0,0,0,0,0,0,3,2,2,3,3,3,4,3,2,3,0,1,5,2,0.686969719,10013120
28,1,3,3,2,4,7,5,6,6,6,7,5,7,8,6,5,6,6,6,3,6.63,0,0,0,-3.7921055184853e-17,0,0,0,0,3,2,2,3,2,2,2,3,2.38,2,0,1.48,6,2,0.676945264,47152746.2
51,1,2,2,5,2,5,10,2,3,3,4.14,3,3,3,3,0,3,3,3,1,6,0,0,0,0,0,0,0.3,0,3,1,2.35,3,1,4,4,4,3,2,15,1,4,1,1.868579241,41174313.675
37.51,1,2,2,1,2,3,4,7,5,5,3,3,4,4.35,4,5,3,6.28,7,1,8,0,0,0,0,0,0,0,0,2,2,2,2,2,4,2,2,2,4,5,2,6,1,1.19788689931,68000010
68,1,3,5,2.91,2,3,3,8,2,4,2,3,1,4.2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1.11,1.38,1,1,1,3,3,2,2,15,1,3,2,0.915504793,68000010
65,1.1,3.06,2,6,5,10,6,6,10,8,8,7,8,6,5,8,10,7,7,1,8,0,0,0,0,0,0,0.18,0,2,1,2,2,2,1,3,2,3,2.3,15,2,3,2,0.869700130835,68000010
53,2,2,2,2.21333333333333,2,4.59,5,6,4,5,4,3,6,5,4,5,4,4,5,1,5.22,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,15,2,4,2,0.71888544319,68000050
47,1,2,4,3,2,5,5,3.24,7,8,7.57,8,8,8,8,7,7,8,8,1,8,0,0,0,0,0,0,0,-5.82606879406811e-17,1,1,2,3,1.78,2,3,3,2,2,15,2,5,2,0.520397705,65000110
73.62,1,4,5,3.12,2,6,7,5,6,4,6,4,5,3,2,4,6,4,7,1,5,0,0,0,0.00999999999999995,0,0,0,0,1,1,3,1,1,1,3,1,1,1,15,1.32,1.98,3,2.108567569,63000010
70,1,2,3.28,2,4,5,7,5,6,7,7,6,5,7,7,9,7,5,8,1,4,0,0,0,0,0,0,0,0,3,3,3,3,2.54,3,3,3,3,2,32.1,2,2,3,1.111802656,65000090
57,1,3,3,1,3,7,7,5,8,7.24,7,7,7,6,7,7,7,8,7.51,1,7.31,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4,3,2,5,2,4,1,1.36094225,66000240
58,1,2,2,5,3,5.39,3,8,5.12,5,5.68,8,7,7,7,7,5,3,4,1,5,0,0,0,0,0,0,0,0,2.64,3,3,3,2,2,3,3,3,2,37.9,2,4,1,0.989665647,10009040
