"v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v41","vI1","sexgp","agegp","edugp","weight","t"
54,1,3,4,3,4,10,1.21,0.41,8,8,9,10,7,8,8,7,7,7,7,3,7.68,0,0,0,0,0,0,0,0,1,1.94,2,3,2,3,3,4,2,2.15,35,2,4,2,0.643110050339999,65000030
41,1,6,6,2.67,4,9,0,0.56,8,8,8,8,6,7,7,7,7,7.47,7,3,7.47,0,0,0,0,-2.01505478969466e-16,0,0,0,2,2,2,3,2,2,3,3,1,2,35,2,5,2,0.520397705,65000040
61,1,3.46,4,2,4,7.79,2.01,0,9,8,8,5,6,6.70666666666667,8,3,6,7.1,7,3,7.05,0,0,0,0,0,0,1,0,1,1.54,2,2,1,2,3,3,1,2,35,2,3,3,1.265434071,63000030
42.175,1,3.64,2,2,4,6,0,1.2,10,10,8,6.9,6,5,8,2,8,8,8,3,7.83,0,0,0,0,0,0,0,0,1.82,2,2.25,3,1,2,3,3,2,5,35,1,5,3,0.448011387,65000060
49,1,1,5,2,2,7,0,0,7,5,5,5,5,7,7,5,5,5,5,3,6.34,0,0.00999999999999995,0,0,0,0,0,0,2,2,2,2,1,1,3,3,2,5,35,2,5,3,0.394063097,68000030
22,1,2,2,2.77333333333333,3.36,10,0,0,10,10,8,10,10,8,10,8,10,9,10,2,9.2,0,1,0,0.24,0.12,0,0,0,4,4,4,3,2.58,3,3,2,4,2,35,1,6,3,0.52643215,37664820
38,1,6,5,3,3.29,8.17,0,0,7,7,7,6.9,8,5,8,8,8,9,8,3,8.04,0,0.03,0,0,0,0,1,0,1,1,2,2,1,2.42,4,1,1,3,35,2,6,3,0.456469037,65000060
43,2,5,2,2,5,7.35,0,0,5,5,6,8,4,4,8,6,6,8,6.77,3,7.97,0,0,0,0,0,0,0,0,3,2,2,4,4,3,3,3,3,2.82,35,2,5,1,1.225081622,66000160
37.48,1,3,2.96,1,4,8,0,0,8,10,8,8,8.15,10,10,10,10,9,10,2.16,9,0,0,0,0,0,0,0,0,1,1,2,3,1.79,2,2,2.32,2,2,35,1,6,1.5,1.63659667,66000160
63,1,5,5,2,2,8,0,0,10,10,8,8,8,8,8,8,8,8,8,2,8.22,0,0,0,0,0,0,0,0,2.95,2.83,3,3,2.79,3,3,3,3,2,22.8,2,3,2,0.753281427,10008030
68,1.03,5,6,3,4,10,0,1.18,6,8,7,8,8,7,7.19,6,6,6,6,3,7.25,0,0,1,0,0,0.05,0,0,2,2.52,3,3,4,3,3.35,4,4,2,35,2,3,2.6,1.067552294,66000270
62,1,3,6,6,2,10,0,0,10,10,10,5,7,8,7.44,7.49,6,10,8,3,8.25,1,0,0,0,0.28,1,1,0,1,1,1,2,1,1,2.68,3,1,2,35,1.74,3,2,0.79808549954,66000170
44,1,5,4,3,4,9.17333333333333,0,0,10,10,8,8,10,8,8,8,8.66,10,8,3,8.81,0,0,1,0.1,0,0,0,0,3,4,3,3,3,3,3,3,3,1,35,2,5,2,0.69983392,66000270
39.67,1,4.19,3.64,2.84,4,8,0,0,8,7,7,8,8,8,8,6,7.46,8,8,3,7.71,0,-3.46250805804971e-17,0,0,0,0,1,0,2,2,2,3,2,2,3,3,4,2,35,2,6,2,0.816477917,66000040
62,1,3,5,3,4,8,0,0,8,8,7,7,6,8,10,8,7.29,5,7,3,7.225,0,0,0.16,0,1,0,0,0,2.84,3,3,3,3,3,3.49,4,3,2,35,2,3,2.715,0.802630492,66000030
30,1,6,5,1,2,8.22,0,0.43,9,8,8,6,6,7.06,8,9,8,9,8,3,8.14,0.12,0,0,0,0.04,0,1,0,3,3,3,3,1,3,3,2,3,5,35,2,6,3,0.613862269,45833624
56,1,1,3,4,1,7,3.77,0,7,7,7,5,6,6,5,5,6,5,3,3,6.19,0.0499999999999998,0,0,0,0,0,1,0,2,2,2,3,3,2,3,3,2,2.15,35,2,4,1,1.11873982625,67000330
32,1,5,3,2,2,9,0,1.01,6,7.37,7,7.51,9,5,7,7,8,9,6.87,3,8.24,0.0899999999999999,0,0,0,0,0,0,0,1.54,1,4,1,1,3,2.77,1,2,5,35,2,6,2,0.884039355,64000050
69,1,5,2,2,4,8,0,0,7,7,7,7,6,6,7.2,6,6,5,8,3,6.735,0,0,0,0,0,0,0,0,2,3,2.83,3,1.92,3,3,3,2,2,35,2,3.13,3,0.665464306,67000320
28,1,6,2,2,4,6,0,0,10,5,10,5,10,10,10,10,8.85,10,10,3,8.69,0,0.08,0,0,0,0,0,0,1,1,1,1,2,4,4,4,3,3,35,1,6,3,0.602578381,10013090
61,1,4,3.94,4,4,10,0,0,10,9,9,8.79,9,9,10,10,10,10,9,1,9,0,0,0,-5.56152346398164e-17,0,0,0,0,2,2,2,2.56,2,2.41,3.27,3,2,2,53.7,1,3,2,0.943181952615,10018030
41,2,2,5,3,2,7,0,0,5,7,7,6,7,6,7,7,6,6.85,3,1,8,0,0,0,0,0,0,1,0,1.44,1,1.7,3,1,2.17,3,1,1,2,45,1,5,2,1.263415033,63000060
49,1,3.58,3.94,5,3.57,8,0,0,8,6,7.66,8,9,9,8.52,9,9,8,9,1,8,0,0,0,0,0,0,0,0,2,1,2,2,2,3,4,3,2.09,2,45,1,5,2,0.600159179,68000020
70,1,4,4,3,2,10,1.4,0.96,7.69,8,6,8,8,8,7,7,7,9,8,1,9,0,0,0,0,0,0,1,-5.63438184997267e-17,3,2,3,2.99,2,2.26,2,2,2,1.72,45,1,2,3,1.589801869,10004010
72,1,2,6,5,4,7,2.5,0,8,8,8,7,8,7,7,7,7,8,7.78,1,8,0,1,0,0.25,0,0,0,0,3,3,3,4,1,3,4,4,3,1,45,1,2,3,1.4535782296,68000020
77,1,3,2,3,3.84,8,0,0,8,7,7,7.34,8,8,8,7,7,6,2,1,8,0,0,0,0,0,0,0,-5.70984232117766e-17,2.28,4,4,3,1,4,4,4,2.69,1,45,1,2,3,1.27307764,65000130
70,1,2,2,3.81,4,10,0,0,10,7.93,8,8,8,8,8,6,7.53,6,7.42,1.11,7,0,0,0.02,0,0,0,0,0,2.62,3,3,3,3,3,3,3,2,1.81,45,1,2,3,1.27307764,53312208.2
72,1,4,5,3,3.12,9,0,0,8,5,5,8,5,6.36,6.83,5,3,5.89,8,1.13,5,0,0,0,0,0,0.0099999999999999,0.37,0,1,3,1,3,1,3,3,3,1,2,45,1,2,3,1.589801869,10004030
71,1,3,5,3,4,9,0,0,6,8,8,7,7,8,8,3,5,5,0,1,8,0,0,0,0,0.29,1,1,0,2,1,2,1,1,1,2,2.57,1,1.99,45,2,2,3,1.111802656,65000020
61,1,2,2,3,4,7,0,0,8,7.52,8,6,6,5,10,5,7,9,9,1.03,8,0,0,0,0,0,0,1,0,2,2.39,3,4,2,3,3,4,3,1,45,1.42,3,3,0.688314818,68000020
64,1,4.32,3,4,4,9,0,0,9,8,7,7,8,8,9,8,7.57,8,7,1,8,0.3,0,1,0,0.32,0,1,0,1,1.33,1.8,2,1,2,3,3,2,2,45,1,3,2.98,0.683412979,65000080
69,1,4,5,4,3.74,8.3,0,0,8,8,8,7,8,8,8.09,7,8,8,8,1,8,0,0,0,0,0,0,1,0,2,2.45,2.83,3,3,3,3.1,3,2,2.01,45,2,3,3,0.596837413,65000010
64,1,2,3,3.75,4,8,0,0,8,8,7,9,8,8,9,0,7,9,9,1,9,0,0,0,0,0,0,0,0,1,3,3,3,2,3,4,4,1,1,45,2,3,3,0.596837413,65000010
67,1,3,3.61,4,4,8.57,0,0,9,7,8,9,10,8,8,7,8,2,5,1,9,0,0,0,0,0,0,0,0,3,3,3,3,1,2,3.24,4,2,2,45,2,3,2.89,0.601118281,54732398.2
66,1,3,4,3,4,8,0,0,7.53,9,7,7,7,6,6,6,6,8,8,1,7.59,0,0,0,0,0,0,0,0,3,2,2,3,1,1,3,3,3,2,45,2,3,3,0.962410371,10018030
64,1,2,5,3,4,6,0,0,8,7,7,6,5,7,8,3,6,6,7,1,7,0,0,0,0.00999999999999993,0,0,1,0,2,2,2,3,1.68,2,4,4,2.02,1,45,2,3,3,0.601118281,68000040
58,1,4,4,5,4,9,0,0,9,9,8,8,8,8,8,8,8,9,8,1,9,0,0,0,0,1,0,1,0,2,1.82,2,2,1,2.09,3,2,1.95,2,45,2,4,3,0.434646855,65000130
55,1.18,1,3.66,4,2,7.14,0,0,5,5,7,6.39,5,6.32,7,3,3,5,7,1,7,0,0,0,0,0,0,0,0,1,1,1,2,1,1,3,1,2,2,45,2,4.04,3,0.542781021,49202756.6666667
49,1,4,3.76,4,4,8,0,0,10,10,10,8,10,8,10,5,7,10,8,1,8,0,0.02,0.2,0,0,0,1,0,1,2,2,3,2,2,3,1,1,1,45,2,5,3,0.531605981,53412561.8
45.12,1,6,2,2,4,6,1.67,0,10,8,9,8,8,9,10,6,10,10,8,1,8.78,0,0,0,0,0,0,0,0,1.65,2,2,2,1,2,2.81,1,2,2,59.05,2,5,3,0.391256773,65000100
57,1,2.65,2,1,5,6,0,0,5.2,5,5,5,3,5,5,5,5,8,5,1,10,0,0,0,0,0,0,0,0,3,1,3,3,3,3,3.29,4,1,2,45,1,4,1,1.133223779,10009130
52,1,3,2,1,4,8,0,0,6,6,7,7.09,6.57,8,8,7.16,8,8,8,1,6,0,0.02,0,0,0,0,0,0,2.01,1,3,2,3,3,3.07,3,2,2,45,1,4.12,1,1.530890717,10005040
72,1,2,2,2,2,5,0,0,5,5,10,10,5,5,10,5,5,10,10,1,8,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,4,1,1,45,1,2,2,2.277130967,66000100
69,1,3,3,1,4,8,0,0,7,7,7,8,6.69,6,7,5,7,8,8,1,7.12,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2.52,1,45,1,3,2,0.862550325,10008060
56,1.01,5,3.82,5,2,8,0,0,8,7,8,7.15,6,7,8,6.75,7.23,9,6,1,8,0.0599999999999999,0,0,0,0,0,1,0,2,3,3,3,3,2.76,3,1,2,3,45,1,4,2,0.65854383,10007120
72,1,5,3,4,5,9,0,0,10,8,7,8,7,8,7,9,8,10,7,1,8.34,1,1,1,1,0,0,1,0,2,2,2,3,3,4,3.46,4,2,2,45,1,2,3,1.244982666,10009060
63,1,3.49,5,4,4,10,0.7,0,9,7,8,9,9,8,8,9,9,9,9,1,9,0,0,0,0,0,0,1,0,3,3,2.96,3,2,3,4,3.81,4,3,45,2,3,3,0.802630492,66000030
65,1,3.83,5,4,4,10,0,0,7,8,7,9,7,9,8,9,7,7,7,1,7,0,0,0,0,0,0,0,0,1,3,2,1,1,3,3,4,1.86,2,45,2,3,3,0.802630492,66000060
48,1,2,2,3,4,10,0,0.79,4,5,6,8,9,9,8,7,10,10,5,1,10,0,0,0,0,0,0,0,0,3,1,2,3,2,3,3,3,1,2,45,1,5,1,1.163057856,67000330
49,1.05,2,2,1,3.1,10,0,0,9,8,10,9,9,8,10,8,8,10,9,1,10,0,0,0,0,0,0,0,0,2,2,2,3,2.22,2,3,3,2,2.38,45,1,5,1,0.98532145,10010110
59,1,2,5,2,4,10,0,0,7,7.35,7,8,6,6,8,8,5,8,8,1,7,0,0.02,0,0.02,0,0,0.43,0,4,2,2,4,2,2,3,4,3,2,45,1,4,2,0.738084278,67000350
49,1,6,6,2,5,10,0,0,10,10,10,10,10,10,9,10,10,10,10,1,10,0,0.08,1,0,0,0,0,0,2.39,2,3,3,4,4,4,3,4,2,45,1,5,2,0.867659502,64000100
42,1,4.08,6,3.51,4,8.33,0,0,8,8,8.62,8,7,8,10,10,10,8,10,1,9,0,0,1,0.03,0,0.0299999999999999,0,0,3,3,4,4,3,3,4,3,2,2,45,1,5,2,0.867659502,64000120
41,1,5,3.91,4,5,10,0,0,10,10,10,8,10,6,8,6,10,10,8.03,1,10,0,0.02,0,0,0,0,0,0,3,3,3,3,2.73,3,3,3,3,2,45,2,5,2,0.757743368,64000080
44,1,6,6,4,4,10,0,0,8,7,8,7,8,8,8,5,8,10,9,1,10,0.24,0.04,1,0,0,0,0,0,3,3,4,2,2,3,4,3,3,2,45,2,5,2,0.599943581,10013140
71,1,2,2,3.25,4,10,0,0,10,10,10,10,10,10,10,10,10,9.88,10,1,10,0,0,0,0,-1.08663078535187e-16,0,0,0,2,3,3,3,2,3,3,3,2.49,2,45,1,2,2.5,1.202541949,10010020
76,1,5,2,3,4,10,0,0,8,10,9,9,9,9,9,7,8,8,8,1,8,0,0,0.06,0,0,0,0,0,1,1,2,2,1,1,2,3,1.55,1,45,2,2,3,1.933050376,42214699.4
69,1,6,6,6,2,7,0,0,5,6,5,4,5,6.39,6.27,5.3,6,2,6,1.12,7,0,0,0,0,0,0,1,0,1,1,2,3,2,3,4,3.31,1,2,45,1.4,3,3,0.995107487,64000120
66,1,5,6,5,2,8,4.22,3.76,3,8,5,5,2,10,0,5,2,8,7,1.24,6,0,0,0.42,0,1,0,1,0,1,1,1,3,2,1,3,4,1,2,60.15,1,3,3,0.761994697,67000210
62,1,2,3.89,6,4,7,0,0,7,7,7.26,9,7,8,8,7,7,8,7,1.04,7,0,0,0,0,0,0,1,0,3,2,3,3.18,3,3,4,4,1,2,45.5666666666667,2,3,3,0.563769249,45243156.8
54,1,2,2,4,4,5,0,0,7.12,9,7,7,5,6,9,7,6.27,7,6,1,6,1,0,0,0,0.14,0,1,0,1.88,2,3,3,1,3,3,4,1,1,45,1,4,3,0.554922649,67000360
47,1,5,5,4,4,8,1.37,0,10,10,10,7,9,5,9,8,9,8.91,8,3,8.62,0,0.00999999999999996,0,0,0,0,0,0,1,1,2,1,1,2,4,4,1,2,45,1,5,2,0.600159179,68000040
70,1,1,2,1,3,8,0,0,8,8,8,9,8,7,9,7,7,8,9,3,7.77,0.13,0,0,0,0.09,0,1,0,2,2,2,3,2,2,4,3,2.16,2,45,2,2.54,3,1.55580169018,63000120
36,1,6,6,4,2,10,0,0,9,10,10,7,7,9,8,9,10,10,6,3,8.83,0,0,1,0.09,0.1,0,0,0,3,2,3,3,2,3,4,2,2,2,45,2,6,3,0.456469037,65000130
39,1,5,6,4,4,8.52,0,0,8.26,7,8,7,8,9,8.14,8,8,8,7,3,7.91,0,0,0,0,0,0,0,0,2,2,2,3,1,2,3,2,4,1,45,2,4.85,2,0.603993528,10007010
53,2,1,2.44,2,2,9,0,0,5,5,5,5.82,5,8,6,5,5,7,9,1.1,8,0,0,0,0,0,0,0,0,1.87,2,2,2,2,2,2.73,3,1,2,33.85,1,4.07,1,1.158796739,65000100
67,1,4,2,4,4,10,0.26,0,10,10,9.68,10,10,10,10,10,10,10,10,1.11,10,0.0599999999999999,0,0,-2.84841594755392e-17,0,0,1,0,3,1,4,4,2,3,4,4,3,2,55,1,3,2,1.927259566,63000110
64.79,1,2,2,3,4,7.11,0,0,5,3,5,5,3,10,5,10,5,10,3,1,10,0,0,0,0,0,0,0,0,1,1,2,3,1,1.87,1,1,1.61,1,55,1.39,3,2,0.915504793,68000100
52,1,3,3,4,2,7,0,0,7,7,7,8,7,7,8.06,9,8,8,8,1,8,0,0,0,0,0,0,0,0,2,2,2,3,2,3,3.39,4,2,2,55,1,4,2,0.661968353,65000110
51,1,1,1,1,1,9,0,0,6,6,7,6,5.53,3,2,6,7,6,8,1.55,7,0,0,0.05,0,0.0799999999999999,0,1,0,1.39,1,1,1,1,1,2.74,3,1,1,55,2,4,2,1.225726368,63000060
42,1.18,2,2,2.41,2,5,0,2.29,5,5,5,5,5,5.19,5,5,5,5,5,1,5,0,0,0,0,0,0,1,0,2,1,3,2,2,2.33,3,3,2,2,55,1,5,2,1.263415033,63000020
39,1,3.7475,2,4,3.26,8,0,0,6.55,6,7,7,7,7.23,8,5,5,8,7,1,7,0,0,0,0,0,0,0,0,1,2,2,2,1.79,2.41,3,2,1.92,3,55,2,6,2,0.553865343,10002080
75,1,4,2,3,3.65,9,0,0,9,8,8,9,9,7,8,6,7,8,8,1,8.15,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,3,2,2,55,1,2,3,1.282208901,68000040
66,1,3,5,6,4,9,0,0,8,8,9,8,8,8.26,9,5,10,8,7.45,1,9,1,0,0,0.05,0,0,0.34,0,1,3,3,3,1,3,3,4,1,2,55,2,3,3,0.601118281,68000070
56,1,3.18,2,2,4,8,0,0,8,8,8,7,7,8,9,8,8,9,7,1.23,9,0,0,0,0,0,0,1,0,2,2,3,3,3,3,4,4,4,2,55,1,4,3,0.497695512,65000010
56,1,3.372,4,3,4,8,2.18,0.71,7,8,7,7,7,7,8,6.88,8,8,7,1,8,0,0,0,0,0,0,0,0,2,3,3,3,1.7,3,3,3,3,1,55,2,4,3,0.434646855,65000040
47,1,6,6,4,4,10,0,0,10,10,10,10,9.21,8.98,10,10,10,10,5,1.68,10,1,0,1,0,0.26,0,0,0,3,3,3,3,3,3,3,3,2,2,55,2,5,3,0.356928505,10002040
49,1.01,4,2,4,4,9,0,0.32,9,9,9,9,8,9,8,9,9,9,9,1,8,0,0,0,0,0,0,0,0,1.51,2,2,3,1,3,4,1,1,1.94,55,2,5,2.73,0.391256773,65000030
81,1,3.38,2,2,2,4,0,0,10,8,9,10,8,9,10,10,8,6,8.64,1.23,10,0,0,0,0.02,0,0.03,0,0,2,1.75,2,2,2,1,2.8,3,1,2,55,1,1,2,2.000974941,10005050
60,1,2,3,3.3,4,10,0,0,6,10,8,10,10,5,10,10,5,10,7.72,1,10,0,0,1,0.11,0,0,0.43,0,1.68,1,1,3,1,2,3,3,1,2,55,1,3,2,0.904282618,10007120
58,1,5,5,4,4,10,0.29,0,10,10,9,10,10,10,10,10,10,10,9,1,10,0,0,0,0,0.03,0,0,-5.38631639290799e-17,3,3.13,4,4,3,4,4,4,4,2,55,2,4,2,0.548577211,10008020
74,1,3,3,3,4,10,0,0,10,10,10,8.75,10,9,8,8,9,10,7,1.28,9,0,0,0,0,0,0,0,-6.38464975333264e-17,3,2,3,3,2.08,2,3,2,2.34,2,55,1.63,2.48,3,1.244982666,10009020
50,1.05,3,5,3,3,10,0,0,10,10,10,10,10,10,10,9.39,10,10,10,1,10,0,0,0,0,0,0,0.29,0,1,3,4,1,1,4,3.52,4,3,2,55,1,4,3,0.669303876,66000090
54.7335,1,4,5,3.95,4,10,0,0,9,9,8,9,9,10,9,8,9,8,8.41,1,10,0,0,0,0,0,0,0,0,1.36,1,1,2,1,3,4,4,1.75,2,55,1.57,4,3,0.584515668,66000270
46,1,4,4,3.69,4,8,0,1.01,8,7.4,5,9,9,9,5,5,3,5,5,1,9,0,0,0,0,0,0,0,0,2,2,3,2,1.61,2.29,3,2,1,2,76.05,2,5,3,0.52616443,66000240
36,1,5,2,2,4,7,0,0,7.11,7,8,6.95,5,9,8,6,5,5,7,1,8,1,0,0,0.02,0,0,0,0,2,1,1,2.6,2,3,3,4,2,2,55,1,6,3,0.702907413,66000280
52,1,3,5,4,4,5,4.84,3.19,7.02,8,7,5,8,8,8,5,5,8,8,1,8,1,0,0,0,0,0.04,0.37,0,3,3,3,3,3,4,3,3,3,2,55,1,3.88,1,1.687306719,64000170
73,1,5,5,3,4,8.71,0,0,10,10,10,8.37,7,7,10,10,7,7,10,1,10,0,0,0,0,0,0,0,0,3,3,3.05,3,3,3,3,3,3,2,55,1,2,2.38,2.46555767,48843116.525
67,1,5,6,4,2,9,0,0,10,8,9,8,8,8.61,10,9,8,8.89,8.78,1,10,0,0,0.06,0,0,0,0,0,3,2.63,2.91,3,2,3,4,3,2,2,55,1,3,2,1.323559584,64000150
48,1,2,5,3.15,4,9,1.73,0,7.59,7,8,7,7,7.63,8,8,8,7.18,8,1,7,0.0299999999999998,0,0,-3.03923552991137e-17,0,-1.2566336859976e-16,0,0,2,2,4,2,2,3,4,4,4,1,55,1,5,2,0.664402537,67000340
75,1,3,2,1,4,9,0,0,9,9,9,9,9,9,9,9,9,8.82,9,1,9,0,0,0.08,0,0,0,0,0,1,1,3,3,1.55,1,4,4,1,2,55,1,2.28,3,1.370098382,10020010
67,1.01,2,5,3.58,3.6,9,0,0,8,8,9,7,7.69,9,9,7.18,7,7,8,1,9,0,0,0,0,0,0,1,0,2,2,2,3,2,3,3,3.16,2,2.03,55,1.49,3,3,0.84339305002,10010150
57,1,4,4,4,2,10,0,0,9,8,8,8,9,9,10,9,8,10,10,1,10,1,0,1,0,1,0.1,1,0,3,2,3,4,2,3,3.62,4,4,2,55,2,4,3,0.755704496,45373352.1
54.4,1,2,3.62,3.53,4,8,0,0,8,10,9,8,7,8,9,9,8,7.75,7,1,8,0,0,0,0,0,0,0.29,-6.46097758627562e-17,3,3,3,4,2,3,3,3,3,2,55,2,4,3,0.632882829,64000050
58,1,3.43,2,4,4,7,0,0,7,7,8,7,7,8,8,7,7,8,7,1,7,0,0,0,0,0,0,0,0,2,3,3,3,1,2,2,3,3,1,55,2,4,3,0.632882829,64000080
80,1,6,6,5,2,9,0.88,0,9,9,9,8,7.8,9,9,9,9,7,9,1,9,0,0,0.12,0,0,0,0,0,1,1.6,1,3,1,2,3,3,1.49,1,55,1,1,2.66,1.789497617,10015010
65,1,6,4,3,4,8,1.06,0,8.33,10,8,8,8,8,8,7.66,8,9,9,1,10,0,0,0,0,0.0199999999999999,-1.34545152796761e-16,0,0,3,3,3,3,3,3,3,3.15,2,1.95,55,1,2.88,3,1.073947682,10015040
42,1,2,2,4,4,8,2.65,0,6,5,8,7.61,8,8,8,8,8,7.47,6,2.04,7.59,0,0,0,0,0,-1.31700206296159e-16,0,0,2.12,2,1,3,2,2,2.99,3,2.1,2,55,2,5,1,1.931474121,63000120
54,1,3.46,6,2,4,10,0,0,10,7,7.63,7,5,7,7.43,5,7,7,7,3,7.59,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,4,2.07,2,55,2,4,2,0.578109418,65000090
42,1.04,2,4,1,4,10,0,0,5,5,5,5,5.68,7,8,7,5,8,7,3,7.22,0,0,0,0,0,0,1,0,1,3,3,3,2,3,3,4,3,2,55,1,4.97,2.53,0.70574585008,65000060
50,1,2,6,6,4,10,0,0,10,8,8,8,8,8,8,8,8,9,3,3,8.69,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3.28,3,4,2,55,1,4,2,0.65854383,39495337.8
70,1,5,3,3,3,6,0,0,7,5,6.3,3,5,5,3,5,6,3,5,3,5.48,0.0499999999999999,0,0,0.00999999999999994,0,0,1,0,2,2,1.87,2,1.61,2,3,4,2,2,35.85,2,2,3,1.495158806,66000070
51,1,2,3.39,3,2,8,0,0.81,8,8,5,8,5,7,7,8,7,5,7,1.25,7.16,0,0,0,0,0,0,0,0,2,2,3,4,1,3,3,1,1,2,55,2,4,3,0.632882829,64000050
72.72,1,4,3,4,2.74,0,0,0,7,7,7,7,7,7,7,5.75,7,7,6.9475,1,8,0,0,0,0,1,0,0,0.00999999999999996,1,1,1,1,2,1,3,3,1,1,65,2,2,2,1.478771971,65000130
69,1,5,6,3,4,8,0,0,7,7,7,7,5,7,7,8,6,6,8,1,8,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,2.56,2,48.05,1,3,2,0.908985019,65000020
50,1,2,2,5,4,8,0,0,8,8,9,7,7.63,8,8,9,8,7,7.69,1,9,0,0,0,0,0,0,0,0,3,2,3,3,3,2,3,3,2.565,2,65,1,4,2,0.603888267,10002010
58,1,2,4,4,4,8,0,0,8,7,6,8,8,8,8,6,6,8,8,1,7.51,0,0,0,0,0,0,0.37,-6.61103116694761e-17,2,2.02,2.2,3,2,2,3,4,2,2,65,2,4,2,0.63342016123,65000140
49,1,5,2,3,4,7,0,0,8,8,8,10,7,7.89,8,7,8,10,10,1,8,0,0,0,0,0,0,0,0,1,1,3,3,2,4,2.95,2,3,1,36.6,2,5,2,1.103364119,49822904.3
33,1,6,5,3,5,10,0,0,8,8,10,8,8,8,8,8,10,8.54,8,1,8,0.0299999999999998,0,0,0,0,-1.18724474695853e-16,0,0,2.09,2,2,3,2,3,2.97,3,2,2,65,1,6,2,0.695203597,65000080
65.13,1,3.43,3.86,4,4,7,0,0,5,8,5,7,7,6,6,6,7,3,7,1,7,0,0,0,0,0,0,1,0,2,2,1.87,2,1,1,2,4,1,2,65,1,3,3,0.683412979,65000060
68,1,3,3,4,4,9,1.15,0,8.7,9,9,8,8,9,9,8,8,8,10,1,9,0,0,0,0,0,-9.56179579958416e-17,1,0,3,3,3,3,2,2,3.67,4,2,2,65,2,3,3,0.745322362,10004010
60,1,5,6,4,4,10,0,0,8,6,7,8,8,8,8,5,7.04,8,6,1,8,0,0,0,0,0,0.0199999999999999,0,0,2,1,1,3,1,1,2,3,1,5,65,2,3,3,0.544471815,10002080
52,1,6,6,6,4,10,0,0,5,7,5,5,5,6.77,7,7,3,4,5,1,8,0,0,0,0,1,0,1,0,1,2,3,2,1,2,2,1,2,2,65,2,4,3,0.921552381,63000010
56,1,6,6,5,4,10,0,0,9,9,9,8,7.94,9,9,9,8,9,7.99,1.22,9,0,0,1,0,0,0.0399999999999999,0.34,0,1.66,2,2,2,1,2,3,2,2,1,65,2,4,3,0.396511607,10002090
46.4075,1,3,5,1,4,9,0,0,8,9,8,7,7,8,10,8,8,10,8,1,10,0,0,0,-4.09741685025722e-17,0,0,0,0,2,1,1,3,1.79,1,4,4,2,6,65,2,5,3,0.391256773,65000170
70,1,6,3,4.11,4,10,0,0,5,0,8,8,7.51,8.13,10,10,10,10,8,1,8,0,0,0,0,0,0,0,0,3,1.96,2,3,1.98,2,4,4,2,2,65,1,2,3,1.2664917,10007040
60,1.03,3,5,5,4,6,0,0,10,8,7,7,6.54,4,3,5,8,4,6,1,7,0,0,0,0,0,0,0,0,1.93,1,3,2.8,2,3,3,4,2,2,65,1,3,3,0.668331047,10009010
77,1,2,2,2,4,10,0,0.16,10,10,10,9.81,10,10,10,10,10,10,10,1,10,0,-1.26981758441502e-17,0.06,0,0,0.00999999999999993,0,0,3,3,3.02,3,3,3,3,3,3,2,65,1.41,2,3,1.618879333,64000090
61,1,3.39,2,6,4,10,0,0,8,8,9,6,7,9,10,8,9,8,7,1,8,0,0,0,0,0,0,1,0,2,2,2,2,1.74,2,4,4,2,2.06,65,1,3,3,0.787876706,10013040
40,1.03,3,5,6,3.23,10,0,0,5,5,7.51,10,7,7,8.17,8.23,10,10,8,1,8,0,0,0,0,0,0,0,0,2.05,2,3,3,2,3,3,3,2,2,65,1,5,3,0.652342726,64000020
47.49,1,4,2,4,4,9,0,0,10,9,9,7,9,9,9,9,10,9,8,1,8,0,0,0.16,0,0,0,1,0,1.76,1,2,2,2,3,4,3.33,2,2,65,1,5,3,0.652342726,64000140
54.03,1,2,2,2,2,7.87,0,0.93,5,8,6,9,8,5,7,3,8,9,5,1,9,0,0,0,0,0,0,0,0,2.23,2,3,3,2.29,4,3,3.09,2,2,65,1,4,2,0.899540972,43223760.4
57,1.07,5,5,3,4,10,0,0,5,8,7.85,8,10,10,10,8,8,8,8,3,8.16,0,0,0,0,0,0,0,-6.07760369808474e-17,3,2,3,3,2,3,3,3,2,2,65,2,4,2,0.582255958,68000020
40,1,2,2,2,2.9,10,0,0,10,8,8,10,6,5,10,10,10,10,8,3,8.73,0,0.26,0,1,0,0,0,0,3,1.95,2,1,2,3,3,3.03,2.23,5,65,2,5,2,0.520397705,65000040
39,1,6,5,3,4,10,0.47,0,10,8,8,8,8,9,9,9,8,10,9,3,8.84,0,0,0,0,0,0,1,0,1,1,1,2.11,1.39,2,2.75,2,1,2,65,2,6,3,0.459743101,68000020
